idx,matchtype,partid,ppartid
141,0,n2377-1,n2186
142,0,n3898-1,n3619
143,0,n1152-1,n1036
144,0,n1422-1,n1314
145,0,n1889-1,n1749
146,0,n1893-1,n1759
147,0,n1925-1,n1785
148,0,n1954-1,n1812
149,0,n2086-1,n1922
150,0,n2127-1,n1957
151,0,n2319-1,n2129
152,0,n3894-1,n3606
153,0,n72-1,n47
154,0,n80-1,n57
155,0,n123-1,n66
156,0,n619-1,n522
157,0,n627-1,n531
158,0,n636-1,n537
159,0,n639-1,n544
160,0,n646-1,n553
161,0,n976-1,n862
162,0,n980-1,n871
163,0,n1093-1,n982
164,0,n1898-1,n1768
165,0,n1920-1,n1779
166,0,n1930-1,n1794
167,0,n1949-1,n1805
168,0,n2135-1,n1967
169,0,n2318-1,n2126
170,0,n2378-1,n2187
171,0,n2549-1,n2367
172,0,n2664-1,n2473
173,0,n2685-1,n2478
174,0,n2688-1,n2481
175,0,n2691-1,n2486
176,0,n2694-1,n2489
177,0,n3876-1,n3595
178,0,n4052-1,n3776
179,0,n4083-1,n3807
180,0,n4109-1,n3837
181,0,n506-1,n400
182,0,n624-1,n524
183,0,n634-1,n532
184,0,n644-1,n545
185,0,n666-1,n573
186,0,n688-1,n593
187,0,n720-1,n625
188,0,n873-1,n769
189,0,n978-1,n868
190,0,n982-1,n875
191,0,n1091-1,n977
192,0,n1111-1,n985
193,0,n1117-1,n998
194,0,n1120-1,n1004
195,0,n1124-1,n1012
196,0,n1154-1,n1041
197,0,n1713-1,n1573
198,0,n1763-1,n1638
199,0,n1863-1,n1733
200,0,n1888-1,n1748
201,0,n1894-1,n1761
202,0,n1896-1,n1765
203,0,n1915-1,n1770
204,0,n1919-1,n1777
205,0,n1921-1,n1781
206,0,n1926-1,n1787
207,0,n1928-1,n1791
208,0,n1944-1,n1796
209,0,n1948-1,n1803
210,0,n1950-1,n1807
211,0,n1955-1,n1814
212,0,n2131-1,n1966
213,0,n2317-1,n2124
214,0,n2385-1,n2200
215,0,n2405-1,n2212
216,0,n2545-1,n2359
217,0,n2583-1,n2404
218,0,n2659-1,n2466
219,0,n2697-1,n2493
220,0,n2835-1,n2604
221,0,n3280-1,n3064
222,0,n3559-1,n3290
223,0,n3872-1,n3584
224,0,n3896-1,n3612
225,0,n3918-1,n3639
226,0,n3922-1,n3655
227,0,n4051-1,n3775
228,0,n4081-1,n3805
229,0,n4107-1,n3834
230,0,n4190-1,n3921
231,0,n4193-1,n3924
232,0,n4206-1,n3929
233,0,n4209-1,n3936
234,0,n4222-1,n3945
235,0,n4225-1,n3949
236,0,n4236-1,n3955
237,0,n4239-1,n3959
238,0,n4296-1,n4005
239,0,n4301-1,n4014
240,0,n4347-1,n4055
241,0,n4352-1,n4062
242,0,n4386-1,n4098
243,0,n4390-1,n4106
244,0,n4398-1,n4114
245,0,n4402-1,n4118
246,0,n4406-1,n4122
247,0,n4410-1,n4126
248,0,n4420-1,n4133
249,0,n4424-1,n4137
250,0,n4428-1,n4144
251,0,n4432-1,n4148
252,0,n4437-1,n4151
253,0,n1862-1,n1732
254,0,n1864-1,n1735
255,0,n1887-1,n1744
256,0,n1895-1,n1763
257,0,n1916-1,n1772
258,0,n1918-1,n1775
259,0,n1927-1,n1788
260,0,n1945-1,n1798
261,0,n1947-1,n1801
262,0,n1956-1,n1815
263,0,n3555-1,n3284
264,0,n3557-1,n3285
265,0,n73-1,n48
266,0,n356-1,n256
267,0,n505-1,n395
268,0,n661-1,n563
269,0,n665-1,n571
270,0,n683-1,n583
271,0,n687-1,n591
272,0,n715-1,n615
273,0,n719-1,n624
274,0,n744-1,n641
275,0,n984-1,n880
276,0,n1122-1,n1008
277,0,n1142-1,n1016
278,0,n1150-1,n1033
279,0,n1156-1,n1046
280,0,n1178-1,n1063
281,0,n1180-1,n1065
282,0,n1452-1,n1347
283,0,n1883-1,n1736
284,0,n2081-1,n1912
285,0,n2124-1,n1949
286,0,n2129-1,n1960
287,0,n2295-1,n2110
288,0,n2316-1,n2120
289,0,n2413-1,n2225
290,0,n2433-1,n2239
291,0,n2577-1,n2393
292,0,n2582-1,n2402
293,0,n2700-1,n2497
294,0,n2706-1,n2505
295,0,n2836-1,n2608
296,0,n4054-1,n3782
297,0,n4077-1,n3798
298,0,n4085-1,n3811
299,0,n4103-1,n3828
300,0,n4111-1,n3839
301,0,n4297-1,n4008
302,0,n4348-1,n4056
303,0,n4353-1,n4063
304,0,n358-1,n263
305,0,n360-1,n265
306,0,n364-1,n271
307,0,n366-1,n278
308,0,n479-1,n386
309,0,n504-1,n388
310,0,n635-1,n536
311,0,n645-1,n549
312,0,n660-1,n560
313,0,n662-1,n565
314,0,n664-1,n569
315,0,n682-1,n581
316,0,n684-1,n585
317,0,n686-1,n589
318,0,n712-1,n609
319,0,n714-1,n613
320,0,n716-1,n617
321,0,n718-1,n621
322,0,n723-1,n631
323,0,n743-1,n639
324,0,n1010-1,n884
325,0,n1115-1,n996
326,0,n1148-1,n1029
327,0,n1174-1,n1050
328,0,n1490-1,n1382
329,0,n1760-1,n1623
330,0,n1783-1,n1641
331,0,n1786-1,n1647
332,0,n1859-1,n1725
333,0,n1861-1,n1728
334,0,n1884-1,n1740
335,0,n1886-1,n1743
336,0,n1917-1,n1773
337,0,n1946-1,n1799
338,0,n1957-1,n1818
339,0,n2109-1,n1944
340,0,n2315-1,n2117
341,0,n2386-1,n2201
342,0,n2406-1,n2213
343,0,n2547-1,n2364
344,0,n2575-1,n2386
345,0,n2579-1,n2395
346,0,n2581-1,n2400
347,0,n2703-1,n2502
348,0,n2733-1,n2509
349,0,n3281-1,n3053
350,0,n3284-1,n3056
351,0,n3287-1,n3059
352,0,n3290-1,n3061
353,0,n3874-1,n3590
354,0,n3924-1,n3661
355,0,n4050-1,n3772
356,0,n4056-1,n3786
357,0,n4075-1,n3796
358,0,n4079-1,n3801
359,0,n4087-1,n3814
360,0,n4101-1,n3825
361,0,n4105-1,n3831
362,0,n156-1,n107
363,0,n163-1,n118
364,0,n203-1,n125
365,0,n368-1,n280
366,0,n394-1,n288
367,0,n752-1,n657
368,0,n1012-1,n888
369,0,n1016-1,n898
370,0,n1212-1,n1098
371,0,n1756-1,n1611
372,0,n1860-1,n1726
373,0,n2082-1,n1914
374,0,n2107-1,n1940
375,0,n2284-1,n2098
376,0,n2288-1,n2102
377,0,n2290-1,n2106
378,0,n2736-1,n2513
379,0,n2742-1,n2522
380,0,n2834-1,n2602
381,0,n2837-1,n2609
382,0,n2859-1,n2626
383,0,n3293-1,n3066
384,0,n3297-1,n3072
385,0,n3301-1,n3075
386,0,n3552-1,n3281
387,0,n4013-1,n3731
388,0,n4269-1,n3982
389,0,n4275-1,n3989
390,0,n4298-1,n4009
391,0,n4303-1,n4017
392,0,n4319-1,n4029
393,0,n4325-1,n4038
394,0,n4349-1,n4057
395,0,n4354-1,n4066
396,0,n4375-1,n4080
397,0,n4381-1,n4089
398,0,n205-1,n126
399,0,n207-1,n138
400,0,n396-1,n293
401,0,n398-1,n297
402,0,n473-1,n379
403,0,n475-1,n382
404,0,n477-1,n384
405,0,n659-1,n558
406,0,n663-1,n567
407,0,n681-1,n579
408,0,n685-1,n587
409,0,n711-1,n608
410,0,n713-1,n611
411,0,n717-1,n619
412,0,n722-1,n629
413,0,n740-1,n633
414,0,n742-1,n637
415,0,n747-1,n647
416,0,n751-1,n656
417,0,n776-1,n674
418,0,n1014-1,n894
419,0,n1018-1,n900
420,0,n1113-1,n990
421,0,n1146-1,n1025
422,0,n1182-1,n1069
423,0,n1207-1,n1089
424,0,n1211-1,n1097
425,0,n1243-1,n1129
426,0,n1738-1,n1600
427,0,n1885-1,n1741
428,0,n1958-1,n1821
429,0,n2097-1,n1930
430,0,n2283-1,n2089
431,0,n2289-1,n2104
432,0,n2291-1,n2107
433,0,n2314-1,n2114
434,0,n2414-1,n2227
435,0,n2434-1,n2240
436,0,n2573-1,n2383
437,0,n2580-1,n2398
438,0,n2739-1,n2517
439,0,n2745-1,n2525
440,0,n2855-1,n2611
441,0,n2892-1,n2659
442,0,n3019-1,n2779
443,0,n3278-1,n3050
444,0,n3311-1,n3083
445,0,n3314-1,n3087
446,0,n3317-1,n3090
447,0,n3320-1,n3093
448,0,n3538-1,n3273
449,0,n3550-1,n3276
450,0,n4012-1,n3728
451,0,n4014-1,n3732
452,0,n4017-1,n3739
453,0,n4058-1,n3791
454,0,n4089-1,n3821
455,0,n4253-1,n3971
456,0,n4260-1,n3979
457,0,n4277-1,n3994
458,0,n4284-1,n4003
459,0,n4299-1,n4010
460,0,n4304-1,n4021
461,0,n4311-1,n4028
462,0,n4327-1,n4040
463,0,n4334-1,n4051
464,0,n4350-1,n4058
465,0,n4355-1,n4067
466,0,n4362-1,n4078
467,0,n4383-1,n4093
468,0,n4385-1,n4097
469,0,n4387-1,n4099
470,0,n4389-1,n4101
471,0,n4395-1,n4111
472,0,n4397-1,n4113
473,0,n4399-1,n4115
474,0,n4401-1,n4117
475,0,n4403-1,n4119
476,0,n4405-1,n4121
477,0,n4407-1,n4123
478,0,n4409-1,n4125
479,0,n37-1,n3
480,0,n40-1,n5
481,0,n41-1,n15
482,0,n458-1,n362
483,0,n778-1,n677
484,0,n1242-1,n1127
485,0,n1734-1,n1588
486,0,n2068-1,n1906
487,0,n2083-1,n1915
488,0,n2095-1,n1927
489,0,n2361-1,n2164
490,0,n2363-1,n2174
491,0,n2387-1,n2203
492,0,n3323-1,n3097
493,0,n3327-1,n3100
494,0,n3331-1,n3102
495,0,n3335-1,n3106
496,0,n3978-1,n3699
497,0,n74-1,n49
498,0,n157-1,n108
499,0,n400-1,n302
500,0,n402-1,n304
501,0,n419-1,n325
502,0,n459-1,n367
503,0,n467-1,n372
504,0,n469-1,n375
505,0,n470-1,n376
506,0,n471-1,n377
507,0,n476-1,n381
508,0,n478-1,n385
509,0,n496-1,n392
510,0,n497-1,n393
511,0,n498-1,n398
512,0,n499-1,n399
513,0,n500-1,n403
514,0,n501-1,n405
515,0,n502-1,n408
516,0,n503-1,n411
517,0,n519-1,n418
518,0,n520-1,n419
519,0,n521-1,n420
520,0,n522-1,n425
521,0,n523-1,n426
522,0,n524-1,n427
523,0,n525-1,n428
524,0,n585-1,n494
525,0,n587-1,n499
526,0,n589-1,n503
527,0,n591-1,n507
528,0,n593-1,n511
529,0,n595-1,n515
530,0,n597-1,n519
531,0,n621-1,n526
532,0,n631-1,n539
533,0,n658-1,n556
534,0,n680-1,n578
535,0,n708-1,n602
536,0,n710-1,n606
537,0,n721-1,n627
538,0,n741-1,n635
539,0,n746-1,n645
540,0,n748-1,n649
541,0,n750-1,n653
542,0,n755-1,n663
543,0,n774-1,n669
544,0,n782-1,n686
545,0,n877-1,n781
546,0,n944-1,n844
547,0,n971-1,n847
548,0,n973-1,n854
549,0,n1084-1,n963
550,0,n1144-1,n1021
551,0,n1176-1,n1055
552,0,n1204-1,n1082
553,0,n1206-1,n1087
554,0,n1208-1,n1090
555,0,n1210-1,n1094
556,0,n1213-1,n1101
557,0,n1238-1,n1119
558,0,n1274-1,n1160
559,0,n1716-1,n1579
560,0,n1959-1,n1823
561,0,n2056-1,n1900
562,0,n2085-1,n1919
563,0,n2126-1,n1955
564,0,n2380-1,n2192
565,0,n2408-1,n2217
566,0,n2415-1,n2228
567,0,n2436-1,n2245
568,0,n2441-1,n2253
569,0,n2461-1,n2264
570,0,n2464-1,n2270
571,0,n2534-1,n2347
572,0,n2571-1,n2377
573,0,n2651-1,n2443
574,0,n2653-1,n2450
575,0,n2748-1,n2530
576,0,n2862-1,n2632
577,0,n2887-1,n2650
578,0,n2891-1,n2658
579,0,n2923-1,n2689
580,0,n3277-1,n3048
581,0,n3282-1,n3052
582,0,n3285-1,n3055
583,0,n3288-1,n3058
584,0,n3291-1,n3062
585,0,n3294-1,n3065
586,0,n3298-1,n3070
587,0,n3302-1,n3074
588,0,n3306-1,n3079
589,0,n3344-1,n3108
590,0,n3434-1,n3175
591,0,n3438-1,n3182
592,0,n3441-1,n3189
593,0,n3841-1,n3552
594,0,n3921-1,n3648
595,0,n3944-1,n3664
596,0,n3947-1,n3670
597,0,n3977-1,n3696
598,0,n3979-1,n3700
599,0,n3982-1,n3707
600,0,n4011-1,n3727
601,0,n4015-1,n3735
602,0,n4049-1,n3771
603,0,n4053-1,n3781
604,0,n4055-1,n3784
605,0,n4057-1,n3790
606,0,n4059-1,n3793
607,0,n4076-1,n3797
608,0,n4078-1,n3800
609,0,n4080-1,n3803
610,0,n4082-1,n3806
611,0,n4084-1,n3810
612,0,n4086-1,n3813
613,0,n4088-1,n3819
614,0,n4090-1,n3823
615,0,n4102-1,n3827
616,0,n4104-1,n3830
617,0,n4106-1,n3833
618,0,n4108-1,n3836
619,0,n4110-1,n3838
620,0,n4112-1,n3841
621,0,n4114-1,n3843
622,0,n4252-1,n3968
623,0,n4259-1,n3978
624,0,n4274-1,n3988
625,0,n4283-1,n4001
626,0,n4300-1,n4013
627,0,n4310-1,n4027
628,0,n4324-1,n4037
629,0,n4333-1,n4049
630,0,n4351-1,n4059
631,0,n4361-1,n4077
632,0,n4380-1,n4088
633,0,n4417-1,n4130
634,0,n4419-1,n4132
635,0,n4421-1,n4134
636,0,n4423-1,n4136
637,0,n4425-1,n4138
638,0,n4427-1,n4143
639,0,n4429-1,n4145
640,0,n4431-1,n4147
641,0,n404-1,n311
642,0,n406-1,n316
643,0,n409-1,n319
644,0,n472-1,n378
645,0,n474-1,n380
646,0,n584-1,n492
647,0,n586-1,n497
648,0,n588-1,n501
649,0,n590-1,n505
650,0,n592-1,n509
651,0,n594-1,n513
652,0,n596-1,n517
653,0,n647-1,n554
654,0,n667-1,n575
655,0,n689-1,n595
656,0,n691-1,n600
657,0,n709-1,n603
658,0,n745-1,n643
659,0,n749-1,n651
660,0,n754-1,n661
661,0,n772-1,n665
662,0,n1183-1,n1071
663,0,n1203-1,n1081
664,0,n1205-1,n1085
665,0,n1209-1,n1093
666,0,n1235-1,n1112
667,0,n1237-1,n1116
668,0,n1239-1,n1120
669,0,n1241-1,n1124
670,0,n1273-1,n1159
671,0,n1300-1,n1185
672,0,n1421-1,n1305
673,0,n1712-1,n1566
674,0,n1736-1,n1594
675,0,n1758-1,n1618
676,0,n1762-1,n1632
677,0,n1976-1,n1825
678,0,n2048-1,n1894
679,0,n2099-1,n1934
680,0,n2551-1,n2374
681,0,n2751-1,n2534
682,0,n2857-1,n2617
683,0,n2884-1,n2643
684,0,n2886-1,n2647
685,0,n2888-1,n2651
686,0,n2890-1,n2655
687,0,n2893-1,n2662
688,0,n2922-1,n2686
689,0,n3312-1,n3082
690,0,n3315-1,n3086
691,0,n3318-1,n3089
692,0,n3321-1,n3092
693,0,n3536-1,n3272
694,0,n3586-1,n3301
695,0,n3821-1,n3543
696,0,n3823-1,n3548
697,0,n3917-1,n3632
698,0,n4251-1,n3967
699,0,n4258-1,n3977
700,0,n4282-1,n3999
701,0,n4309-1,n4026
702,0,n4332-1,n4048
703,0,n4360-1,n4076
704,0,n4384-1,n4096
705,0,n4388-1,n4100
706,0,n4396-1,n4112
707,0,n4400-1,n4116
708,0,n4404-1,n4120
709,0,n4408-1,n4124
710,0,n598-1,n521
711,0,n622-1,n529
712,0,n632-1,n541
713,0,n781-1,n684
714,0,n975-1,n859
715,0,n1083-1,n962
716,0,n1244-1,n1131
717,0,n1269-1,n1150
718,0,n2381-1,n2193
719,0,n2388-1,n2204
720,0,n2469-1,n2281
721,0,n2491-1,n2294
722,0,n2535-1,n2350
723,0,n2655-1,n2456
724,0,n2918-1,n2680
725,0,n2955-1,n2716
726,0,n3018-1,n2775
727,0,n3023-1,n2789
728,0,n3324-1,n3096
729,0,n3328-1,n3099
730,0,n3332-1,n3103
731,0,n3336-1,n3105
732,0,n3899-1,n3620
733,0,n3976-1,n3695
734,0,n3980-1,n3703
735,0,n4016-1,n3736
736,0,n4115-1,n3846
737,0,n690-1,n598
738,0,n753-1,n659
739,0,n1153-1,n1035
740,0,n1200-1,n1076
741,0,n1202-1,n1078
742,0,n1214-1,n1102
743,0,n1234-1,n1111
744,0,n1236-1,n1115
745,0,n1240-1,n1123
746,0,n1266-1,n1143
747,0,n1268-1,n1148
748,0,n1270-1,n1153
749,0,n1272-1,n1155
750,0,n1275-1,n1163
751,0,n1299-1,n1184
752,0,n1423-1,n1313
753,0,n1977-1,n1827
754,0,n2087-1,n1924
755,0,n2128-1,n1956
756,0,n2442-1,n2254
757,0,n2462-1,n2265
758,0,n2863-1,n2634
759,0,n2883-1,n2642
760,0,n2885-1,n2646
761,0,n2889-1,n2654
762,0,n2894-1,n2664
763,0,n2915-1,n2673
764,0,n2917-1,n2677
765,0,n2919-1,n2681
766,0,n2921-1,n2685
767,0,n2924-1,n2690
768,0,n2950-1,n2708
769,0,n2954-1,n2715
770,0,n2988-1,n2749
771,0,n2990-1,n2754
772,0,n3017-1,n2773
773,0,n3021-1,n2785
774,0,n3041-1,n2793
775,0,n3047-1,n2806
776,0,n3050-1,n2811
777,0,n3054-1,n2820
778,0,n3295-1,n3068
779,0,n3299-1,n3071
780,0,n3303-1,n3076
781,0,n3307-1,n3078
782,0,n3562-1,n3294
783,0,n3584-1,n3295
784,0,n3895-1,n3605
785,0,n4250-1,n3966
786,0,n4257-1,n3976
787,0,n4273-1,n3987
788,0,n4281-1,n3998
789,0,n4308-1,n4025
790,0,n4323-1,n4036
791,0,n4331-1,n4047
792,0,n4359-1,n4075
793,0,n4379-1,n4087
794,0,n75-1,n50
795,0,n82-1,n60
796,0,n121-1,n65
797,0,n124-1,n67
798,0,n125-1,n77
799,0,n599-1,n523
800,0,n623-1,n530
801,0,n630-1,n538
802,0,n633-1,n543
803,0,n642-1,n552
804,0,n780-1,n681
805,0,n785-1,n693
806,0,n977-1,n863
807,0,n981-1,n870
808,0,n1082-1,n961
809,0,n1085-1,n964
810,0,n1094-1,n983
811,0,n1826-1,n1694
812,0,n1979-1,n1832
813,0,n2136-1,n1969
814,0,n2382-1,n2194
815,0,n2416-1,n2229
816,0,n2536-1,n2352
817,0,n2550-1,n2370
818,0,n2657-1,n2460
819,0,n2665-1,n2474
820,0,n2686-1,n2477
821,0,n2689-1,n2482
822,0,n2692-1,n2485
823,0,n2695-1,n2490
824,0,n3442-1,n3190
825,0,n3819-1,n3538
826,0,n3822-1,n3545
827,0,n3824-1,n3551
828,0,n3842-1,n3555
829,0,n3877-1,n3596
830,0,n3981-1,n3704
831,0,n4116-1,n3848
832,0,n68-1,n41
833,0,n158-1,n109
834,0,n457-1,n357
835,0,n466-1,n387
836,0,n481-1,n390
837,0,n620-1,n525
838,0,n628-1,n533
839,0,n640-1,n546
840,0,n656-1,n574
841,0,n676-1,n594
842,0,n704-1,n626
843,0,n773-1,n667
844,0,n775-1,n671
845,0,n777-1,n676
846,0,n779-1,n679
847,0,n784-1,n690
848,0,n874-1,n772
849,0,n979-1,n866
850,0,n983-1,n874
851,0,n1063-1,n954
852,0,n1066-1,n957
853,0,n1081-1,n960
854,0,n1092-1,n979
855,0,n1112-1,n986
856,0,n1118-1,n999
857,0,n1121-1,n1006
858,0,n1125-1,n1014
859,0,n1155-1,n1042
860,0,n1184-1,n1073
861,0,n1201-1,n1077
862,0,n1231-1,n1106
863,0,n1233-1,n1108
864,0,n1245-1,n1134
865,0,n1265-1,n1142
866,0,n1267-1,n1146
867,0,n1271-1,n1154
868,0,n1296-1,n1178
869,0,n1298-1,n1182
870,0,n1714-1,n1572
871,0,n1764-1,n1637
872,0,n1825-1,n1693
873,0,n1827-1,n1698
874,0,n1829-1,n1702
875,0,n1978-1,n1830
876,0,n1980-1,n1834
877,0,n2132-1,n1965
878,0,n2389-1,n2205
879,0,n2409-1,n2218
880,0,n2470-1,n2282
881,0,n2492-1,n2295
882,0,n2533-1,n2345
883,0,n2546-1,n2356
884,0,n2584-1,n2405
885,0,n2620-1,n2434
886,0,n2660-1,n2467
887,0,n2698-1,n2494
888,0,n2880-1,n2638
889,0,n2882-1,n2639
890,0,n2895-1,n2666
891,0,n2914-1,n2672
892,0,n2916-1,n2676
893,0,n2920-1,n2682
894,0,n2947-1,n2701
895,0,n2949-1,n2705
896,0,n2951-1,n2709
897,0,n2953-1,n2712
898,0,n2956-1,n2719
899,0,n2983-1,n2738
900,0,n2987-1,n2747
901,0,n3010-1,n2758
902,0,n3014-1,n2767
903,0,n3016-1,n2772
904,0,n3052-1,n2815
905,0,n3072-1,n2823
906,0,n3078-1,n2837
907,0,n3081-1,n2843
908,0,n3085-1,n2852
909,0,n3283-1,n3054
910,0,n3286-1,n3057
911,0,n3289-1,n3060
912,0,n3292-1,n3063
913,0,n3296-1,n3069
914,0,n3300-1,n3073
915,0,n3304-1,n3077
916,0,n3308-1,n3080
917,0,n3313-1,n3085
918,0,n3316-1,n3088
919,0,n3319-1,n3091
920,0,n3322-1,n3094
921,0,n3439-1,n3183
922,0,n3534-1,n3261
923,0,n3560-1,n3292
924,0,n3607-1,n3321
925,0,n3611-1,n3332
926,0,n3614-1,n3333
927,0,n3843-1,n3556
928,0,n3873-1,n3583
929,0,n3897-1,n3611
930,0,n3919-1,n3638
931,0,n3923-1,n3656
932,0,n4046-1,n3764
933,0,n4133-1,n3850
934,0,n4191-1,n3919
935,0,n4194-1,n3922
936,0,n4207-1,n3930
937,0,n4210-1,n3939
938,0,n4223-1,n3946
939,0,n4226-1,n3952
940,0,n4237-1,n3956
941,0,n4240-1,n3960
942,0,n4247-1,n3963
943,0,n4249-1,n3965
944,0,n4254-1,n3973
945,0,n4256-1,n3975
946,0,n4270-1,n3984
947,0,n4272-1,n3986
948,0,n4276-1,n3990
949,0,n4278-1,n3995
950,0,n4280-1,n3997
951,0,n4305-1,n4022
952,0,n4307-1,n4024
953,0,n4320-1,n4033
954,0,n4322-1,n4035
955,0,n4326-1,n4039
956,0,n4328-1,n4044
957,0,n4330-1,n4046
958,0,n4356-1,n4072
959,0,n4358-1,n4074
960,0,n4376-1,n4084
961,0,n4378-1,n4086
962,0,n4382-1,n4090
963,0,n4418-1,n4131
964,0,n4422-1,n4135
965,0,n168-1,n123
966,0,n1215-1,n1105
967,0,n1232-1,n1107
968,0,n1262-1,n1136
969,0,n1264-1,n1141
970,0,n1276-1,n1164
971,0,n1295-1,n1176
972,0,n1297-1,n1180
973,0,n1428-1,n1323
974,0,n1431-1,n1326
975,0,n1434-1,n1329
976,0,n1437-1,n1332
977,0,n1440-1,n1335
978,0,n1443-1,n1338
979,0,n1446-1,n1341
980,0,n1449-1,n1343
981,0,n1824-1,n1690
982,0,n1828-1,n1699
983,0,n1981-1,n1836
984,0,n1983-1,n1840
985,0,n2443-1,n2255
986,0,n2864-1,n2637
987,0,n2911-1,n2667
988,0,n2913-1,n2669
989,0,n2925-1,n2691
990,0,n2946-1,n2700
991,0,n2948-1,n2704
992,0,n2952-1,n2710
993,0,n2980-1,n2733
994,0,n2982-1,n2737
995,0,n2984-1,n2741
996,0,n2986-1,n2745
997,0,n2989-1,n2752
998,0,n2991-1,n2757
999,0,n3011-1,n2761
1000,0,n3013-1,n2766
1001,0,n3015-1,n2769
1002,0,n3045-1,n2802
1003,0,n3556-1,n3283
1004,0,n3558-1,n3286
1005,0,n4248-1,n3964
1006,0,n4255-1,n3974
1007,0,n4271-1,n3985
1008,0,n4279-1,n3996
1009,0,n4306-1,n4023
1010,0,n4321-1,n4034
1011,0,n4329-1,n4045
1012,0,n4357-1,n4073
1013,0,n4377-1,n4085
1014,0,n76-1,n51
1015,0,n334-1,n254
1016,0,n357-1,n258
1017,0,n456-1,n353
1018,0,n484-1,n396
1019,0,n512-1,n422
1020,0,n515-1,n431
1021,0,n528-1,n433
1022,0,n565-1,n469
1023,0,n651-1,n562
1024,0,n655-1,n572
1025,0,n671-1,n584
1026,0,n675-1,n592
1027,0,n699-1,n616
1028,0,n703-1,n623
1029,0,n728-1,n642
1030,0,n783-1,n687
1031,0,n804-1,n698
1032,0,n985-1,n879
1033,0,n1062-1,n952
1034,0,n1064-1,n955
1035,0,n1080-1,n959
1036,0,n1086-1,n966
1037,0,n1123-1,n1009
