onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id
31.5,0.5,31.5,0.5,780,12,51,6,n45-2
31.5,0.5,31.5,0.5,780,12,58,2,n38-2
31.5,0.5,31.5,0.5,780,12,67,1,n30-2
32.0,0.5,32.0,0.5,792,12,46,6,n46-2
32.0,0.5,32.0,0.5,792,12,50,6,n47-2
32.0,0.5,32.0,0.5,792,12,58,2,n39-2
32.0,0.5,32.0,0.5,792,12,65,1,n31-2
32.0,0.5,32.0,0.5,792,12,68,1,n32-2
32.5,0.5,32.5,0.5,804,12,50,6,n48-2
32.5,0.5,32.5,0.5,804,12,53,6,n49-2
32.5,0.5,32.5,0.5,804,12,58,2,n40-2
32.5,0.5,32.5,0.5,804,12,65,1,n33-2
32.5,0.5,32.5,0.5,804,12,70,1,n34-2
33.0,1.0,33.0,1.0,816,24,51,6,n63-2
33.0,0.5,33.0,0.5,816,12,58,2,n56-2
33.0,1.0,33.0,1.0,816,24,65,1,n50-2
33.0,1.0,33.0,1.0,816,24,68,1,n51-2
33.5,0.5,33.5,0.5,828,12,58,2,n57-2
34.0,1.0,34.0,1.0,840,24,39,6,n64-2
34.0,0.5,34.0,0.5,840,12,58,2,n58-2
34.0,1.0,34.0,1.0,840,24,63,1,n52-2
34.0,1.0,34.0,1.0,840,24,67,1,n53-2
34.5,0.5,34.5,0.5,852,12,58,2,n59-2
35.0,0.75,35.0,0.75,864,18,51,6,n65-2
35.0,0.5,35.0,0.5,864,12,63,2,n60-2
35.0,0.75,35.0,0.75,864,18,67,1,n54-2
35.5,0.5,35.5,0.5,876,12,63,2,n61-2
35.75,0.25,35.75,0.25,882,6,53,6,n66-2
35.75,0.25,35.75,0.25,882,6,68,1,n55-2
36.0,1.5,36.0,1.5,888,36,55,6,n78-2
36.0,0.5,36.0,0.5,888,12,63,2,n71-2
36.0,1.5,36.0,1.5,888,36,70,1,n67-2
36.5,0.5,36.5,0.5,900,12,63,2,n72-2
37.0,0.5,37.0,0.5,912,12,63,2,n73-2
37.5,0.5,37.5,0.5,924,12,51,6,n79-2
37.5,0.5,37.5,0.5,924,12,63,2,n74-2
37.5,0.5,37.5,0.5,924,12,67,1,n68-2
38.0,0.5,38.0,0.5,936,12,56,6,n80-2
38.0,0.5,38.0,0.5,936,12,63,2,n75-2
38.0,0.5,38.0,0.5,936,12,72,1,n69-2
38.5,0.5,38.5,0.5,948,12,53,6,n81-2
38.5,0.5,38.5,0.5,948,12,63,2,n76-2
38.5,0.5,38.5,0.5,948,12,68,1,n70-2
39.0,2.0,39.0,2.0,960,48,55,6,n93-2
39.0,0.5,39.0,0.5,960,12,63,2,n86-2
39.0,1.5,39.0,1.5,960,36,70,1,n82-2
39.5,0.5,39.5,0.5,972,12,63,2,n87-2
40.0,0.5,40.0,0.5,984,12,63,2,n88-2
40.5,0.5,40.5,0.5,996,12,63,2,n89-2
40.5,0.5,40.5,0.5,996,12,71,1,n83-2
41.0,0.5,41.0,0.5,1008,12,56,6,n94-2
41.0,0.5,41.0,0.5,1008,12,63,2,n90-2
41.0,0.5,41.0,0.5,1008,12,72,1,n84-2
41.5,0.5,41.5,0.5,1020,12,55,6,n95-2
41.5,0.5,41.5,0.5,1020,12,63,2,n91-2
41.5,0.5,41.5,0.5,1020,12,70,1,n85-2
42.0,1.5,42.0,1.5,1032,36,53,6,n112-2
42.0,0.5,42.0,0.5,1032,12,60,2,n102-2
42.0,0.5,42.0,0.5,1032,12,70,1,n96-2
42.5,0.5,42.5,0.5,1044,12,60,2,n103-2
42.5,1.0,42.5,1.0,1044,24,68,1,n97-2
43.0,0.5,43.0,0.5,1056,12,61,2,n104-2
43.5,0.5,43.5,0.5,1068,12,46,6,n113-2
43.5,0.5,43.5,0.5,1068,12,58,2,n105-2
43.5,0.5,43.5,0.5,1068,12,62,2,n106-2
43.5,0.5,43.5,0.5,1068,12,65,1,n98-2
44.0,0.5,44.0,0.5,1080,12,51,6,n114-2
44.0,0.5,44.0,0.5,1080,12,58,2,n107-2
44.0,0.5,44.0,0.5,1080,12,63,2,n108-2
44.0,0.5,44.0,0.5,1080,12,67,1,n99-2
44.5,0.5,44.5,0.5,1092,12,44,6,n115-2
44.5,0.5,44.5,0.5,1092,12,60,2,n109-2
44.5,0.5,44.5,0.5,1092,12,65,2,n110-2
44.5,0.25,44.5,0.25,1092,6,70,1,n100-2
44.75,0.25,44.75,0.25,1098,6,68,1,n101-2
45.0,1.0,45.0,1.0,1104,24,46,6,n158-1
45.0,0.5,45.0,0.5,1104,12,63,2,n153-1
45.0,1.0,45.0,1.0,1104,24,67,1,n148-1
45.5,0.5,45.5,0.5,1116,12,58,2,n154-1
46.0,0.5,46.0,0.5,1128,12,34,6,n159-1
46.0,0.5,46.0,0.5,1128,12,62,2,n155-1
46.0,0.5,46.0,0.5,1128,12,65,1,n149-1
46.5,0.5,46.5,0.5,1140,12,58,2,n156-1
47.0,0.75,47.0,0.75,1152,18,70,1,n151-1
47.75,0.25,47.75,0.25,1170,6,71,1,n152-1
48.0,0.5,48.0,0.5,1176,12,46,6,n169-1
48.0,2.0,48.0,2.0,1176,48,71,1,n162-1
48.5,0.5,48.5,0.5,1188,12,58,6,n170-1
49.0,0.5,49.0,0.5,1200,12,62,6,n171-1
49.5,0.5,49.5,0.5,1212,12,58,6,n172-1
50.0,0.5,50.0,0.5,1224,12,65,6,n173-1
50.0,0.5,50.0,0.5,1224,12,70,1,n163-1
50.5,0.5,50.5,0.5,1236,12,58,6,n174-1
50.5,0.5,50.5,0.5,1236,12,68,1,n164-1
50.666668,0.16666667,50.666668,0.16666667,1240,4,70,2,n166-1
50.833332,0.16666667,50.833332,0.16666667,1244,4,68,2,n167-1
51.0,0.5,51.0,0.5,1248,12,63,6,n185-1
51.0,1.0,51.0,1.0,1248,24,67,2,n181-1
51.0,0.5,51.0,0.5,1248,12,67,1,n175-1
51.5,0.5,51.5,0.5,1260,12,58,6,n186-1
51.5,0.5,51.5,0.5,1260,12,75,1,n176-1
52.0,0.5,52.0,0.5,1272,12,65,6,n187-1
52.0,1.0,52.0,1.0,1272,24,68,2,n182-1
52.0,0.5,52.0,0.5,1272,12,74,1,n177-1
52.5,0.5,52.5,0.5,1284,12,58,6,n188-1
52.5,0.5,52.5,0.5,1284,12,77,1,n178-1
53.0,0.5,53.0,0.5,1296,12,67,6,n189-1
53.0,0.5,53.0,0.5,1296,12,70,2,n183-1
53.0,0.5,53.0,0.5,1296,12,75,1,n179-1
53.5,0.5,53.5,0.5,1308,12,58,6,n190-1
53.5,0.5,53.5,0.5,1308,12,70,1,n180-1
54.0,0.5,54.0,0.5,1320,12,46,6,n198-1
54.0,2.0,54.0,2.0,1320,48,71,1,n191-1
54.5,0.5,54.5,0.5,1332,12,58,6,n199-1
55.0,0.5,55.0,0.5,1344,12,62,6,n200-1
55.5,0.5,55.5,0.5,1356,12,58,6,n201-1
56.0,0.5,56.0,0.5,1368,12,65,6,n202-1
56.0,0.5,56.0,0.5,1368,12,70,1,n192-1
56.5,0.5,56.5,0.5,1380,12,58,6,n203-1
56.5,0.5,56.5,0.5,1380,12,68,1,n193-1
56.666668,0.16666667,56.666668,0.16666667,1384,4,70,2,n195-1
56.833332,0.16666667,56.833332,0.16666667,1388,4,68,2,n196-1
57.0,0.5,57.0,0.5,1392,12,63,6,n214-1
57.0,1.0,57.0,1.0,1392,24,67,2,n210-1
57.0,0.5,57.0,0.5,1392,12,67,1,n204-1
57.5,0.5,57.5,0.5,1404,12,58,6,n215-1
57.5,0.5,57.5,0.5,1404,12,75,1,n205-1
58.0,0.5,58.0,0.5,1416,12,65,6,n216-1
58.0,1.0,58.0,1.0,1416,24,68,2,n211-1
58.0,0.5,58.0,0.5,1416,12,74,1,n206-1
58.5,0.5,58.5,0.5,1428,12,58,6,n217-1
58.5,0.5,58.5,0.5,1428,12,77,1,n207-1
59.0,0.5,59.0,0.5,1440,12,67,6,n218-1
59.0,0.5,59.0,0.5,1440,12,70,2,n212-1
59.0,0.5,59.0,0.5,1440,12,75,1,n208-1
59.5,0.5,59.5,0.5,1452,12,58,6,n219-1
59.5,0.5,59.5,0.5,1452,12,79,1,n209-1
60.0,0.5,60.0,0.5,1464,12,51,6,n226-1
60.0,1.5,60.0,1.5,1464,36,82,1,n220-1
60.5,0.5,60.5,0.5,1476,12,63,6,n227-1
61.0,0.5,61.0,0.5,1488,12,67,6,n228-1
61.0,3.0,61.0,3.0,1488,72,75,2,n224-1
61.5,0.5,61.5,0.5,1500,12,63,6,n229-1
61.5,0.5,61.5,0.5,1500,12,79,1,n221-1
62.0,0.5,62.0,0.5,1512,12,65,6,n230-1
62.0,0.5,62.0,0.5,1512,12,80,1,n222-1
62.5,0.5,62.5,0.5,1524,12,68,6,n231-1
62.5,0.5,62.5,0.5,1524,12,84,1,n223-1
63.0,0.5,63.0,0.5,1536,12,67,6,n240-1
63.0,1.5,63.0,1.5,1536,36,82,1,n232-1
63.5,0.5,63.5,0.5,1548,12,66,6,n241-1
64.0,0.5,64.0,0.5,1560,12,67,6,n242-1
64.0,1.5,64.0,1.5,1560,36,75,2,n237-1
64.5,0.5,64.5,0.5,1572,12,63,6,n243-1
64.5,0.5,64.5,0.5,1572,12,79,1,n233-1
65.0,0.5,65.0,0.5,1584,12,60,6,n244-1
65.0,0.5,65.0,0.5,1584,12,80,1,n234-1
65.5,0.5,65.5,0.5,1596,12,62,6,n245-1
65.5,0.5,65.5,0.5,1596,12,70,2,n238-1
65.5,0.5,65.5,0.5,1596,12,77,1,n235-1
66.0,0.5,66.0,0.5,1608,12,63,6,n255-1
66.0,0.5,66.0,0.5,1608,12,67,2,n250-1
66.0,0.5,66.0,0.5,1608,12,79,1,n246-1
66.5,0.5,66.5,0.5,1620,12,60,6,n256-1
66.5,0.5,66.5,0.5,1620,12,67,2,n251-1
66.5,0.5,66.5,0.5,1620,12,75,1,n247-1
67.0,0.5,67.0,0.5,1632,12,56,6,n257-1
67.0,1.0,67.0,1.0,1632,24,72,2,n252-1
67.0,1.5,67.0,1.5,1632,36,77,1,n248-1
67.5,0.5,67.5,0.5,1644,12,53,6,n258-1
68.0,1.0,68.0,1.0,1656,24,58,8,n261-1
68.0,0.5,68.0,0.5,1656,12,58,6,n259-1
68.0,1.0,68.0,1.0,1656,24,68,2,n253-1
68.5,0.5,68.5,0.5,1668,12,46,6,n260-1
68.5,0.5,68.5,0.5,1668,12,74,1,n249-1
69.0,1.5,69.0,1.5,1680,36,51,6,n270-1
69.0,0.5,69.0,0.5,1680,12,58,8,n274-1
69.0,1.0,69.0,1.0,1680,24,68,2,n267-1
69.0,1.0,69.0,1.0,1680,24,77,1,n262-1
69.5,0.5,69.5,0.5,1692,12,62,8,n275-1
70.0,0.5,70.0,0.5,1704,12,63,8,n276-1
70.0,0.5,70.0,0.5,1704,12,67,2,n268-1
70.0,0.5,70.0,0.5,1704,12,75,1,n263-1
70.5,0.5,70.5,0.5,1716,12,58,6,n271-1
71.0,0.5,71.0,0.5,1728,12,55,6,n272-1
71.0,0.75,71.0,0.75,1728,18,70,1,n265-1
71.5,0.5,71.5,0.5,1740,12,51,6,n273-1
71.75,0.25,71.75,0.25,1746,6,71,1,n266-1
72.0,0.5,72.0,0.5,1752,12,46,6,n169-2
72.0,2.0,72.0,2.0,1752,48,71,1,n162-2
72.5,0.5,72.5,0.5,1764,12,58,6,n170-2
73.0,0.5,73.0,0.5,1776,12,62,6,n171-2
73.5,0.5,73.5,0.5,1788,12,58,6,n172-2
74.0,0.5,74.0,0.5,1800,12,65,6,n173-2
74.0,0.5,74.0,0.5,1800,12,70,1,n163-2
74.5,0.5,74.5,0.5,1812,12,58,6,n174-2
74.5,0.5,74.5,0.5,1812,12,68,1,n164-2
74.666664,0.16666667,74.666664,0.16666667,1816,4,70,2,n166-2
74.833336,0.16666667,74.833336,0.16666667,1820,4,68,2,n167-2
75.0,0.5,75.0,0.5,1824,12,63,6,n185-2
75.0,0.5,75.0,0.5,1824,12,67,1,n175-2
75.0,1.0,75.0,1.0,1824,24,67,2,n181-2
75.5,0.5,75.5,0.5,1836,12,58,6,n186-2
75.5,0.5,75.5,0.5,1836,12,75,1,n176-2
76.0,0.5,76.0,0.5,1848,12,65,6,n187-2
76.0,1.0,76.0,1.0,1848,24,68,2,n182-2
76.0,0.5,76.0,0.5,1848,12,74,1,n177-2
76.5,0.5,76.5,0.5,1860,12,58,6,n188-2
76.5,0.5,76.5,0.5,1860,12,77,1,n178-2
77.0,0.5,77.0,0.5,1872,12,67,6,n189-2
77.0,0.5,77.0,0.5,1872,12,70,2,n183-2
77.0,0.5,77.0,0.5,1872,12,75,1,n179-2
77.5,0.5,77.5,0.5,1884,12,58,6,n190-2
77.5,0.5,77.5,0.5,1884,12,70,1,n180-2
78.0,0.5,78.0,0.5,1896,12,46,6,n198-2
78.0,2.0,78.0,2.0,1896,48,71,1,n191-2
78.5,0.5,78.5,0.5,1908,12,58,6,n199-2
79.0,0.5,79.0,0.5,1920,12,62,6,n200-2
79.5,0.5,79.5,0.5,1932,12,58,6,n201-2
80.0,0.5,80.0,0.5,1944,12,65,6,n202-2
80.0,0.5,80.0,0.5,1944,12,70,1,n192-2
80.5,0.5,80.5,0.5,1956,12,58,6,n203-2
80.5,0.5,80.5,0.5,1956,12,68,1,n193-2
80.666664,0.16666667,80.666664,0.16666667,1960,4,70,2,n195-2
80.833336,0.16666667,80.833336,0.16666667,1964,4,68,2,n196-2
81.0,0.5,81.0,0.5,1968,12,63,6,n214-2
81.0,0.5,81.0,0.5,1968,12,67,1,n204-2
81.0,1.0,81.0,1.0,1968,24,67,2,n210-2
81.5,0.5,81.5,0.5,1980,12,58,6,n215-2
81.5,0.5,81.5,0.5,1980,12,75,1,n205-2
82.0,0.5,82.0,0.5,1992,12,65,6,n216-2
82.0,1.0,82.0,1.0,1992,24,68,2,n211-2
82.0,0.5,82.0,0.5,1992,12,74,1,n206-2
82.5,0.5,82.5,0.5,2004,12,58,6,n217-2
82.5,0.5,82.5,0.5,2004,12,77,1,n207-2
83.0,0.5,83.0,0.5,2016,12,67,6,n218-2
83.0,0.5,83.0,0.5,2016,12,70,2,n212-2
83.0,0.5,83.0,0.5,2016,12,75,1,n208-2
83.5,0.5,83.5,0.5,2028,12,58,6,n219-2
83.5,0.5,83.5,0.5,2028,12,79,1,n209-2
84.0,0.5,84.0,0.5,2040,12,51,6,n226-2
84.0,1.5,84.0,1.5,2040,36,82,1,n220-2
84.5,0.5,84.5,0.5,2052,12,63,6,n227-2
85.0,0.5,85.0,0.5,2064,12,67,6,n228-2
85.0,3.0,85.0,3.0,2064,72,75,2,n224-2
85.5,0.5,85.5,0.5,2076,12,63,6,n229-2
85.5,0.5,85.5,0.5,2076,12,79,1,n221-2
86.0,0.5,86.0,0.5,2088,12,65,6,n230-2
86.0,0.5,86.0,0.5,2088,12,80,1,n222-2
86.5,0.5,86.5,0.5,2100,12,68,6,n231-2
86.5,0.5,86.5,0.5,2100,12,84,1,n223-2
87.0,0.5,87.0,0.5,2112,12,67,6,n240-2
87.0,1.5,87.0,1.5,2112,36,82,1,n232-2
87.5,0.5,87.5,0.5,2124,12,66,6,n241-2
88.0,0.5,88.0,0.5,2136,12,67,6,n242-2
88.0,1.5,88.0,1.5,2136,36,75,2,n237-2
88.5,0.5,88.5,0.5,2148,12,63,6,n243-2
88.5,0.5,88.5,0.5,2148,12,79,1,n233-2
89.0,0.5,89.0,0.5,2160,12,60,6,n244-2
89.0,0.5,89.0,0.5,2160,12,80,1,n234-2
89.5,0.5,89.5,0.5,2172,12,62,6,n245-2
89.5,0.5,89.5,0.5,2172,12,70,2,n238-2
89.5,0.5,89.5,0.5,2172,12,77,1,n235-2
90.0,0.5,90.0,0.5,2184,12,63,6,n255-2
90.0,0.5,90.0,0.5,2184,12,67,2,n250-2
90.0,0.5,90.0,0.5,2184,12,79,1,n246-2
90.5,0.5,90.5,0.5,2196,12,60,6,n256-2
90.5,0.5,90.5,0.5,2196,12,67,2,n251-2
90.5,0.5,90.5,0.5,2196,12,75,1,n247-2
91.0,0.5,91.0,0.5,2208,12,56,6,n257-2
91.0,1.0,91.0,1.0,2208,24,72,2,n252-2
91.0,1.5,91.0,1.5,2208,36,77,1,n248-2
91.5,0.5,91.5,0.5,2220,12,53,6,n258-2
92.0,1.0,92.0,1.0,2232,24,58,8,n261-2
92.0,0.5,92.0,0.5,2232,12,58,6,n259-2
92.0,1.0,92.0,1.0,2232,24,68,2,n253-2
92.5,0.5,92.5,0.5,2244,12,46,6,n260-2
92.5,0.5,92.5,0.5,2244,12,74,1,n249-2
93.0,1.0,93.0,1.0,2256,24,51,6,n284-1
93.0,1.0,93.0,1.0,2256,24,68,2,n280-1
93.0,1.0,93.0,1.0,2256,24,77,1,n277-1
94.0,0.5,94.0,0.5,2280,12,39,6,n285-1
94.0,0.5,94.0,0.5,2280,12,67,2,n281-1
94.0,0.5,94.0,0.5,2280,12,75,1,n278-1
95.0,1.0,95.0,1.0,2304,24,39,6,n291-1
95.0,1.0,95.0,1.0,2304,24,46,6,n292-1
95.0,1.0,95.0,1.0,2304,24,51,6,n293-1
95.0,1.0,95.0,1.0,2304,24,55,1,n287-1
95.0,1.0,95.0,1.0,2304,24,63,1,n288-1
95.0,1.0,95.0,1.0,2304,24,67,1,n289-1
96.0,2.0,96.0,2.0,2328,48,53,6,n301-1
96.0,2.0,96.0,2.0,2328,48,58,6,n302-1
96.0,2.0,96.0,2.0,2328,48,65,6,n303-1
96.0,2.0,96.0,2.0,2328,48,68,1,n294-1
96.0,2.0,96.0,2.0,2328,48,74,1,n295-1
96.0,2.0,96.0,2.0,2328,48,80,1,n296-1
98.0,1.0,98.0,1.0,2376,24,41,6,n304-1
98.0,1.0,98.0,1.0,2376,24,46,6,n305-1
98.0,1.0,98.0,1.0,2376,24,53,6,n306-1
98.0,1.0,98.0,1.0,2376,24,56,1,n297-1
98.0,1.0,98.0,1.0,2376,24,62,1,n298-1
98.0,1.0,98.0,1.0,2376,24,68,1,n299-1
99.0,2.0,99.0,2.0,2400,48,55,6,n313-1
99.0,2.0,99.0,2.0,2400,48,63,6,n314-1
99.0,2.0,99.0,2.0,2400,48,67,6,n315-1
99.0,2.0,99.0,2.0,2400,48,70,1,n307-1
99.0,2.0,99.0,2.0,2400,48,75,1,n308-1
99.0,2.0,99.0,2.0,2400,48,82,1,n309-1
101.0,1.0,101.0,1.0,2448,24,55,6,n316-1
101.0,1.0,101.0,1.0,2448,24,58,6,n317-1
101.0,1.0,101.0,1.0,2448,24,63,1,n310-1
101.0,1.0,101.0,1.0,2448,24,70,1,n311-1
102.0,1.5,102.0,1.5,2472,36,56,6,n327-1
102.0,1.5,102.0,1.5,2472,36,60,6,n328-1
102.0,1.5,102.0,1.5,2472,36,63,1,n318-1
102.0,1.5,102.0,1.5,2472,36,72,1,n319-1
103.5,0.5,103.5,0.5,2508,12,55,6,n329-1
