onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id
11.75,0.25,11.75,0.25,5640,120,70,1,n74-1
12.0,0.25,12.0,0.25,5760,120,57,5,n104-1
12.0,0.25,12.0,0.25,5760,120,77,1,n91-1
12.25,0.25,12.25,0.25,5880,120,65,5,n105-1
12.25,0.5,12.25,0.5,5880,240,75,1,n92-1
12.5,0.25,12.5,0.25,6000,120,60,5,n106-1
12.75,0.25,12.75,0.25,6120,120,65,5,n107-1
12.75,0.25,12.75,0.25,6120,120,72,1,n93-1
13.0,0.25,13.0,0.25,6240,120,58,5,n108-1
13.0,0.25,13.0,0.25,6240,120,75,1,n94-1
13.25,0.25,13.25,0.25,6360,120,65,5,n109-1
13.25,0.5,13.25,0.5,6360,240,74,1,n95-1
13.5,0.25,13.5,0.25,6480,120,62,5,n110-1
13.75,0.25,13.75,0.25,6600,120,65,5,n111-1
13.75,0.25,13.75,0.25,6600,120,70,1,n96-1
14.0,0.25,14.0,0.25,6720,120,53,5,n112-1
14.0,0.75,14.0,0.75,6720,360,74,1,n97-1
14.25,0.25,14.25,0.25,6840,120,62,5,n113-1
14.5,0.25,14.5,0.25,6960,120,58,5,n114-1
14.75,0.25,14.75,0.25,7080,120,62,5,n115-1
14.75,0.125,14.75,0.125,7080,60,75,1,n98-1
14.875,0.125,14.875,0.125,7140,60,74,1,n99-1
15.0,0.5,15.0,0.5,7200,240,53,5,n116-1
15.0,0.5,15.0,0.5,7200,240,57,5,n117-1
15.0,0.5,15.0,0.5,7200,240,60,5,n118-1
15.0,0.25,15.0,0.25,7200,120,72,1,n100-1
15.25,0.25,15.25,0.25,7320,120,77,1,n101-1
15.5,0.25,15.5,0.25,7440,120,75,1,n102-1
15.75,0.25,15.75,0.25,7560,120,72,1,n103-1
16.0,0.25,16.0,0.25,7680,120,58,5,n136-1
16.0,0.75,16.0,0.75,7680,360,70,1,n120-1
16.25,0.25,16.25,0.25,7800,120,65,5,n137-1
16.5,0.25,16.5,0.25,7920,120,61,5,n138-1
16.75,0.25,16.75,0.25,8040,120,65,5,n139-1
16.75,0.0,16.75,0.0,8040,0,69,1,n123-1
16.75,0.0,16.75,0.0,8040,0,70,1,n124-1
16.75,0.0,16.75,0.0,8040,0,70,1,n122-1
16.75,0.25,16.75,0.25,8040,120,72,1,n125-1
16.75,0.0,16.75,0.0,8040,0,72,1,n121-1
17.0,0.25,17.0,0.25,8160,120,58,5,n140-1
17.0,0.75,17.0,0.75,8160,360,73,1,n126-1
17.25,0.25,17.25,0.25,8280,120,65,5,n141-1
17.5,0.25,17.5,0.25,8400,120,61,5,n142-1
17.75,0.25,17.75,0.25,8520,120,65,5,n143-1
17.75,0.0,17.75,0.0,8520,0,72,1,n129-1
17.75,0.0,17.75,0.0,8520,0,73,1,n130-1
17.75,0.0,17.75,0.0,8520,0,73,1,n128-1
17.75,0.25,17.75,0.25,8520,120,75,1,n131-1
17.75,0.0,17.75,0.0,8520,0,75,1,n127-1
18.0,0.25,18.0,0.25,8640,120,56,5,n144-1
18.0,0.75,18.0,0.75,8640,360,76,1,n132-1
18.25,0.25,18.25,0.25,8760,120,65,5,n145-1
18.5,0.25,18.5,0.25,8880,120,60,5,n146-1
18.75,0.25,18.75,0.25,9000,120,65,5,n147-1
18.75,0.25,18.75,0.25,9000,120,77,1,n133-1
19.0,0.25,19.0,0.25,9120,120,56,5,n148-1
19.0,0.5,19.0,0.5,9120,240,72,1,n134-1
19.25,0.25,19.25,0.25,9240,120,65,5,n149-1
19.5,0.25,19.5,0.25,9360,120,60,5,n150-1
19.75,0.25,19.75,0.25,9480,120,65,5,n151-1
20.0,0.25,20.0,0.25,9600,120,54,5,n168-1
20.0,0.75,20.0,0.75,9600,360,75,1,n152-1
20.25,0.25,20.25,0.25,9720,120,63,5,n169-1
20.5,0.25,20.5,0.25,9840,120,58,5,n170-1
20.75,0.25,20.75,0.25,9960,120,63,5,n171-1
20.75,0.0,20.75,0.0,9960,0,74,1,n155-1
20.75,0.0,20.75,0.0,9960,0,75,1,n156-1
20.75,0.0,20.75,0.0,9960,0,75,1,n154-1
20.75,0.0,20.75,0.0,9960,0,77,1,n153-1
20.75,0.25,20.75,0.25,9960,120,77,1,n157-1
21.0,0.25,21.0,0.25,10080,120,51,5,n172-1
21.0,0.75,21.0,0.75,10080,360,78,1,n158-1
21.25,0.25,21.25,0.25,10200,120,58,5,n173-1
21.5,0.25,21.5,0.25,10320,120,54,5,n174-1
21.75,0.25,21.75,0.25,10440,120,58,5,n175-1
21.75,0.0,21.75,0.0,10440,0,77,1,n161-1
21.75,0.0,21.75,0.0,10440,0,78,1,n162-1
21.75,0.0,21.75,0.0,10440,0,78,1,n160-1
21.75,0.25,21.75,0.25,10440,120,80,1,n163-1
21.75,0.0,21.75,0.0,10440,0,80,1,n159-1
22.0,0.25,22.0,0.25,10560,120,50,5,n176-1
22.0,0.75,22.0,0.75,10560,360,81,1,n164-1
22.25,0.25,22.25,0.25,10680,120,58,5,n177-1
22.5,0.25,22.5,0.25,10800,120,53,5,n178-1
22.75,0.25,22.75,0.25,10920,120,58,5,n179-1
22.75,0.25,22.75,0.25,10920,120,82,1,n165-1
23.0,0.25,23.0,0.25,11040,120,49,5,n180-1
23.0,0.5,23.0,0.5,11040,240,77,1,n166-1
23.25,0.25,23.25,0.25,11160,120,58,5,n181-1
23.5,0.25,23.5,0.25,11280,120,53,5,n182-1
23.75,0.25,23.75,0.25,11400,120,58,5,n183-1
24.0,0.25,24.0,0.25,11520,120,48,6,n200-1
24.0,0.0,24.0,0.0,11520,0,76,1,n184-1
24.0,1.0,24.0,1.0,11520,480,85,1,n185-1
24.25,0.25,24.25,0.25,11640,120,58,6,n201-1
24.5,0.25,24.5,0.25,11760,120,55,6,n202-1
24.75,0.25,24.75,0.25,11880,120,58,6,n203-1
25.0,0.25,25.0,0.25,12000,120,48,6,n204-1
25.0,0.25,25.0,0.25,12000,120,85,1,n186-1
25.25,0.25,25.25,0.25,12120,120,58,6,n205-1
25.25,0.25,25.25,0.25,12120,120,82,1,n188-1
25.25,0.0,25.25,0.0,12120,0,84,1,n187-1
25.5,0.25,25.5,0.25,12240,120,55,6,n206-1
25.5,0.25,25.5,0.25,12240,120,79,1,n190-1
25.5,0.0,25.5,0.0,12240,0,80,1,n189-1
25.75,0.25,25.75,0.25,12360,120,58,6,n207-1
25.75,0.25,25.75,0.25,12360,120,76,1,n192-1
25.75,0.0,25.75,0.0,12360,0,77,1,n191-1
26.0,0.25,26.0,0.25,12480,120,49,6,n208-1
26.0,0.5,26.0,0.5,12480,240,79,1,n193-1
26.25,0.25,26.25,0.25,12600,120,56,6,n209-1
26.5,0.25,26.5,0.25,12720,120,53,6,n210-1
26.5,0.75,26.5,0.75,12720,360,77,1,n194-1
26.75,0.25,26.75,0.25,12840,120,56,6,n211-1
27.0,0.25,27.0,0.25,12960,120,46,6,n212-1
27.25,0.25,27.25,0.25,13080,120,55,6,n213-1
27.25,0.5,27.25,0.5,13080,240,75,1,n196-1
27.5,0.25,27.5,0.25,13200,120,49,6,n214-1
27.75,0.25,27.75,0.25,13320,120,55,6,n215-1
27.75,0.25,27.75,0.25,13320,120,73,1,n197-1
28.0,0.25,28.0,0.25,13440,120,48,6,n233-1
28.0,0.75,28.0,0.75,13440,360,72,1,n218-1
28.25,0.25,28.25,0.25,13560,120,56,6,n234-1
28.5,0.25,28.5,0.25,13680,120,53,6,n235-1
28.75,0.25,28.75,0.25,13800,120,56,6,n236-1
28.75,0.0,28.75,0.0,13800,0,70,1,n221-1
28.75,0.0,28.75,0.0,13800,0,72,1,n222-1
28.75,0.0,28.75,0.0,13800,0,72,1,n220-1
28.75,0.25,28.75,0.25,13800,120,73,1,n223-1
28.75,0.0,28.75,0.0,13800,0,73,1,n219-1
29.0,0.25,29.0,0.25,13920,120,48,6,n237-1
29.0,0.5,29.0,0.5,13920,240,65,1,n224-1
29.0,0.5,29.0,0.5,13920,240,65,5,n230-1
29.25,0.25,29.25,0.25,14040,120,58,6,n238-1
29.5,0.25,29.5,0.25,14160,120,55,6,n239-1
29.5,0.5,29.5,0.5,14160,240,64,5,n231-1
29.5,0.25,29.5,0.25,14160,120,68,1,n225-1
29.75,0.25,29.75,0.25,14280,120,58,6,n240-1
29.75,0.25,29.75,0.25,14280,120,67,1,n226-1
30.0,0.5,30.0,0.5,14400,240,53,7,n250-1
30.0,0.25,30.0,0.25,14400,120,57,6,n241-1
30.0,1.0,30.0,1.0,14400,480,65,1,n227-1
30.25,0.25,30.25,0.25,14520,120,60,6,n242-1
30.5,0.25,30.5,0.25,14640,120,60,6,n243-1
30.75,0.25,30.75,0.25,14760,120,60,6,n244-1
31.0,0.5,31.0,0.5,14880,240,53,7,n252-1
31.0,0.25,31.0,0.25,14880,120,57,6,n245-1
31.25,0.25,31.25,0.25,15000,120,60,6,n246-1
31.5,0.5,31.5,0.5,15120,240,55,7,n253-1
31.5,0.25,31.5,0.25,15120,120,58,6,n247-1
31.75,0.25,31.75,0.25,15240,120,60,6,n248-1
32.0,0.5,32.0,0.5,15360,240,52,6,n278-1
32.0,0.25,32.0,0.25,15360,120,55,5,n262-1
32.0,0.5,32.0,0.5,15360,240,70,1,n254-1
32.25,0.25,32.25,0.25,15480,120,60,5,n263-1
32.5,0.25,32.5,0.25,15600,120,60,5,n264-1
32.75,0.25,32.75,0.25,15720,120,60,5,n265-1
33.0,0.5,33.0,0.5,15840,240,48,6,n280-1
33.0,0.25,33.0,0.25,15840,120,52,5,n266-1
33.0,0.5,33.0,0.5,15840,240,67,1,n256-1
33.25,0.25,33.25,0.25,15960,120,60,5,n267-1
33.5,0.5,33.5,0.5,16080,240,55,6,n281-1
33.5,0.25,33.5,0.25,16080,120,58,5,n268-1
33.5,0.5,33.5,0.5,16080,240,64,1,n257-1
33.75,0.25,33.75,0.25,16200,120,60,5,n269-1
34.0,0.5,34.0,0.5,16320,240,53,6,n282-1
34.0,0.25,34.0,0.25,16320,120,57,5,n270-1
34.0,0.375,34.0,0.375,16320,180,72,1,n258-1
34.25,0.25,34.25,0.25,16440,120,60,5,n271-1
34.375,0.125,34.375,0.125,16500,60,69,1,n259-1
34.5,0.25,34.5,0.25,16560,120,60,5,n272-1
34.5,0.5,34.5,0.5,16560,240,72,1,n260-1
34.75,0.25,34.75,0.25,16680,120,60,5,n273-1
35.0,0.5,35.0,0.5,16800,240,53,6,n284-1
35.0,0.25,35.0,0.25,16800,120,57,5,n274-1
35.25,0.25,35.25,0.25,16920,120,60,5,n275-1
35.5,0.5,35.5,0.5,17040,240,55,6,n285-1
35.5,0.25,35.5,0.25,17040,120,58,5,n276-1
35.75,0.25,35.75,0.25,17160,120,60,5,n277-1
36.0,0.5,36.0,0.5,17280,240,52,6,n312-1
36.0,0.25,36.0,0.25,17280,120,55,5,n301-1
36.0,0.5,36.0,0.5,17280,240,70,1,n286-1
36.25,0.25,36.25,0.25,17400,120,60,5,n302-1
36.5,0.25,36.5,0.25,17520,120,60,5,n303-1
36.75,0.25,36.75,0.25,17640,120,60,5,n304-1
37.0,0.5,37.0,0.5,17760,240,48,6,n314-1
37.0,0.25,37.0,0.25,17760,120,52,5,n305-1
37.0,0.5,37.0,0.5,17760,240,67,1,n288-1
37.25,0.25,37.25,0.25,17880,120,60,5,n306-1
37.5,0.5,37.5,0.5,18000,240,55,6,n315-1
37.5,0.25,37.5,0.25,18000,120,58,5,n307-1
37.5,0.5,37.5,0.5,18000,240,64,1,n289-1
37.75,0.25,37.75,0.25,18120,120,60,5,n308-1
38.0,0.5,38.0,0.5,18240,240,53,6,n316-1
38.0,0.5,38.0,0.5,18240,240,57,5,n309-1
38.0,0.375,38.0,0.375,18240,180,72,1,n290-1
38.375,0.125,38.375,0.125,18420,60,69,1,n291-1
38.5,0.5,38.5,0.5,18480,240,72,1,n292-1
39.0,0.25,39.0,0.25,18720,120,77,1,n293-1
39.0,0.25,39.0,0.25,18720,120,81,1,n294-1
39.25,0.25,39.25,0.25,18840,120,76,1,n295-1
39.25,0.25,39.25,0.25,18840,120,79,1,n296-1
39.5,0.25,39.5,0.25,18960,120,74,1,n297-1
39.5,0.25,39.5,0.25,18960,120,77,1,n298-1
39.75,0.25,39.75,0.25,19080,120,73,1,n299-1
39.75,0.25,39.75,0.25,19080,120,76,1,n300-1
40.0,0.25,40.0,0.25,19200,120,74,1,n319-1
40.0,0.25,40.0,0.25,19200,120,77,1,n320-1
40.25,0.25,40.25,0.25,19320,120,72,1,n321-1
40.25,0.25,40.25,0.25,19320,120,76,1,n322-1
40.5,0.25,40.5,0.25,19440,120,70,1,n323-1
40.5,0.25,40.5,0.25,19440,120,74,1,n324-1
40.75,0.25,40.75,0.25,19560,120,69,1,n325-1
40.75,0.25,40.75,0.25,19560,120,73,1,n326-1
41.0,0.25,41.0,0.25,19680,120,70,1,n327-1
41.0,0.25,41.0,0.25,19680,120,74,1,n328-1
41.25,0.25,41.25,0.25,19800,120,69,1,n329-1
41.25,0.25,41.25,0.25,19800,120,72,1,n330-1
41.5,0.25,41.5,0.25,19920,120,67,1,n331-1
41.5,0.25,41.5,0.25,19920,120,70,1,n332-1
41.75,0.25,41.75,0.25,20040,120,66,1,n333-1
41.75,0.25,41.75,0.25,20040,120,69,1,n334-1
42.0,1.0,42.0,1.0,20160,480,50,6,n347-1
42.0,1.0,42.0,1.0,20160,480,54,6,n348-1
42.0,1.0,42.0,1.0,20160,480,57,6,n349-1
42.0,1.0,42.0,1.0,20160,480,60,6,n350-1
42.0,1.25,42.0,1.25,20160,600,62,1,n335-1
42.0,1.25,42.0,1.25,20160,600,66,1,n336-1
42.0,1.1666666,42.0,1.1666666,20160,560,69,1,n337-1
43.0,1.0,43.0,1.0,20640,480,55,7,n355-1
43.0,0.5,43.0,0.5,20640,240,58,6,n351-1
43.0,0.25,43.0,0.25,20640,120,67,1,n339-1
43.0,0.25,43.0,0.25,20640,120,70,1,n340-1
43.25,0.25,43.25,0.25,20760,120,70,1,n341-1
43.5,0.5,43.5,0.5,20880,240,64,6,n352-1
43.5,0.25,43.5,0.25,20880,120,72,1,n342-1
43.75,0.25,43.75,0.25,21000,120,74,1,n343-1
44.0,0.5,44.0,0.5,21120,240,57,7,n384-1
44.0,0.5,44.0,0.5,21120,240,65,6,n372-1
44.0,0.16666667,44.0,0.16666667,21120,80,72,1,n356-1
44.166668,0.16666667,44.166668,0.16666667,21200,80,70,1,n357-1
44.5,0.5,44.5,0.5,21360,240,58,7,n385-1
44.5,0.5,44.5,0.5,21360,240,62,6,n373-1
44.5,0.16666667,44.5,0.16666667,21360,80,67,1,n359-1
44.666668,0.16666667,44.666668,0.16666667,21440,80,70,1,n360-1
44.833332,0.16666667,44.833332,0.16666667,21520,80,74,1,n361-1
45.0,1.0,45.0,1.0,21600,480,48,7,n386-1
45.0,0.5,45.0,0.5,21600,240,57,6,n374-1
45.0,0.5,45.0,0.5,21600,240,65,1,n362-1
45.5,0.5,45.5,0.5,21840,240,58,6,n375-1
45.5,0.5,45.5,0.5,21840,240,64,1,n363-1
45.5,0.5,45.5,0.5,21840,240,67,1,n364-1
46.0,0.5,46.0,0.5,22080,240,53,7,n387-1
46.0,0.25,46.0,0.25,22080,120,57,6,n376-1
46.0,0.5,46.0,0.5,22080,240,64,5,n370-1
46.0,0.375,46.0,0.375,22080,180,67,1,n365-1
46.25,0.25,46.25,0.25,22200,120,60,6,n377-1
46.375,0.125,46.375,0.125,22260,60,68,1,n366-1
46.5,0.25,46.5,0.25,22320,120,60,6,n378-1
46.5,0.5,46.5,0.5,22320,240,65,5,n371-1
46.5,0.5,46.5,0.5,22320,240,69,1,n367-1
46.75,0.25,46.75,0.25,22440,120,60,6,n379-1
47.0,0.5,47.0,0.5,22560,240,53,7,n389-1
47.0,0.25,47.0,0.25,22560,120,57,6,n380-1
47.25,0.25,47.25,0.25,22680,120,60,6,n381-1
47.5,0.5,47.5,0.5,22800,240,55,7,n390-1
47.5,0.25,47.5,0.25,22800,120,58,6,n382-1
47.75,0.25,47.75,0.25,22920,120,60,6,n383-1
48.0,0.5,48.0,0.5,23040,240,52,6,n415-1
48.0,0.25,48.0,0.25,23040,120,55,5,n399-1
48.0,0.5,48.0,0.5,23040,240,70,1,n391-1
48.25,0.25,48.25,0.25,23160,120,60,5,n400-1
48.5,0.25,48.5,0.25,23280,120,60,5,n401-1
48.75,0.25,48.75,0.25,23400,120,60,5,n402-1
49.0,0.5,49.0,0.5,23520,240,48,6,n417-1
49.0,0.25,49.0,0.25,23520,120,52,5,n403-1
49.0,0.5,49.0,0.5,23520,240,67,1,n393-1
49.25,0.25,49.25,0.25,23640,120,60,5,n404-1
49.5,0.5,49.5,0.5,23760,240,55,6,n418-1
49.5,0.25,49.5,0.25,23760,120,58,5,n405-1
49.5,0.5,49.5,0.5,23760,240,64,1,n394-1
49.75,0.25,49.75,0.25,23880,120,60,5,n406-1
50.0,0.5,50.0,0.5,24000,240,53,6,n419-1
50.0,0.25,50.0,0.25,24000,120,57,5,n407-1
50.0,0.375,50.0,0.375,24000,180,72,1,n395-1
50.25,0.25,50.25,0.25,24120,120,60,5,n408-1
50.375,0.125,50.375,0.125,24180,60,69,1,n396-1
50.5,0.25,50.5,0.25,24240,120,60,5,n409-1
50.5,0.5,50.5,0.5,24240,240,72,1,n397-1
50.75,0.25,50.75,0.25,24360,120,60,5,n410-1
51.0,0.5,51.0,0.5,24480,240,53,6,n421-1
51.0,0.25,51.0,0.25,24480,120,57,5,n411-1
51.25,0.25,51.25,0.25,24600,120,60,5,n412-1
51.5,0.5,51.5,0.5,24720,240,55,6,n422-1
51.5,0.25,51.5,0.25,24720,120,58,5,n413-1
51.75,0.25,51.75,0.25,24840,120,60,5,n414-1
52.0,0.5,52.0,0.5,24960,240,52,6,n449-1
52.0,0.25,52.0,0.25,24960,120,55,5,n438-1
52.0,0.5,52.0,0.5,24960,240,70,1,n423-1
52.25,0.25,52.25,0.25,25080,120,60,5,n439-1
52.5,0.25,52.5,0.25,25200,120,60,5,n440-1
52.75,0.25,52.75,0.25,25320,120,60,5,n441-1
53.0,0.5,53.0,0.5,25440,240,48,6,n451-1
53.0,0.25,53.0,0.25,25440,120,52,5,n442-1
53.0,0.5,53.0,0.5,25440,240,67,1,n425-1
53.25,0.25,53.25,0.25,25560,120,60,5,n443-1
53.5,0.5,53.5,0.5,25680,240,55,6,n452-1
53.5,0.25,53.5,0.25,25680,120,58,5,n444-1
53.5,0.5,53.5,0.5,25680,240,64,1,n426-1
53.75,0.25,53.75,0.25,25800,120,60,5,n445-1
54.0,0.5,54.0,0.5,25920,240,53,6,n453-1
54.0,0.5,54.0,0.5,25920,240,57,5,n446-1
54.0,0.375,54.0,0.375,25920,180,72,1,n427-1
54.375,0.125,54.375,0.125,26100,60,77,1,n428-1
54.5,0.5,54.5,0.5,26160,240,72,1,n429-1
55.0,0.25,55.0,0.25,26400,120,77,1,n430-1
55.0,0.25,55.0,0.25,26400,120,81,1,n431-1
55.25,0.25,55.25,0.25,26520,120,76,1,n432-1
55.25,0.25,55.25,0.25,26520,120,79,1,n433-1
55.5,0.25,55.5,0.25,26640,120,74,1,n434-1
55.5,0.25,55.5,0.25,26640,120,77,1,n435-1
55.75,0.25,55.75,0.25,26760,120,73,1,n436-1
55.75,0.25,55.75,0.25,26760,120,76,1,n437-1
56.0,0.25,56.0,0.25,26880,120,74,1,n456-1
56.0,0.25,56.0,0.25,26880,120,77,1,n457-1
56.25,0.25,56.25,0.25,27000,120,72,1,n458-1
56.25,0.25,56.25,0.25,27000,120,76,1,n459-1
56.5,0.25,56.5,0.25,27120,120,70,1,n460-1
56.5,0.25,56.5,0.25,27120,120,74,1,n461-1
56.75,0.25,56.75,0.25,27240,120,69,1,n462-1
56.75,0.25,56.75,0.25,27240,120,73,1,n463-1
57.0,0.25,57.0,0.25,27360,120,70,1,n464-1
57.0,0.25,57.0,0.25,27360,120,74,1,n465-1
57.25,0.25,57.25,0.25,27480,120,69,1,n466-1
57.25,0.25,57.25,0.25,27480,120,72,1,n467-1
57.5,0.25,57.5,0.25,27600,120,67,1,n468-1
57.5,0.25,57.5,0.25,27600,120,70,1,n469-1
57.75,0.25,57.75,0.25,27720,120,69,1,n471-1
58.0,1.0,58.0,1.0,27840,480,50,5,n482-1
58.0,1.0,58.0,1.0,27840,480,54,5,n483-1
58.0,1.0,58.0,1.0,27840,480,57,5,n484-1
58.0,1.0,58.0,1.0,27840,480,60,5,n485-1
58.0,1.25,58.0,1.25,27840,600,62,1,n472-1
58.0,1.0625,58.0,1.0625,27840,510,66,1,n473-1
58.0,1.1666666,58.0,1.1666666,27840,560,69,1,n474-1
59.0,1.0,59.0,1.0,28320,480,55,6,n490-1
59.0,0.5,59.0,0.5,28320,240,58,5,n486-1
59.0,0.25,59.0,0.25,28320,120,67,1,n476-1
59.0,0.25,59.0,0.25,28320,120,70,1,n477-1
59.25,0.25,59.25,0.25,28440,120,70,1,n478-1
59.5,0.5,59.5,0.5,28560,240,64,5,n487-1
59.5,0.25,59.5,0.25,28560,120,72,1,n479-1
59.75,0.25,59.75,0.25,28680,120,74,1,n480-1
60.0,0.5,60.0,0.5,28800,240,57,6,n525-1
60.0,0.5,60.0,0.5,28800,240,65,5,n513-1
60.0,0.16666667,60.0,0.16666667,28800,80,72,1,n491-1
60.166668,0.16666667,60.166668,0.16666667,28880,80,77,1,n492-1
60.5,0.5,60.5,0.5,29040,240,58,6,n526-1
60.5,0.5,60.5,0.5,29040,240,62,5,n514-1
60.5,0.16666667,60.5,0.16666667,29040,80,67,1,n494-1
60.666668,0.16666667,60.666668,0.16666667,29120,80,70,1,n495-1
60.833332,0.16666667,60.833332,0.16666667,29200,80,74,1,n496-1
61.0,1.0,61.0,1.0,29280,480,48,6,n527-1
61.0,0.5,61.0,0.5,29280,240,57,5,n515-1
61.0,0.5,61.0,0.5,29280,240,65,1,n497-1
61.5,0.5,61.5,0.5,29520,240,55,5,n516-1
61.5,0.5,61.5,0.5,29520,240,64,1,n498-1
62.0,0.0,62.0,0.0,29760,0,69,1,n499-1
62.0,0.6875,62.0,0.6875,29760,330,81,1,n500-1
62.25,0.25,62.25,0.25,29880,120,53,5,n518-1
62.5,0.25,62.5,0.25,30000,120,57,5,n519-1
62.6875,0.0625,62.6875,0.0625,30090,30,77,1,n502-1
62.75,0.25,62.75,0.25,30120,120,62,5,n520-1
62.75,0.125,62.75,0.125,30120,60,77,1,n503-1
