idx,matchtype,partid,ppartid
453,0,n2537-1,n2351
454,0,n2541-1,n2358
455,0,n2557-1,n2364
456,0,n2561-1,n2371
457,0,n2565-1,n2378
458,0,n2569-1,n2383
459,0,n2574-1,n2392
460,0,n2579-1,n2398
461,0,n2596-1,n2406
462,0,n2600-1,n2408
463,0,n2604-1,n2415
464,0,n2608-1,n2422
465,0,n2612-1,n2426
466,0,n2616-1,n2433
467,0,n2632-1,n2439
468,0,n2636-1,n2445
469,0,n2640-1,n2451
470,0,n2644-1,n2458
471,0,n2648-1,n2466
472,0,n2652-1,n2469
473,0,n2669-1,n2478
474,0,n2674-1,n2485
475,0,n2678-1,n2491
476,0,n2682-1,n2499
477,0,n2698-1,n2504
478,0,n2702-1,n2512
479,0,n2706-1,n2518
480,0,n2710-1,n2524
481,0,n2714-1,n2531
482,0,n2718-1,n2534
483,0,n2734-1,n2542
484,0,n2738-1,n2548
485,0,n2742-1,n2554
486,0,n2746-1,n2558
487,0,n2750-1,n2565
488,0,n2754-1,n2570
489,0,n2770-1,n2576
490,0,n2774-1,n2583
491,0,n2778-1,n2588
492,0,n2781-1,n2594
493,0,n2785-1,n2600
494,0,n2789-1,n2606
495,0,n2798-1,n2612
496,0,n3092-1,n2842
497,0,n3130-1,n2881
498,0,n3166-1,n2916
499,0,n3548-1,n3294
500,0,n3574-1,n3306
501,0,n3576-1,n3310
502,0,n3579-1,n3313
503,0,n3583-1,n3321
504,0,n3658-1,n3395
505,0,n3674-1,n3398
506,0,n3675-1,n3402
507,0,n3677-1,n3408
508,0,n3698-1,n3423
509,0,n3701-1,n3428
510,0,n3704-1,n3433
511,0,n3707-1,n3439
512,0,n3727-1,n3452
513,0,n3730-1,n3457
514,0,n3733-1,n3463
515,0,n3736-1,n3468
516,0,n3748-1,n3479
517,0,n3753-1,n3485
518,0,n3762-1,n3490
519,0,n3772-1,n3498
520,0,n3787-1,n3510
521,0,n3837-1,n3556
522,0,n3873-1,n3585
523,0,n3877-1,n3593
524,0,n3878-1,n3596
525,0,n3893-1,n3600
526,0,n3894-1,n3602
527,0,n3915-1,n3620
528,0,n3944-1,n3633
529,0,n3973-1,n3684
530,0,n3991-1,n3695
531,0,n4018-1,n3716
532,0,n4022-1,n3723
533,0,n4023-1,n3728
534,0,n4040-1,n3731
535,0,n4041-1,n3736
536,0,n4105-1,n3792
537,0,n4106-1,n3798
538,0,n4110-1,n3803
539,0,n4114-1,n3811
540,0,n4118-1,n3816
541,0,n4122-1,n3823
542,0,n4138-1,n3829
543,0,n4142-1,n3835
544,0,n4146-1,n3839
545,0,n4150-1,n3847
546,0,n4154-1,n3852
547,0,n4158-1,n3860
548,0,n4170-1,n3866
549,0,n4185-1,n3875
550,0,n333-1,n313
551,0,n347-1,n320
552,0,n2005-1,n1824
553,0,n2184-1,n1997
554,0,n2273-1,n2089
555,0,n2438-1,n2246
556,0,n3488-1,n3229
557,0,n3492-1,n3235
558,0,n3795-1,n3523
559,0,n24-1,n19
560,0,n26-1,n23
561,0,n28-1,n27
562,0,n41-1,n30
563,0,n43-1,n33
564,0,n45-1,n37
565,0,n189-1,n170
566,0,n194-1,n184
567,0,n321-1,n299
568,0,n343-1,n316
569,0,n346-1,n318
570,0,n357-1,n332
571,0,n359-1,n334
572,0,n375-1,n348
573,0,n560-1,n534
574,0,n565-1,n539
575,0,n570-1,n546
576,0,n635-1,n609
577,0,n639-1,n614
578,0,n701-1,n674
579,0,n706-1,n681
580,0,n711-1,n688
581,0,n776-1,n743
582,0,n779-1,n750
583,0,n845-1,n788
584,0,n1062-1,n982
585,0,n1080-1,n995
586,0,n1099-1,n1014
587,0,n1118-1,n1034
588,0,n1137-1,n1052
589,0,n1156-1,n1064
590,0,n1159-1,n1072
591,0,n1162-1,n1077
592,0,n1165-1,n1082
593,0,n1168-1,n1088
594,0,n1218-1,n1124
595,0,n1221-1,n1129
596,0,n1224-1,n1136
597,0,n1227-1,n1139
598,0,n1230-1,n1146
599,0,n1245-1,n1153
600,0,n1248-1,n1156
601,0,n1251-1,n1160
602,0,n1254-1,n1162
603,0,n1257-1,n1170
604,0,n1260-1,n1174
605,0,n1300-1,n1198
606,0,n1338-1,n1232
607,0,n1404-1,n1299
608,0,n1496-1,n1384
609,0,n1542-1,n1418
610,0,n1546-1,n1428
611,0,n1576-1,n1459
612,0,n1634-1,n1518
613,0,n1651-1,n1524
614,0,n1654-1,n1535
615,0,n1672-1,n1539
616,0,n1675-1,n1543
617,0,n1678-1,n1548
618,0,n1681-1,n1555
619,0,n1684-1,n1562
620,0,n1702-1,n1567
621,0,n1705-1,n1572
622,0,n1708-1,n1579
623,0,n1711-1,n1584
624,0,n1714-1,n1596
625,0,n1724-1,n1603
626,0,n1729-1,n1609
627,0,n1753-1,n1616
628,0,n2159-1,n1975
629,0,n2287-1,n2093
630,0,n2311-1,n2117
631,0,n2342-1,n2156
632,0,n2344-1,n2160
633,0,n2346-1,n2164
634,0,n2367-1,n2181
635,0,n2392-1,n2204
636,0,n2436-1,n2241
637,0,n2460-1,n2269
638,0,n2464-1,n2277
639,0,n2488-1,n2303
640,0,n2512-1,n2325
641,0,n2570-1,n2386
642,0,n2575-1,n2393
643,0,n2580-1,n2399
644,0,n2645-1,n2460
645,0,n2649-1,n2465
646,0,n2782-1,n2597
647,0,n2786-1,n2601
648,0,n2790-1,n2609
649,0,n2857-1,n2643
650,0,n3107-1,n2862
651,0,n3145-1,n2898
652,0,n3489-1,n3230
653,0,n3491-1,n3234
654,0,n3494-1,n3237
655,0,n3498-1,n3243
656,0,n3543-1,n3288
657,0,n3596-1,n3324
658,0,n3598-1,n3329
659,0,n3640-1,n3384
660,0,n3643-1,n3390
661,0,n3659-1,n3396
662,0,n3681-1,n3418
663,0,n3711-1,n3447
664,0,n3740-1,n3475
665,0,n3777-1,n3504
666,0,n3805-1,n3526
667,0,n3826-1,n3549
668,0,n3900-1,n3611
669,0,n3995-1,n3701
670,0,n4047-1,n3743
671,0,n4050-1,n3746
672,0,n4091-1,n3788
673,0,n812-1,n771
674,0,n1765-1,n1624
675,0,n1821-1,n1669
676,0,n2004-1,n1816
677,0,n2042-1,n1867
678,0,n2077-1,n1895
679,0,n2080-1,n1900
680,0,n2083-1,n1904
681,0,n2086-1,n1908
682,0,n2089-1,n1913
683,0,n2824-1,n2627
684,0,n3813-1,n3536
685,0,n3940-1,n3650
686,0,n318-1,n293
687,0,n329-1,n307
688,0,n332-1,n311
689,0,n348-1,n323
690,0,n371-1,n340
691,0,n386-1,n354
692,0,n505-1,n483
693,0,n521-1,n490
694,0,n524-1,n497
695,0,n528-1,n504
696,0,n532-1,n510
697,0,n548-1,n516
698,0,n552-1,n520
699,0,n556-1,n528
700,0,n587-1,n553
701,0,n591-1,n560
702,0,n595-1,n566
703,0,n599-1,n572
704,0,n603-1,n575
705,0,n607-1,n585
706,0,n623-1,n589
707,0,n627-1,n597
708,0,n631-1,n603
709,0,n646-1,n623
710,0,n660-1,n626
711,0,n665-1,n637
712,0,n669-1,n643
713,0,n673-1,n649
714,0,n689-1,n655
715,0,n693-1,n661
716,0,n697-1,n667
717,0,n728-1,n692
718,0,n732-1,n700
719,0,n736-1,n706
720,0,n740-1,n712
721,0,n744-1,n717
722,0,n748-1,n724
723,0,n767-1,n728
724,0,n770-1,n735
725,0,n773-1,n737
726,0,n1079-1,n992
727,0,n1098-1,n1012
728,0,n1117-1,n1030
729,0,n1136-1,n1049
730,0,n1188-1,n1094
731,0,n1191-1,n1099
732,0,n1194-1,n1106
733,0,n1197-1,n1111
734,0,n1200-1,n1117
735,0,n1550-1,n1435
736,0,n1589-1,n1481
737,0,n1591-1,n1487
738,0,n1616-1,n1494
739,0,n1618-1,n1499
740,0,n1635-1,n1521
741,0,n2038-1,n1861
742,0,n2040-1,n1863
743,0,n2053-1,n1872
744,0,n2054-1,n1874
745,0,n2057-1,n1879
746,0,n2060-1,n1884
747,0,n2063-1,n1886
748,0,n2066-1,n1892
749,0,n2113-1,n1917
750,0,n2143-1,n1959
751,0,n2158-1,n1973
752,0,n2175-1,n1994
753,0,n2183-1,n1995
754,0,n2204-1,n2019
755,0,n2207-1,n2025
756,0,n2221-1,n2035
757,0,n2225-1,n2042
758,0,n2240-1,n2048
759,0,n2242-1,n2052
760,0,n2244-1,n2056
761,0,n2264-1,n2072
762,0,n2266-1,n2076
763,0,n2268-1,n2080
764,0,n2270-1,n2084
765,0,n2272-1,n2088
766,0,n2274-1,n2092
767,0,n2336-1,n2144
768,0,n2338-1,n2148
769,0,n2340-1,n2152
770,0,n2361-1,n2169
771,0,n2363-1,n2173
772,0,n2386-1,n2192
773,0,n2410-1,n2216
774,0,n2416-1,n2225
775,0,n2440-1,n2249
776,0,n2482-1,n2289
777,0,n2508-1,n2318
778,0,n2515-1,n2334
779,0,n2529-1,n2337
780,0,n2531-1,n2342
781,0,n2534-1,n2345
782,0,n2538-1,n2354
783,0,n2542-1,n2361
784,0,n2558-1,n2367
785,0,n2562-1,n2373
786,0,n2566-1,n2379
787,0,n2597-1,n2405
788,0,n2601-1,n2411
789,0,n2605-1,n2416
790,0,n2609-1,n2423
791,0,n2613-1,n2427
792,0,n2617-1,n2436
793,0,n2633-1,n2440
794,0,n2637-1,n2447
795,0,n2641-1,n2452
796,0,n2656-1,n2474
797,0,n2670-1,n2476
798,0,n2672-1,n2481
799,0,n2675-1,n2484
800,0,n2679-1,n2494
801,0,n2683-1,n2498
802,0,n2699-1,n2506
803,0,n2703-1,n2511
804,0,n2707-1,n2519
805,0,n2711-1,n2525
806,0,n2715-1,n2530
807,0,n2719-1,n2536
808,0,n2735-1,n2543
809,0,n2739-1,n2549
810,0,n2743-1,n2555
811,0,n2747-1,n2559
812,0,n2751-1,n2567
813,0,n2755-1,n2571
814,0,n2771-1,n2579
815,0,n2775-1,n2584
816,0,n3088-1,n2841
817,0,n3091-1,n2857
818,0,n3126-1,n2879
819,0,n3129-1,n2895
820,0,n3148-1,n2919
821,0,n3168-1,n2922
822,0,n3171-1,n2928
823,0,n3174-1,n2934
824,0,n3177-1,n2939
825,0,n3180-1,n2945
826,0,n3474-1,n3219
827,0,n3490-1,n3231
828,0,n3495-1,n3238
829,0,n3497-1,n3241
830,0,n3526-1,n3278
831,0,n3541-1,n3284
832,0,n3575-1,n3307
833,0,n3580-1,n3314
834,0,n3582-1,n3318
835,0,n3660-1,n3397
836,0,n3676-1,n3401
837,0,n3678-1,n3406
838,0,n3699-1,n3422
839,0,n3702-1,n3427
840,0,n3705-1,n3432
841,0,n3708-1,n3438
842,0,n3728-1,n3451
843,0,n3731-1,n3456
844,0,n3734-1,n3462
845,0,n3737-1,n3467
846,0,n3749-1,n3482
847,0,n3755-1,n3489
848,0,n3773-1,n3497
849,0,n3788-1,n3509
850,0,n3792-1,n3516
851,0,n3796-1,n3519
852,0,n3822-1,n3542
853,0,n3838-1,n3554
854,0,n3852-1,n3566
855,0,n3853-1,n3569
856,0,n3879-1,n3595
857,0,n3895-1,n3605
858,0,n3896-1,n3606
859,0,n3916-1,n3618
860,0,n3937-1,n3644
861,0,n3939-1,n3648
862,0,n3941-1,n3651
863,0,n3992-1,n3698
864,0,n4024-1,n3727
865,0,n4042-1,n3735
866,0,n4087-1,n3779
867,0,n4107-1,n3799
868,0,n4111-1,n3805
869,0,n4115-1,n3813
870,0,n4119-1,n3819
871,0,n4123-1,n3825
872,0,n4139-1,n3831
873,0,n4143-1,n3837
874,0,n4147-1,n3840
875,0,n4151-1,n3849
876,0,n4155-1,n3855
877,0,n4159-1,n3862
878,0,n4171-1,n3868
879,0,n42-1,n31
880,0,n44-1,n36
881,0,n46-1,n39
882,0,n288-1,n272
883,0,n345-1,n317
884,0,n356-1,n330
885,0,n376-1,n350
886,0,n561-1,n533
887,0,n566-1,n540
888,0,n571-1,n547
889,0,n636-1,n607
890,0,n640-1,n613
891,0,n644-1,n619
892,0,n702-1,n671
893,0,n707-1,n677
894,0,n712-1,n684
895,0,n2198-1,n2011
896,0,n2200-1,n2014
897,0,n2215-1,n2026
898,0,n2246-1,n2060
899,0,n2248-1,n2064
900,0,n2250-1,n2068
901,0,n2288-1,n2096
902,0,n2290-1,n2100
903,0,n2292-1,n2104
904,0,n2312-1,n2120
905,0,n2314-1,n2124
906,0,n2316-1,n2128
907,0,n2318-1,n2132
908,0,n2320-1,n2136
909,0,n2322-1,n2140
910,0,n2343-1,n2159
911,0,n2345-1,n2163
912,0,n2434-1,n2236
913,0,n2458-1,n2265
914,0,n2490-1,n2306
915,0,n2571-1,n2384
916,0,n2576-1,n2389
917,0,n2581-1,n2397
918,0,n2646-1,n2459
919,0,n2650-1,n2464
920,0,n2654-1,n2471
921,0,n2779-1,n2589
922,0,n2783-1,n2595
923,0,n2787-1,n2602
924,0,n2791-1,n2607
925,0,n3073-1,n2840
926,0,n3198-1,n2954
927,0,n3201-1,n2957
928,0,n3204-1,n2965
929,0,n3207-1,n2968
930,0,n3468-1,n3211
931,0,n3496-1,n3239
932,0,n3524-1,n3274
933,0,n3597-1,n3328
934,0,n3633-1,n3374
935,0,n3636-1,n3380
936,0,n3641-1,n3385
937,0,n3644-1,n3392
938,0,n3661-1,n3399
939,0,n3778-1,n3503
940,0,n3806-1,n3527
941,0,n3827-1,n3548
942,0,n3938-1,n3646
943,0,n4089-1,n3785
944,0,n6-1,n10
945,0,n178-1,n177
946,0,n180-1,n180
947,0,n762-1,n749
948,0,n765-1,n756
949,0,n816-1,n776
950,0,n823-1,n778
951,0,n839-1,n786
952,0,n968-1,n895
953,0,n971-1,n896
954,0,n974-1,n900
955,0,n977-1,n908
956,0,n980-1,n910
957,0,n983-1,n914
958,0,n996-1,n920
959,0,n999-1,n923
960,0,n1002-1,n927
961,0,n1005-1,n934
962,0,n1008-1,n935
963,0,n1011-1,n940
964,0,n1024-1,n944
965,0,n1027-1,n948
966,0,n1030-1,n954
967,0,n1033-1,n960
968,0,n1036-1,n963
969,0,n1039-1,n965
970,0,n1050-1,n972
971,0,n1053-1,n974
972,0,n1255-1,n1163
973,0,n1258-1,n1168
974,0,n1516-1,n1401
975,0,n1520-1,n1407
976,0,n1614-1,n1510
977,0,n1636-1,n1522
978,0,n1644-1,n1536
979,0,n2032-1,n1852
980,0,n2034-1,n1854
981,0,n2036-1,n1856
982,0,n2127-1,n1938
983,0,n2130-1,n1953
984,0,n3210-1,n2974
985,0,n3810-1,n3531
986,0,n3814-1,n3537
987,0,n15-1,n5
988,0,n5-1,n8
989,0,n7-1,n13
990,0,n47-1,n41
991,0,n49-1,n45
992,0,n51-1,n49
993,0,n190-1,n168
994,0,n177-1,n176
995,0,n179-1,n179
996,0,n182-1,n183
997,0,n195-1,n188
998,0,n228-1,n222
999,0,n299-1,n278
1000,0,n303-1,n282
1001,0,n306-1,n288
1002,0,n317-1,n290
1003,0,n322-1,n302
1004,0,n328-1,n305
1005,0,n361-1,n336
1006,0,n370-1,n338
1007,0,n390-1,n362
1008,0,n507-1,n486
1009,0,n525-1,n495
1010,0,n529-1,n502
1011,0,n533-1,n509
1012,0,n549-1,n514
1013,0,n553-1,n522
1014,0,n557-1,n526
1015,0,n562-1,n532
1016,0,n567-1,n541
1017,0,n572-1,n548
1018,0,n588-1,n551
1019,0,n592-1,n559
1020,0,n596-1,n567
1021,0,n600-1,n571
1022,0,n604-1,n578
1023,0,n608-1,n584
1024,0,n624-1,n591
1025,0,n628-1,n593
1026,0,n632-1,n602
1027,0,n637-1,n606
1028,0,n641-1,n612
1029,0,n645-1,n620
1030,0,n648-1,n625
1031,0,n663-1,n630
1032,0,n666-1,n636
1033,0,n670-1,n641
1034,0,n674-1,n648
