xml_id	midi_id	track	channel	pitch	onset
n54-1	n47	0	0	36	3.2656250000000018
n56-1	n49	0	0	36	3.4348958333333357
n58-1	n56	0	0	36	3.639322916666669
n60-1	n60	0	0	36	3.800781250000002
n310-1	n297	0	0	36	18.152343750000025
n332-1	n302	0	0	36	21.907552083333357
n2053-1	n1972	0	0	36	146.62239583333374
n2073-1	n1989	0	0	36	148.97916666666728
n2075-1	n1991	0	0	36	149.12109375000063
n2079-1	n1999	0	0	36	149.49088541666734
n2081-1	n2004	0	0	36	149.68880208333405
n2083-1	n2008	0	0	36	149.88802083333405
n2103-1	n2014	0	0	36	150.24218750000077
n2105-1	n2019	0	0	36	150.43359375000077
n2107-1	n2023	0	0	36	150.63541666666745
n2109-1	n2027	0	0	36	150.8125000000008
n2113-1	n2031	0	0	36	151.1445312500008
n2590-1	n2502	0	0	36	181.766927083335
n3247-1	n2991	0	0	36	226.65234375000256
n3262-1	n2999	0	0	36	227.47395833333593
n3264-1	n3007	0	0	36	228.356770833336
n3269-1	n3015	0	0	36	229.03645833333596
n3273-1	n3019	0	0	36	229.372395833336
n3277-1	n3023	0	0	36	229.75911458333601
n3281-1	n3027	0	0	36	230.13411458333601
n3305-1	n3047	0	0	36	232.07291666666936
n3309-1	n3051	0	0	36	232.4804687500027
n3313-1	n3055	0	0	36	232.86458333333604
n3317-1	n3059	0	0	36	233.26432291666939
n3347-1	n3079	0	0	36	235.1536458333361
n3351-1	n3084	0	0	36	235.56250000000279
n3355-1	n3091	0	0	36	235.98697916666947
n3359-1	n3095	0	0	36	236.38281250000279
n3375-1	n3103	0	0	36	236.7890625000028
n3379-1	n3107	0	0	36	237.1914062500028
n3383-1	n3114	0	0	36	237.58593750000284
n3387-1	n3121	0	0	36	237.91927083333618
n3402-1	n3129	0	0	36	238.3059895833362
n3406-1	n3133	0	0	36	238.68229166666953
n3410-1	n3140	0	0	36	239.1041666666695
n3414-1	n3144	0	0	36	239.49479166666956
n3430-1	n3151	0	0	36	239.87369791666956
n3434-1	n3155	0	0	36	240.24348958333624
n3438-1	n3162	0	0	36	240.60937500000298
n3442-1	n3170	0	0	36	240.99739583333638
n3456-1	n3177	0	0	36	241.38411458333644
n3460-1	n3181	0	0	36	241.7838541666698
n3464-1	n3189	0	0	36	242.19401041666976
n3468-1	n3193	0	0	36	242.60937500000307
n3482-1	n3200	0	0	36	243.03385416666973
n3486-1	n3204	0	0	36	243.42187500000304
n3490-1	n3211	0	0	36	243.81770833333636
n3494-1	n3218	0	0	36	244.22265625000298
n3506-1	n3225	0	0	36	244.61458333333636
n3510-1	n3229	0	0	36	245.01953125000307
n3568-1	n3282	0	0	36	248.0169270833366
n3570-1	n3286	0	0	36	248.2278645833366
n3576-1	n3298	0	0	36	248.8072916666699
n3578-1	n3301	0	0	36	249.00781250000318
n3599-1	n3316	0	0	36	249.63281250000318
n3627-1	n3342	0	0	36	250.92708333333655
n3629-1	n3346	0	0	36	251.1093750000032
n3631-1	n3350	0	0	36	251.28385416666987
n3633-1	n3353	0	0	36	251.47135416666987
n3635-1	n3358	0	0	36	251.6679687500032
n3637-1	n3362	0	0	36	251.86458333333658
n3639-1	n3364	0	0	36	252.04557291666993
n3657-1	n3367	0	0	36	252.23437500000327
n3659-1	n3371	0	0	36	252.4231770833366
n3661-1	n3374	0	0	36	252.60026041666995
n3663-1	n3377	0	0	36	252.78906250000333
n3665-1	n3381	0	0	36	252.98437500000333
n3667-1	n3386	0	0	36	253.16536458333664
n3669-1	n3389	0	0	36	253.3294270833366
n3671-1	n3395	0	0	36	253.51302083333667
n3921-1	n3627	0	0	36	268.14843750000296
n4034-1	n3691	0	0	36	282.3867187500023
n4930-1	n4540	0	0	36	344.1158854166654
n5857-1	n5445	0	0	36	411.1992187499935
n5860-1	n5452	0	0	36	411.3893229166602
n5863-1	n5454	0	0	36	411.5611979166602
n5866-1	n5459	0	0	36	411.76041666666026
n5869-1	n5464	0	0	36	411.95052083332695
n5872-1	n5467	0	0	36	412.12369791666026
n5875-1	n5470	0	0	36	412.3111979166603
n5878-1	n5473	0	0	36	412.485677083327
n5889-1	n5475	0	0	36	412.5963541666603
n5897-1	n5485	0	0	36	412.9804687499937
n5901-1	n5489	0	0	36	413.184895833327
n5905-1	n5497	0	0	36	413.35286458332695
n5909-1	n5500	0	0	36	413.5546874999936
n5913-1	n5504	0	0	36	413.7434895833269
n5917-1	n5507	0	0	36	413.9257812499936
n6605-1	n6144	0	0	36	451.3072916666575
n6626-1	n6153	0	0	36	451.7421874999908
n6745-1	n6280	0	0	36	466.49609374999017
n6854-1	n6383	0	0	36	489.9036458333219
n6884-1	n6392	0	0	36	500.046874999988
n7020-1	n6526	0	0	36	505.9218749999882
n7072-1	n6580	0	0	36	510.1354166666544
n836-1	n800	0	0	37	47.73437500000018
n2584-1	n2496	0	0	37	181.29166666666833
n3514-1	n3236	0	0	37	245.40364583333644
n3518-1	n3241	0	0	37	245.79296875000318
n5806-1	n5389	0	0	37	408.434895833327
n5808-1	n5394	0	0	37	408.6614583333269
n5810-1	n5397	0	0	37	408.8164062499936
n5812-1	n5401	0	0	37	409.00651041666026
n5814-1	n5405	0	0	37	409.18619791666026
n5816-1	n5409	0	0	37	409.36197916666026
n5818-1	n5414	0	0	37	409.55338541666026
n5836-1	n5418	0	0	37	409.73567708332695
n5838-1	n5422	0	0	37	409.93619791666026
n5840-1	n5426	0	0	37	410.1145833333269
n5842-1	n5428	0	0	37	410.2890624999935
n5844-1	n5434	0	0	37	410.47786458332683
n5846-1	n5435	0	0	37	410.63932291666015
n5848-1	n5439	0	0	37	410.83203124999346
n5850-1	n5443	0	0	37	411.0065104166602
n5925-1	n5513	0	0	37	414.14583333332683
n5928-1	n5516	0	0	37	414.35026041666015
n5931-1	n5520	0	0	37	414.55078124999346
n5934-1	n5524	0	0	37	414.7460937499934
n5937-1	n5528	0	0	37	414.91796874999335
n5940-1	n5531	0	0	37	415.09765624999335
n5943-1	n5535	0	0	37	415.2825520833266
n5946-1	n5537	0	0	37	415.45572916666
n458-1	n424	0	0	38	27.666666666666664
n2115-1	n2038	0	0	38	151.3502604166675
n2168-1	n2085	0	0	38	154.61458333333425
n2170-1	n2087	0	0	38	154.78645833333425
n2172-1	n2089	0	0	38	154.9947916666676
n2174-1	n2092	0	0	38	155.1744791666676
n2176-1	n2095	0	0	38	155.35677083333428
n2178-1	n2098	0	0	38	155.54817708333428
n2180-1	n2099	0	0	38	155.7161458333343
n2182-1	n2102	0	0	38	155.89713541666765
n2581-1	n2491	0	0	38	180.87109375000168
n2767-1	n2651	0	0	38	194.57031250000182
n3534-1	n3248	0	0	38	246.18880208333658
n3538-1	n3255	0	0	38	246.60286458333658
n3542-1	n3262	0	0	38	247.0026041666699
n3546-1	n3269	0	0	38	247.3841145833366
n3569-1	n3284	0	0	38	248.12369791666993
n3577-1	n3299	0	0	38	248.9023437500032
n3600-1	n3317	0	0	38	249.67838541666987
n4160-1	n3810	0	0	38	288.21354166666833
n5957-1	n5540	0	0	38	415.6210937499933
n5960-1	n5544	0	0	38	415.7864583333266
n5963-1	n5549	0	0	38	416.0104166666599
n5966-1	n5553	0	0	38	416.18359374999324
n5969-1	n5556	0	0	38	416.3723958333265
n5972-1	n5562	0	0	38	416.60677083332644
n5975-1	n5563	0	0	38	416.7929687499931
n5978-1	n5568	0	0	38	416.9973958333264
n6606-1	n6146	0	0	38	451.4114583333241
n6856-1	n6388	0	0	38	490.86979166665515
n7021-1	n6528	0	0	38	505.9999999999882
n307-1	n293	0	0	39	17.707031250000025
n826-1	n795	0	0	39	47.05338541666683
n838-1	n802	0	0	39	48.13932291666684
n848-1	n809	0	0	39	48.94791666666685
n2148-1	n2064	0	0	39	153.14973958333428
n2150-1	n2065	0	0	39	153.31640625000094
n2152-1	n2068	0	0	39	153.5104166666676
n2154-1	n2070	0	0	39	153.67968750000097
n2156-1	n2075	0	0	39	153.88151041666762
n2158-1	n2078	0	0	39	154.06250000000094
n2160-1	n2079	0	0	39	154.23567708333425
n2162-1	n2081	0	0	39	154.41536458333425
n2578-1	n2487	0	0	39	180.485677083335
n3918-1	n3623	0	0	39	267.6966145833363
n5858-1	n5449	0	0	39	411.2109374999935
n5861-1	n5451	0	0	39	411.3736979166602
n5864-1	n5455	0	0	39	411.5638020833269
n5867-1	n5457	0	0	39	411.7539062499936
n5870-1	n5463	0	0	39	411.93619791666026
n5873-1	n5466	0	0	39	412.12239583332695
n5876-1	n5468	0	0	39	412.30078124999363
n5879-1	n5472	0	0	39	412.4687499999937
n5890-1	n5479	0	0	39	412.6041666666603
n5894-1	n5482	0	0	39	412.8085937499937
n5898-1	n5484	0	0	39	412.9752604166604
n5902-1	n5491	0	0	39	413.1940104166603
n5906-1	n5498	0	0	39	413.36718749999363
n5910-1	n5502	0	0	39	413.56901041666026
n5914-1	n5506	0	0	39	413.7499999999936
n5918-1	n5508	0	0	39	413.9309895833269
n5991-1	n5571	0	0	39	417.1809895833263
n5994-1	n5575	0	0	39	417.4010416666596
n5997-1	n5580	0	0	39	417.5377604166596
n6000-1	n5585	0	0	39	417.74348958332627
n850-1	n812	0	0	40	49.32552083333352
n988-1	n938	0	0	40	67.11718750000028
n1157-1	n1091	0	0	40	81.50911458333354
n1988-1	n1911	0	0	40	138.06640624999986
n2124-1	n2044	0	0	40	151.72395833333417
n2126-1	n2046	0	0	40	151.9010416666675
n2128-1	n2047	0	0	40	152.0768229166675
n2130-1	n2050	0	0	40	152.27864583333422
n2132-1	n2054	0	0	40	152.45182291666757
n2134-1	n2055	0	0	40	152.61458333333425
n2136-1	n2057	0	0	40	152.78255208333428
n2138-1	n2059	0	0	40	152.95703125000097
n2575-1	n2481	0	0	40	180.07812500000162
n2593-1	n2505	0	0	40	182.087239583335
n3601-1	n3319	0	0	40	249.79166666666987
n4562-1	n4204	0	0	40	308.8619791666678
n4571-1	n4208	0	0	40	309.26171875000114
n4955-1	n4573	0	0	40	347.7122395833317
n5158-1	n4761	0	0	40	360.2643229166635
n5160-1	n4765	0	0	40	360.4570312499968
n5162-1	n4769	0	0	40	360.65104166666345
n5164-1	n4773	0	0	40	360.82031249999676
n5166-1	n4777	0	0	40	361.02994791666333
n5168-1	n4781	0	0	40	361.2096354166633
n5170-1	n4785	0	0	40	361.41536458333
n5187-1	n4789	0	0	40	361.5950520833299
n5189-1	n4792	0	0	40	361.8164062499965
n5191-1	n4797	0	0	40	362.0247395833299
n5193-1	n4800	0	0	40	362.1940104166633
n5195-1	n4805	0	0	40	362.38671874999665
n5197-1	n4809	0	0	40	362.5820312499967
n5199-1	n4812	0	0	40	362.76692708332996
n5201-1	n4816	0	0	40	362.9570312499966
n5723-1	n5312	0	0	40	397.51171874999443
n6607-1	n6148	0	0	40	451.50130208332416
n6627-1	n6152	0	0	40	451.7382812499908
n6754-1	n6294	0	0	40	468.5924479166567
n6855-1	n6381	0	0	40	489.87369791665526
n7022-1	n6530	0	0	40	506.0742187499881
n7073-1	n6585	0	0	40	510.1445312499877
n124-1	n108	0	0	41	6.867187500000003
n126-1	n109	0	0	41	7.04166666666667
n128-1	n115	0	0	41	7.23697916666667
n130-1	n119	0	0	41	7.4218750000000036
n132-1	n123	0	0	41	7.5937500000000036
n134-1	n126	0	0	41	7.7721354166666705
n136-1	n131	0	0	41	7.964843750000004
n138-1	n133	0	0	41	8.143229166666671
n156-1	n137	0	0	41	8.324218750000004
n158-1	n141	0	0	41	8.500000000000005
n160-1	n145	0	0	41	8.682291666666673
n162-1	n149	0	0	41	8.863281250000007
n164-1	n155	0	0	41	9.055989583333341
n166-1	n160	0	0	41	9.22395833333334
n177-1	n170	0	0	41	9.750000000000007
n179-1	n172	0	0	41	9.936197916666673
n181-1	n175	0	0	41	10.117187500000005
n183-1	n177	0	0	41	10.287760416666671
n185-1	n181	0	0	41	10.45963541666667
n187-1	n183	0	0	41	10.645833333333336
n189-1	n186	0	0	41	10.824218750000004
n191-1	n187	0	0	41	11.006510416666671
n201-1	n190	0	0	41	11.171875000000005
n203-1	n194	0	0	41	11.36067708333334
n205-1	n195	0	0	41	11.539062500000007
n207-1	n198	0	0	41	11.713541666666675
n209-1	n202	0	0	41	11.895833333333343
n211-1	n205	0	0	41	12.088541666666675
n213-1	n208	0	0	41	12.264322916666673
n215-1	n209	0	0	41	12.434895833333341
n223-1	n212	0	0	41	12.601562500000009
n225-1	n216	0	0	41	12.803385416666675
n227-1	n218	0	0	41	12.988281250000009
n229-1	n219	0	0	41	13.170572916666677
n231-1	n222	0	0	41	13.352864583333343
n233-1	n224	0	0	41	13.532552083333345
n235-1	n225	0	0	41	13.694010416666679
n237-1	n231	0	0	41	13.90104166666668
n255-1	n235	0	0	41	14.082031250000014
n257-1	n237	0	0	41	14.24479166666668
n259-1	n242	0	0	41	14.419270833333348
n261-1	n246	0	0	41	14.58854166666668
n263-1	n251	0	0	41	14.774739583333346
n265-1	n253	0	0	41	14.942708333333346
