xml_id	midi_id	track	channel	pitch	onset
n3481-1	n3210	0	0	31	249.40194633333087
n3485-1	n3214	0	0	31	249.77694668958088
n3489-1	n3220	0	0	31	250.15835730833084
n3493-1	n3228	0	0	31	250.5408363041642
n3505-1	n3235	0	0	31	250.9414777104142
n3509-1	n3239	0	0	31	251.34105073958088
n3513-1	n3245	0	0	31	251.70750407916418
n3517-1	n3250	0	0	31	252.0953249604142
n3533-1	n3256	0	0	31	252.4916928583309
n3537-1	n3265	0	0	31	252.8827188708309
n3541-1	n3272	0	0	31	253.2769500145809
n3545-1	n3279	0	0	31	253.65195037083095
n3565-1	n3286	0	0	31	254.04618151458092
n3573-1	n3302	0	0	31	254.80793437499761
n3596-1	n3319	0	0	31	255.60814881041426
n3833-1	n3562	0	0	31	269.61136724166425
n3835-1	n3564	0	0	31	269.88700852916423
n3837-1	n3567	0	0	31	270.0675642562476
n3839-1	n3568	0	0	31	270.26841914791424
n3841-1	n3570	0	0	31	270.4543167604142
n3843-1	n3572	0	0	31	270.6273938479142
n3865-1	n3584	0	0	31	271.1893601937477
n3867-1	n3586	0	0	31	271.3645740354144
n3873-1	n3600	0	0	31	271.9062412166644
n3875-1	n3602	0	0	31	272.07077128749773
n3897-1	n3615	0	0	31	272.6423530270813
n6602-1	n6171	0	0	31	456.7835536020874
n6625-1	n6186	0	0	31	457.43312686875413
n6858-1	n6412	0	0	31	494.55388862917204
n7016-1	n6553	0	0	31	508.0667219791732
n200-1	n191	0	0	32	14.38569742708336
n202-1	n193	0	0	32	14.556637760416693
n204-1	n195	0	0	32	14.750014012500026
n206-1	n199	0	0	32	14.934843247916692
n208-1	n203	0	0	32	15.121809237500026
n210-1	n206	0	0	32	15.323732506250025
n212-1	n208	0	0	32	15.517108758333357
n214-1	n209	0	0	32	15.696596108333358
n234-1	n227	0	0	32	17.060913643750013
n236-1	n230	0	0	32	17.231853977083343
n258-1	n243	0	0	32	17.777794666666676
n260-1	n245	0	0	32	17.938051229166675
n266-1	n260	0	0	32	18.48399191875
n268-1	n262	0	0	32	18.633564710416664
n3811-1	n3540	0	0	32	267.94363061458097
n3813-1	n3542	0	0	32	268.1177760791643
n3815-1	n3545	0	0	32	268.32717798749763
n3817-1	n3548	0	0	32	268.514143977081
n3819-1	n3551	0	0	32	268.7043150979143
n3821-1	n3554	0	0	32	268.8912810874976
n3823-1	n3556	0	0	32	269.0867940937476
n3825-1	n3558	0	0	32	269.28978573958096
n3845-1	n3576	0	0	32	270.83145387083096
n3847-1	n3580	0	0	32	271.007736089581
n3869-1	n3592	0	0	32	271.5622237958311
n3871-1	n3595	0	0	32	271.73316412916444
n3877-1	n3607	0	0	32	272.2748313104144
n3879-1	n3610	0	0	32	272.4244041020811
n3925-1	n3648	0	0	32	276.0558178083312
n6747-1	n6318	0	0	32	471.6948925541716
n6994-1	n6542	0	0	32	507.5528326020899
n6996-1	n6545	0	0	32	507.7024053937566
n6998-1	n6549	0	0	32	507.8701405958399
n176-1	n171	0	0	33	12.875012231250022
n178-1	n172	0	0	33	13.03526879375002
n180-1	n175	0	0	33	13.224371537500021
n182-1	n176	0	0	33	13.430568314583354
n184-1	n180	0	0	33	13.60898728750002
n186-1	n183	0	0	33	13.797021654166688
n188-1	n185	0	0	33	13.97650900416669
n190-1	n187	0	0	33	14.13569718958336
n2041-1	n1973	0	0	33	147.71488391874934
n3271-1	n3028	0	0	33	235.5386852999974
n3275-1	n3032	0	0	33	235.96603613333076
n3279-1	n3036	0	0	33	236.3869767041641
n3283-1	n3040	0	0	33	236.77800271666413
n3307-1	n3060	0	0	33	238.70962848333087
n3311-1	n3064	0	0	33	239.10920151249758
n3315-1	n3068	0	0	33	239.51732155833088
n3319-1	n3072	0	0	33	239.91582621041425
n3349-1	n3092	0	0	33	241.85706737083095
n3353-1	n3098	0	0	33	242.27693956458094
n3357-1	n3103	0	0	33	242.66476044583095
n3361-1	n3110	0	0	33	243.0632650979143
n3377-1	n3115	0	0	33	243.47459027499767
n3381-1	n3121	0	0	33	243.86775304166432
n3385-1	n3128	0	0	33	244.2245909874976
n3389-1	n3135	0	0	33	244.59531783541428
n3404-1	n3141	0	0	33	244.9895489791643
n3408-1	n3147	0	0	33	245.40514766458097
n3412-1	n3153	0	0	33	245.80151556249766
n3416-1	n3159	0	0	33	246.18506293541427
n3432-1	n3164	0	0	33	246.5803624562476
n3436-1	n3170	0	0	33	246.96390982916427
n3440-1	n3177	0	0	33	247.3495939562476
n3444-1	n3185	0	0	33	247.74275672291424
n3458-1	n3190	0	0	33	248.11027843958092
n3462-1	n3196	0	0	33	248.5258771249976
n3466-1	n3202	0	0	33	248.92117664583097
n3470-1	n3208	0	0	33	249.32822831458088
n3484-1	n3213	0	0	33	249.68933976874754
n3488-1	n3219	0	0	33	250.07609227291417
n3492-1	n3226	0	0	33	250.47352854791419
n3496-1	n3233	0	0	33	250.85493916666422
n3508-1	n3238	0	0	33	251.2299395229142
n3512-1	n3243	0	0	33	251.61882878124752
n3516-1	n3249	0	0	33	251.99169238333084
n3520-1	n3254	0	0	33	252.39447054374756
n3536-1	n3262	0	0	33	252.79831708124757
n3540-1	n3270	0	0	33	253.17652256874754
n3544-1	n3277	0	0	33	253.56648020416426
n3548-1	n3284	0	0	33	253.91904464166424
n3566-1	n3289	0	0	33	254.16583974791425
n3572-1	n3300	0	0	33	254.69041289583095
n3574-1	n3305	0	0	33	254.93186611666428
n3580-1	n3316	0	0	33	255.45643926458098
n3597-1	n3320	0	0	33	255.87417470416426
n3787-1	n3520	0	0	33	266.41691976249757
n3789-1	n3521	0	0	33	266.5899968499976
n3791-1	n3523	0	0	33	266.767347445831
n3793-1	n3525	0	0	33	266.9703390916643
n3795-1	n3529	0	0	33	267.1444845562476
n3797-1	n3532	0	0	33	267.3688437437476
n3799-1	n3534	0	0	33	267.54298920833094
n3801-1	n3536	0	0	33	267.7235449354143
n6603-1	n6173	0	0	33	456.8700921458374
n6749-1	n6322	0	0	33	472.16391009375496
n7018-1	n6556	0	0	33	508.15539727708995
n123-1	n106	0	0	34	9.946590645833341
n125-1	n108	0	0	34	10.105778831250005
n127-1	n114	0	0	34	10.311975608333341
n129-1	n117	0	0	34	10.492531335416675
n131-1	n122	0	0	34	10.681634079166678
n133-1	n124	0	0	34	10.853642789583343
n135-1	n129	0	0	34	11.039540402083345
n137-1	n133	0	0	34	11.212617489583344
n155-1	n137	0	0	34	11.407062118750012
n157-1	n141	0	0	34	11.588686222916678
n159-1	n145	0	0	34	11.761763310416681
n161-1	n150	0	0	34	11.94445579166668
n163-1	n154	0	0	34	12.118601256250015
n165-1	n157	0	0	34	12.30556724583335
n167-1	n162	0	0	34	12.488259727083351
n169-1	n165	0	0	34	12.652789797916686
n2042-1	n1976	0	0	34	148.12727747291595
n2764-1	n2667	0	0	34	198.52262449374828
n3734-1	n3455	0	0	34	263.3955493708309
n3736-1	n3457	0	0	34	263.5558059333309
n3738-1	n3462	0	0	34	263.7513189395809
n3740-1	n3467	0	0	34	263.95217383124753
n3742-1	n3471	0	0	34	264.12418254166414
n3744-1	n3475	0	0	34	264.3314476958308
n3746-1	n3478	0	0	34	264.5034564062475
n3748-1	n3481	0	0	34	264.68721726458085
n3766-1	n3485	0	0	34	264.8645678604142
n3768-1	n3490	0	0	34	265.0568757354143
n3770-1	n3493	0	0	34	265.2502519874976
n3772-1	n3500	0	0	34	265.44149148541436
n3774-1	n3503	0	0	34	265.6273890979143
n3776-1	n3506	0	0	34	265.805808070831
n3778-1	n3511	0	0	34	265.98636379791435
n3780-1	n3513	0	0	34	266.1605092624976
n3944-1	n3658	0	0	34	281.4190707666647
n67-1	n63	0	0	35	6.997869895833338
n69-1	n65	0	0	35	7.175220491666671
n71-1	n68	0	0	35	7.372870252083338
n73-1	n69	0	0	35	7.569451635416671
n75-1	n74	0	0	35	7.7425287229166715
n77-1	n77	0	0	35	7.925221204166671
n79-1	n79	0	0	35	8.113255570833337
n81-1	n81	0	0	35	8.307700200000003
n91-1	n83	0	0	35	8.483982418750003
n93-1	n86	0	0	35	8.66240139166667
n95-1	n89	0	0	35	8.836546856250004
n97-1	n92	0	0	35	9.014965829166671
n99-1	n96	0	0	35	9.19017967083334
n101-1	n98	0	0	35	9.380350791666672
n103-1	n101	0	0	35	9.568385158333339
n105-1	n102	0	0	35	9.73505198333334
n825-1	n796	0	0	35	49.568423158333346
n834-1	n800	0	0	35	49.93273974375002
n973-1	n936	0	0	35	68.17314168750005
n1142-1	n1081	0	0	35	83.04388231041688
n3270-1	n3027	0	0	35	235.43825785416408
n3274-1	n3031	0	0	35	235.8517197854141
n3278-1	n3035	0	0	35	236.26838684791412
n3282-1	n3039	0	0	35	236.6583444833308
n3306-1	n3059	0	0	35	238.62843182499753
n3310-1	n3063	0	0	35	238.98954327916422
n3314-1	n3067	0	0	35	239.40941547291422
n3318-1	n3071	0	0	35	239.7929628458309
n3348-1	n3091	0	0	35	241.73954589166428
n3352-1	n3095	0	0	35	242.1444608062476
n3356-1	n3102	0	0	35	242.55899111458095
n3360-1	n3107	0	0	35	242.9478803729143
n3376-1	n3114	0	0	35	243.3677525666643
n3380-1	n3119	0	0	35	243.75236831666433
n3384-1	n3126	0	0	35	244.12523191874763
n3388-1	n3132	0	0	35	244.49382201249762
n3403-1	n3140	0	0	35	244.8901899104143
n3407-1	n3144	0	0	35	245.2972415791643
n3411-1	n3152	0	0	35	245.70749837916432
n3415-1	n3156	0	0	35	246.08463548958096
n3431-1	n3163	0	0	35	246.4810033874976
n3435-1	n3167	0	0	35	246.86027725208092
n3439-1	n3174	0	0	35	247.25878190416427
n3443-1	n3182	0	0	35	247.63378226041425
n3457-1	n3189	0	0	35	248.01091937083092
n3461-1	n3193	0	0	35	248.41262915416425
n3465-1	n3201	0	0	35	248.8196808229143
n3469-1	n3206	0	0	35	249.20002306458093
n3483-1	n3212	0	0	35	249.60280122499753
n3487-1	n3216	0	0	35	249.96925456458087
n3491-1	n3223	0	0	35	250.37416947916418
n3495-1	n3230	0	0	35	250.75023821249755
n3507-1	n3237	0	0	35	251.13164883124753
n3511-1	n3241	0	0	35	251.50985431874753
n3515-1	n3248	0	0	35	251.91049572499753
n3519-1	n3252	0	0	35	252.28870121249756
n3535-1	n3260	0	0	35	252.69468450416423
n3539-1	n3267	0	0	35	253.0622062208309
n3543-1	n3274	0	0	35	253.46391600416428
n3547-1	n3281	0	0	35	253.83571122916427
n3567-1	n3291	0	0	35	254.27481421041426
n3571-1	n3298	0	0	35	254.62631027083094
n3575-1	n3307	0	0	35	255.01413115208092
n3579-1	n3314	0	0	35	255.38592637708098
n3598-1	n3322	0	0	35	255.97780728124758
n3678-1	n3412	0	0	35	260.3186233708309
n3680-1	n3415	0	0	35	260.49490558958087
n3682-1	n3417	0	0	35	260.68400833333084
n3684-1	n3418	0	0	35	260.8848632249975
n3686-1	n3423	0	0	35	261.0632821979142
n3688-1	n3426	0	0	35	261.2716157291642
n3690-1	n3428	0	0	35	261.4575133416642
n3692-1	n3429	0	0	35	261.6305904291642
n3702-1	n3432	0	0	35	261.8325136979143
n3704-1	n3436	0	0	35	262.0376420979143
n3706-1	n3437	0	0	35	262.21392431666425
n3708-1	n3441	0	0	35	262.4169159624976
n3710-1	n3445	0	0	35	262.60281357499764
n3712-1	n3448	0	0	35	262.79084794166425
n3714-1	n3450	0	0	35	262.98315581666424
n3716-1	n3451	0	0	35	263.15302777291424
n6604-1	n6175	0	0	35	456.9534255583374
n7019-1	n6558	0	0	35	508.2344571812566
n15-1	n0	0	0	36	4.117525279166668
n16-1	n1	0	0	36	4.313038285416669
n18-1	n6	0	0	36	4.47970511041667
n20-1	n12	0	0	36	4.659192460416669
n22-1	n13	0	0	36	4.822654154166669
n24-1	n18	0	0	36	5.014962029166669
n26-1	n21	0	0	36	5.185902362500003
n28-1	n27	0	0	36	5.384620500000003
n46-1	n31	0	0	36	5.564107850000003
n48-1	n34	0	0	36	5.727569543750003
n50-1	n40	0	0	36	5.904920139583336
n52-1	n43	0	0	36	6.0769288500000025
n54-1	n47	0	0	36	6.270305102083336
n56-1	n52	0	0	36	6.44124543541667
n58-1	n54	0	0	36	6.604707129166671
n60-1	n59	0	0	36	6.7831261020833375
n310-1	n298	0	0	36	21.503225556249983
n332-1	n302	0	0	36	24.657074706249993
n2053-1	n1984	0	0	36	149.01082532083257
n2073-1	n1999	0	0	36	150.97022889166587
n2075-1	n2002	0	0	36	151.13582733958256
n2077-1	n2005	0	0	36	151.32493008333256
n2079-1	n2011	0	0	36	151.50441743333252
n2081-1	n2013	0	0	36	151.68497316041584
n2083-1	n2017	0	0	36	151.87300752708254
n2085-1	n2023	0	0	36	152.06317864791592
n2103-1	n2026	0	0	36	152.26403353958256
n2105-1	n2029	0	0	36	152.44245251249922
n2107-1	n2033	0	0	36	152.61980310833255
n2109-1	n2039	0	0	36	152.80783747499922
n2111-1	n2042	0	0	36	152.98305131666586
n2113-1	n2045	0	0	36	153.15719678124918
n2590-1	n2522	0	0	36	185.3741077291654
n3247-1	n3003	0	0	36	233.17543519166395
n3262-1	n3011	0	0	36	233.9980855458306
n3264-1	n3019	0	0	36	234.81859914583066
n3269-1	n3026	0	0	36	235.33142014583075
n3273-1	n3030	0	0	36	235.75022396249744
n3277-1	n3034	0	0	36	236.16048076249746
n3281-1	n3038	0	0	36	236.5525751520808
n3305-1	n3058	0	0	36	238.52586762499752
n3309-1	n3062	0	0	36	238.9051414895809
n3313-1	n3066	0	0	36	239.31753504374757
n3317-1	n3070	0	0	36	239.6968089083309
n3347-1	n3090	0	0	36	241.63163980624762
n3351-1	n3094	0	0	36	242.04403336041426
n3355-1	n3101	0	0	36	242.4574952916643
n3359-1	n3105	0	0	36	242.8324956479143
n3375-1	n3113	0	0	36	243.26091485833098
n3379-1	n3117	0	0	36	243.64659898541433
n3383-1	n3124	0	0	36	244.014120702081
n3387-1	n3131	0	0	36	244.37736891041428
n3402-1	n3139	0	0	36	244.77907869374764
n3406-1	n3143	0	0	36	245.15835255833096
n3410-1	n3151	0	0	36	245.59745553958098
n3414-1	n3155	0	0	36	245.96925076458098
n3430-1	n3162	0	0	36	246.36668703958094
n3434-1	n3166	0	0	36	246.75664467499757
n3438-1	n3173	0	0	36	247.13378178541427
n3442-1	n3181	0	0	36	247.51305564999757
n3456-1	n3188	0	0	36	247.9040816624976
n3460-1	n3192	0	0	36	248.30579144583092
n3464-1	n3200	0	0	36	248.716048245831
n3468-1	n3204	0	0	36	249.10066399583093
n3482-1	n3211	0	0	36	249.49810027083086
n3486-1	n3215	0	0	36	249.86348523333086
n3490-1	n3222	0	0	36	250.27481041041418
n3494-1	n3229	0	0	36	250.6466056354142
n3506-1	n3236	0	0	36	251.0376316479142
n3510-1	n3240	0	0	36	251.42652090624753
n3568-1	n3292	0	0	36	254.36028437708094
n3570-1	n3297	0	0	36	254.5515238749976
n3576-1	n3308	0	0	36	255.0931910562476
n3578-1	n3312	0	0	36	255.30152458749762
n3599-1	n3324	0	0	36	256.06327744791423
n3627-1	n3352	0	0	36	257.5205437895806
n3629-1	n3355	0	0	36	257.71285166458057
n3631-1	n3360	0	0	36	257.8816552437473
n3633-1	n3365	0	0	36	258.06862123333065
n3635-1	n3368	0	0	36	258.27161287916397
n3637-1	n3373	0	0	36	258.45857886874734
n3639-1	n3377	0	0	36	258.64447648124735
n3657-1	n3381	0	0	36	258.83037409374737
n3659-1	n3385	0	0	36	259.00879306666405
n3661-1	n3389	0	0	36	259.20323769583064
n3663-1	n3393	0	0	36	259.38699855416394
n3665-1	n3397	0	0	36	259.56221239583056
n3667-1	n3401	0	0	36	259.7331527291639
n3669-1	n3403	0	0	36	259.90836657083065
n3671-1	n3408	0	0	36	260.08678554374745
n3921-1	n3645	0	0	36	275.3795351145812
n4034-1	n3709	0	0	36	288.70647085208134
n4930-1	n4566	0	0	36	351.3817440687495
n5857-1	n5486	0	0	36	417.7600122562519
n5860-1	n5489	0	0	36	417.95125175416854
n5863-1	n5492	0	0	36	418.1339442354185
n5866-1	n5494	0	0	36	418.3518931604184
n5869-1	n5502	0	0	36	418.53031213333514
n5872-1	n5505	0	0	36	418.70979948333513
n5875-1	n5507	0	0	36	418.8967654729185
n5878-1	n5510	0	0	36	419.06556905208515
n5889-1	n5513	0	0	36	419.2247572375018
n5893-1	n5520	0	0	36	419.4480480479185
n5897-1	n5522	0	0	36	419.58693706875187
n5901-1	n5528	0	0	36	419.7739030583352
n5905-1	n5531	0	0	36	419.92881773541853
n5909-1	n5536	0	0	36	420.10082644583514
n5913-1	n5543	0	0	36	420.3145018625019
n5917-1	n5547	0	0	36	420.50253622916875
n6605-1	n6177	0	0	36	457.03996410208737
n6626-1	n6188	0	0	36	457.4448790166708
n6745-1	n6312	0	0	36	470.65108814375475
n6854-1	n6415	0	0	36	494.58487156458864
n6884-1	n6422	0	0	36	502.5517594750056
n7020-1	n6560	0	0	36	508.33702138125653
n7072-1	n6619	0	0	36	512.9737779229235
n836-1	n802	0	0	37	50.32590251041668
n2584-1	n2517	0	0	37	184.83244054791538
n3514-1	n3247	0	0	37	251.81541016458087
n3518-1	n3251	0	0	37	252.18079512708087
n5806-1	n5429	0	0	37	415.0089412666684
n5808-1	n5432	0	0	37	415.2140696666684
n5810-1	n5435	0	0	37	415.3935570166684
n5812-1	n5436	0	0	37	415.56556572708513
n5814-1	n5439	0	0	37	415.7514633395852
n5816-1	n5443	0	0	37	415.92133529583526
n5818-1	n5450	0	0	37	416.11150641666853
n5836-1	n5454	0	0	37	416.3080878000019
n5838-1	n5458	0	0	37	416.4886435270853
n5840-1	n5462	0	0	37	416.6649257458353
n5842-1	n5466	0	0	37	416.83479770208527
n5844-1	n5468	0	0	37	417.01535342916856
n5846-1	n5472	0	0	37	417.1894988937519
n5848-1	n5475	0	0	37	417.3786016375019
n5850-1	n5482	0	0	37	417.56022574166855
n5925-1	n5551	0	0	37	420.72048515416884
n5928-1	n5552	0	0	37	420.90638276666886
n5931-1	n5556	0	0	37	421.08159660833553
n5934-1	n5559	0	0	37	421.2888617625022
n5937-1	n5563	0	0	37	421.46514398125225
n5940-1	n5568	0	0	37	421.6414262000023
n5943-1	n5571	0	0	37	421.8283921895856
n5946-1	n5573	0	0	37	421.989717129169
n458-1	n424	0	0	38	30.4978922208333
n2115-1	n2051	0	0	38	153.36766706666583
n2117-1	n2055	0	0	38	153.53433389166582
n2168-1	n2100	0	0	38	156.79929425833248
n2170-1	n2102	0	0	38	156.97237134583247
n2172-1	n2104	0	0	38	157.17322623749914
n2174-1	n2106	0	0	38	157.38155976874913
n2176-1	n2111	0	0	38	157.57173088958245
n2178-1	n2113	0	0	38	157.74801310833243
n2180-1	n2115	0	0	38	157.92536370416573
n2182-1	n2117	0	0	38	158.11339807083243
n2581-1	n2512	0	0	38	184.4061580916654
n2767-1	n2672	0	0	38	198.8709154229149
n3534-1	n3258	0	0	38	252.59318868124757
n3538-1	n3266	0	0	38	252.97139416874757
n3542-1	n3273	0	0	38	253.3688304437476
n3546-1	n3280	0	0	38	253.74810430833094
n3569-1	n3295	0	0	38	254.45750669166426
n3577-1	n3310	0	0	38	255.1850714854143
n3600-1	n3326	0	0	38	256.15515787708097
n4160-1	n3831	0	0	38	294.80369886666455
n5957-1	n5576	0	0	38	422.1777514958356
n5960-1	n5582	0	0	38	422.374332879169
n5963-1	n5584	0	0	38	422.53779457291904
n5966-1	n5588	0	0	38	422.7279656937525
n5969-1	n5593	0	0	38	422.9010427812525
n5972-1	n5596	0	0	38	423.07625662291923
n5975-1	n5600	0	0	38	423.27604313750254
n5978-1	n5604	0	0	38	423.45446211041923
n6606-1	n6179	0	0	38	457.1371864166708
n6856-1	n6418	0	0	38	495.2654277666721
n7021-1	n6562	0	0	38	508.39578212083984
n307-1	n295	0	0	39	21.075874722916648
n826-1	n797	0	0	39	49.66244034166668
n838-1	n804	0	0	39	50.69876611250002
n848-1	n810	0	0	39	51.45197195625003
n2148-1	n2079	0	0	39	155.28219879999912
n2150-1	n2082	0	0	39	155.47984856041577
n2152-1	n2084	0	0	39	155.65506240208245
n2154-1	n2086	0	0	39	155.84096001458244
n2156-1	n2091	0	0	39	156.0247208729158
n2158-1	n2094	0	0	39	156.21809712499913
n2160-1	n2096	0	0	39	156.41361013124916
n2162-1	n2098	0	0	39	156.5877555958325
n2578-1	n2507	0	0	39	183.9980380458321
n3918-1	n3643	0	0	39	274.9404321333312
n5858-1	n5487	0	0	39	417.7600122562519
n5861-1	n5488	0	0	39	417.94163636041856
n5864-1	n5493	0	0	39	418.1456963833351
n5867-1	n5496	0	0	39	418.3583034229184
n5870-1	n5501	0	0	39	418.52603862500183
n5873-1	n5504	0	0	39	418.7065943520851
n5876-1	n5508	0	0	39	418.89783385000186
n5879-1	n5511	0	0	39	419.0730476916685
n5890-1	n5517	0	0	39	419.24826153333515
n5902-1	n5527	0	0	39	419.7728346812518
n5906-1	n5532	0	0	39	419.9298861125019
n5910-1	n5538	0	0	39	420.10723670833517
n5914-1	n5541	0	0	39	420.31022835416854
n5918-1	n5544	0	0	39	420.4715532937521
n5991-1	n5607	0	0	39	423.65424862500254
n5994-1	n5612	0	0	39	423.8326675979192
n5997-1	n5616	0	0	39	423.9907874062526
n6000-1	n5620	0	0	39	424.1649328708359
n850-1	n814	0	0	40	51.81522016458336
n988-1	n944	0	0	40	70.20092139166667
n1157-1	n1097	0	0	40	85.01717478333363
n1988-1	n1922	0	0	40	140.67000543124973
n2124-1	n2058	0	0	40	153.74373579999914
n2126-1	n2061	0	0	40	153.92535990416582
n2128-1	n2062	0	0	40	154.1037788770825
n2130-1	n2064	0	0	40	154.31638591666584
n2132-1	n2068	0	0	40	154.50655703749914
n2134-1	n2072	0	0	40	154.7063435520825
n2136-1	n2073	0	0	40	154.8890360333325
n2138-1	n2076	0	0	40	155.06424987499915
n2575-1	n2501	0	0	40	183.60380690208206
n2593-1	n2526	0	0	40	185.75231321666539
n3601-1	n3328	0	0	40	256.2694742249976
n4562-1	n4235	0	0	40	315.6626930416649
n4571-1	n4239	0	0	40	316.0355566437482
n4955-1	n4600	0	0	40	355.1456365333333
n5158-1	n4790	0	0	40	367.97364017291704
n5160-1	n4794	0	0	40	368.162742916667
n5162-1	n4798	0	0	40	368.3475721520837
n5164-1	n4802	0	0	40	368.5441535354171
n5166-1	n4806	0	0	40	368.73005114791715
n5168-1	n4810	0	0	40	368.9212906458339
n5170-1	n4814	0	0	40	369.0922309791673
n5187-1	n4818	0	0	40	369.299496133334
n5189-1	n4821	0	0	40	369.5056929104173
n5191-1	n4825	0	0	40	369.690522145834
n5193-1	n4830	0	0	40	369.87107787291734
n5195-1	n4834	0	0	40	370.05483873125064
n5197-1	n4839	0	0	40	370.25462524583395
n5199-1	n4843	0	0	40	370.4405228583339
n5201-1	n4846	0	0	40	370.600779420834
n5723-1	n5352	0	0	40	403.915982010418
n6607-1	n6181	0	0	40	457.2237249604207
n6627-1	n6187	0	0	40	457.4384687541708
n6754-1	n6325	0	0	40	472.6852781104216
n6855-1	n6413	0	0	40	494.55816213750535
n7022-1	n6564	0	0	40	508.4887309270898
n7073-1	n6621	0	0	40	512.9812565625069
n124-1	n104	0	0	41	9.935906875000008
n126-1	n110	0	0	41	10.128214750000005
n128-1	n115	0	0	41	10.314112362500008
n130-1	n116	0	0	41	10.490394581250008
n132-1	n123	0	0	41	10.681634079166678
n134-1	n126	0	0	41	10.857916297916677
n136-1	n128	0	0	41	11.038472025000011
n138-1	n134	0	0	41	11.212617489583344
n156-1	n139	0	0	41	11.416677512500012
n158-1	n142	0	0	41	11.589754600000012
n160-1	n146	0	0	41	11.767105195833347
n162-1	n151	0	0	41	11.945524168750014
n164-1	n155	0	0	41	12.122874764583349
n166-1	n158	0	0	41	12.307704000000017
n177-1	n170	0	0	41	12.862191706250021
n179-1	n173	0	0	41	13.043815810416687
n181-1	n174	0	0	41	13.22116640625002
n183-1	n177	0	0	41	13.438046954166687
n185-1	n181	0	0	41	13.60898728750002
n187-1	n184	0	0	41	13.800226785416688
n189-1	n186	0	0	41	13.977577381250024
n191-1	n188	0	0	41	14.145312583333359
n201-1	n190	0	0	41	14.358988000000027
n203-1	n194	0	0	41	14.572663416666693
n205-1	n196	0	0	41	14.750014012500026
n207-1	n198	0	0	41	14.933774870833359
n209-1	n202	0	0	41	15.118604106250025
n211-1	n205	0	0	41	15.320527375000024
n213-1	n207	0	0	41	15.51497200416669
n215-1	n210	0	0	41	15.707279879166691
n223-1	n212	0	0	41	15.939117706250023
n225-1	n215	0	0	41	16.13142558125002
n227-1	n217	0	0	41	16.331212095833354
n229-1	n220	0	0	41	16.50749431458335
n231-1	n222	0	0	41	16.69018679583335
n233-1	n224	0	0	41	16.855785243750013
n235-1	n225	0	0	41	17.03740934791668
n237-1	n229	0	0	41	17.21475994375001
n255-1	n233	0	0	41	17.404931064583348
n257-1	n238	0	0	41	17.58869192291668
n259-1	n241	0	0	41	17.766042518750012
