idx,matchtype,partid,ppartid
451,0,n3278-1,n3040
452,0,n3311-1,n3073
453,0,n3314-1,n3077
454,0,n3320-1,n3080
455,0,n3538-1,n3261
456,0,n3550-1,n3263
457,0,n4012-1,n3712
458,0,n4014-1,n3716
459,0,n4017-1,n3723
460,0,n4058-1,n3766
461,0,n4089-1,n3793
462,0,n4253-1,n3937
463,0,n4260-1,n3947
464,0,n4277-1,n3959
465,0,n4284-1,n3971
466,0,n4299-1,n3978
467,0,n4304-1,n3987
468,0,n4311-1,n3998
469,0,n4327-1,n4010
470,0,n4334-1,n4021
471,0,n4350-1,n4028
472,0,n4355-1,n4037
473,0,n4362-1,n4048
474,0,n4383-1,n4060
475,0,n4385-1,n4066
476,0,n4387-1,n4068
477,0,n4389-1,n4070
478,0,n4395-1,n4076
479,0,n4397-1,n4081
480,0,n4399-1,n4083
481,0,n4401-1,n4085
482,0,n4403-1,n4087
483,0,n4405-1,n4089
484,0,n4407-1,n4091
485,0,n4409-1,n4093
486,0,n37-1,n3
487,0,n40-1,n7
488,0,n41-1,n14
489,0,n458-1,n397
490,0,n778-1,n709
491,0,n1242-1,n1157
492,0,n1734-1,n1617
493,0,n2068-1,n1921
494,0,n2083-1,n1931
495,0,n2095-1,n1943
496,0,n2357-1,n2174
497,0,n2361-1,n2185
498,0,n2363-1,n2192
499,0,n2387-1,n2218
500,0,n3323-1,n3083
501,0,n3327-1,n3086
502,0,n3331-1,n3091
503,0,n3335-1,n3094
504,0,n3978-1,n3680
505,0,n74-1,n56
506,0,n157-1,n127
507,0,n400-1,n334
508,0,n402-1,n339
509,0,n419-1,n355
510,0,n459-1,n399
511,0,n467-1,n403
512,0,n469-1,n407
513,0,n470-1,n408
514,0,n471-1,n410
515,0,n476-1,n414
516,0,n478-1,n417
517,0,n480-1,n418
518,0,n496-1,n424
519,0,n497-1,n426
520,0,n498-1,n427
521,0,n499-1,n432
522,0,n500-1,n435
523,0,n501-1,n438
524,0,n502-1,n442
525,0,n503-1,n444
526,0,n519-1,n453
527,0,n520-1,n454
528,0,n521-1,n455
529,0,n522-1,n459
530,0,n523-1,n461
531,0,n524-1,n462
532,0,n525-1,n463
533,0,n585-1,n530
534,0,n587-1,n534
535,0,n589-1,n538
536,0,n591-1,n542
537,0,n593-1,n546
538,0,n595-1,n550
539,0,n597-1,n554
540,0,n621-1,n563
541,0,n631-1,n576
542,0,n658-1,n589
543,0,n680-1,n610
544,0,n708-1,n633
545,0,n710-1,n638
546,0,n721-1,n660
547,0,n741-1,n668
548,0,n746-1,n677
549,0,n748-1,n682
550,0,n750-1,n686
551,0,n755-1,n696
552,0,n774-1,n701
553,0,n782-1,n717
554,0,n877-1,n810
555,0,n944-1,n875
556,0,n971-1,n881
557,0,n973-1,n883
558,0,n1084-1,n994
559,0,n1090-1,n1005
560,0,n1144-1,n1052
561,0,n1176-1,n1087
562,0,n1204-1,n1112
563,0,n1206-1,n1116
564,0,n1208-1,n1120
565,0,n1210-1,n1124
566,0,n1213-1,n1131
567,0,n1238-1,n1149
568,0,n1274-1,n1188
569,0,n1716-1,n1607
570,0,n1959-1,n1842
571,0,n2056-1,n1916
572,0,n2085-1,n1935
573,0,n2111-1,n1961
574,0,n2126-1,n1969
575,0,n2138-1,n1988
576,0,n2380-1,n2208
577,0,n2408-1,n2233
578,0,n2415-1,n2243
579,0,n2436-1,n2258
580,0,n2441-1,n2266
581,0,n2461-1,n2277
582,0,n2464-1,n2285
583,0,n2534-1,n2357
584,0,n2571-1,n2385
585,0,n2651-1,n2451
586,0,n2653-1,n2458
587,0,n2748-1,n2536
588,0,n2862-1,n2631
589,0,n2887-1,n2651
590,0,n2891-1,n2659
591,0,n2923-1,n2688
592,0,n3277-1,n3039
593,0,n3282-1,n3044
594,0,n3285-1,n3047
595,0,n3288-1,n3050
596,0,n3291-1,n3053
597,0,n3294-1,n3056
598,0,n3298-1,n3062
599,0,n3302-1,n3067
600,0,n3306-1,n3071
601,0,n3344-1,n3097
602,0,n3434-1,n3162
603,0,n3438-1,n3175
604,0,n3441-1,n3179
605,0,n3841-1,n3534
606,0,n3921-1,n3630
607,0,n3944-1,n3646
608,0,n3947-1,n3650
609,0,n3977-1,n3677
610,0,n3979-1,n3681
611,0,n3982-1,n3688
612,0,n4011-1,n3711
613,0,n4015-1,n3719
614,0,n4047-1,n3745
615,0,n4049-1,n3750
616,0,n4053-1,n3757
617,0,n4055-1,n3760
618,0,n4057-1,n3764
619,0,n4059-1,n3769
620,0,n4076-1,n3772
621,0,n4078-1,n3775
622,0,n4080-1,n3778
623,0,n4082-1,n3781
624,0,n4084-1,n3783
625,0,n4086-1,n3786
626,0,n4088-1,n3790
627,0,n4090-1,n3796
628,0,n4102-1,n3799
629,0,n4104-1,n3802
630,0,n4106-1,n3805
631,0,n4108-1,n3808
632,0,n4110-1,n3810
633,0,n4112-1,n3813
634,0,n4114-1,n3816
635,0,n4252-1,n3936
636,0,n4259-1,n3946
637,0,n4274-1,n3956
638,0,n4283-1,n3968
639,0,n4300-1,n3979
640,0,n4310-1,n3997
641,0,n4324-1,n4007
642,0,n4333-1,n4019
643,0,n4351-1,n4029
644,0,n4361-1,n4047
645,0,n4380-1,n4057
646,0,n4417-1,n4095
647,0,n4419-1,n4100
648,0,n4421-1,n4102
649,0,n4423-1,n4104
650,0,n4425-1,n4106
651,0,n4427-1,n4111
652,0,n4429-1,n4113
653,0,n4431-1,n4115
654,0,n404-1,n343
655,0,n406-1,n348
656,0,n409-1,n351
657,0,n472-1,n409
658,0,n474-1,n412
659,0,n584-1,n528
660,0,n586-1,n532
661,0,n588-1,n536
662,0,n590-1,n540
663,0,n592-1,n544
664,0,n594-1,n547
665,0,n596-1,n552
666,0,n647-1,n588
667,0,n667-1,n608
668,0,n689-1,n627
669,0,n691-1,n631
670,0,n709-1,n636
671,0,n745-1,n676
672,0,n749-1,n684
673,0,n754-1,n694
674,0,n772-1,n698
675,0,n1183-1,n1101
676,0,n1203-1,n1111
677,0,n1205-1,n1115
678,0,n1209-1,n1123
679,0,n1235-1,n1142
680,0,n1237-1,n1146
681,0,n1239-1,n1150
682,0,n1241-1,n1154
683,0,n1273-1,n1187
684,0,n1300-1,n1213
685,0,n1421-1,n1331
686,0,n1712-1,n1593
687,0,n1736-1,n1623
688,0,n1758-1,n1645
689,0,n1762-1,n1658
690,0,n1976-1,n1844
691,0,n2048-1,n1910
692,0,n2099-1,n1949
693,0,n2551-1,n2379
694,0,n2751-1,n2539
695,0,n2857-1,n2619
696,0,n2884-1,n2644
697,0,n2886-1,n2648
698,0,n2888-1,n2652
699,0,n2890-1,n2656
700,0,n2893-1,n2663
701,0,n2922-1,n2687
702,0,n3312-1,n3074
703,0,n3315-1,n3078
704,0,n3321-1,n3081
705,0,n3536-1,n3260
706,0,n3586-1,n3289
707,0,n3821-1,n3526
708,0,n3823-1,n3530
709,0,n3917-1,n3617
710,0,n4113-1,n3814
711,0,n4251-1,n3935
712,0,n4258-1,n3945
713,0,n4282-1,n3967
714,0,n4309-1,n3996
715,0,n4332-1,n4018
716,0,n4360-1,n4046
717,0,n4384-1,n4065
718,0,n4388-1,n4069
719,0,n4400-1,n4084
720,0,n4404-1,n4088
721,0,n4408-1,n4092
722,0,n598-1,n556
723,0,n622-1,n565
724,0,n632-1,n578
725,0,n781-1,n715
726,0,n975-1,n888
727,0,n1083-1,n993
728,0,n1244-1,n1161
729,0,n1269-1,n1179
730,0,n2381-1,n2209
731,0,n2388-1,n2219
732,0,n2469-1,n2294
733,0,n2491-1,n2305
734,0,n2535-1,n2359
735,0,n2655-1,n2460
736,0,n2918-1,n2681
737,0,n2955-1,n2716
738,0,n3018-1,n2775
739,0,n3023-1,n2789
740,0,n3328-1,n3087
741,0,n3899-1,n3605
742,0,n3976-1,n3675
743,0,n3980-1,n3684
744,0,n4016-1,n3720
745,0,n4115-1,n3819
746,0,n690-1,n629
747,0,n753-1,n691
748,0,n1153-1,n1069
749,0,n1200-1,n1106
750,0,n1202-1,n1109
751,0,n1214-1,n1134
752,0,n1234-1,n1141
753,0,n1236-1,n1145
754,0,n1240-1,n1153
755,0,n1266-1,n1172
756,0,n1268-1,n1176
757,0,n1270-1,n1181
758,0,n1272-1,n1184
759,0,n1275-1,n1192
760,0,n1299-1,n1212
761,0,n1423-1,n1336
762,0,n1977-1,n1846
763,0,n2087-1,n1938
764,0,n2128-1,n1974
765,0,n2442-1,n2267
766,0,n2462-1,n2279
767,0,n2863-1,n2633
768,0,n2883-1,n2643
769,0,n2885-1,n2647
770,0,n2889-1,n2655
771,0,n2894-1,n2664
772,0,n2915-1,n2674
773,0,n2917-1,n2678
774,0,n2919-1,n2682
775,0,n2921-1,n2684
776,0,n2924-1,n2691
777,0,n2950-1,n2709
778,0,n2954-1,n2715
779,0,n2988-1,n2750
780,0,n2990-1,n2754
781,0,n3017-1,n2773
782,0,n3021-1,n2783
783,0,n3041-1,n2791
784,0,n3047-1,n2804
785,0,n3050-1,n2809
786,0,n3054-1,n2819
787,0,n3295-1,n3058
788,0,n3299-1,n3063
789,0,n3303-1,n3066
790,0,n3307-1,n3070
791,0,n3562-1,n3281
792,0,n3584-1,n3284
793,0,n3895-1,n3591
794,0,n4250-1,n3934
795,0,n4257-1,n3944
796,0,n4273-1,n3955
797,0,n4281-1,n3966
798,0,n4308-1,n3995
799,0,n4323-1,n4006
800,0,n4331-1,n4017
801,0,n4359-1,n4045
802,0,n75-1,n57
803,0,n82-1,n65
804,0,n121-1,n72
805,0,n124-1,n76
806,0,n125-1,n83
807,0,n599-1,n558
808,0,n623-1,n567
809,0,n630-1,n574
810,0,n633-1,n579
811,0,n642-1,n586
812,0,n780-1,n713
813,0,n785-1,n724
814,0,n977-1,n892
815,0,n981-1,n901
816,0,n1082-1,n992
817,0,n1085-1,n995
818,0,n1094-1,n1012
819,0,n1826-1,n1718
820,0,n1979-1,n1852
821,0,n2136-1,n1985
822,0,n2382-1,n2210
823,0,n2416-1,n2244
824,0,n2499-1,n2321
825,0,n2536-1,n2360
826,0,n2550-1,n2373
827,0,n2657-1,n2465
828,0,n2686-1,n2484
829,0,n2689-1,n2487
830,0,n2692-1,n2492
831,0,n2695-1,n2496
832,0,n3442-1,n3181
833,0,n3819-1,n3522
834,0,n3822-1,n3528
835,0,n3824-1,n3532
836,0,n3842-1,n3537
837,0,n3877-1,n3581
838,0,n3981-1,n3685
839,0,n4116-1,n3820
840,0,n68-1,n51
841,0,n158-1,n128
842,0,n457-1,n391
843,0,n466-1,n420
844,0,n481-1,n422
845,0,n620-1,n560
846,0,n628-1,n569
847,0,n640-1,n582
848,0,n656-1,n605
849,0,n676-1,n626
850,0,n704-1,n657
851,0,n773-1,n699
852,0,n775-1,n703
853,0,n777-1,n708
854,0,n779-1,n711
855,0,n784-1,n721
856,0,n874-1,n798
857,0,n979-1,n897
858,0,n983-1,n905
859,0,n1063-1,n983
860,0,n1066-1,n988
861,0,n1081-1,n991
862,0,n1092-1,n1008
863,0,n1112-1,n1016
864,0,n1118-1,n1029
865,0,n1121-1,n1035
866,0,n1125-1,n1043
867,0,n1155-1,n1072
868,0,n1184-1,n1103
869,0,n1201-1,n1107
870,0,n1231-1,n1136
871,0,n1233-1,n1140
872,0,n1245-1,n1164
873,0,n1265-1,n1171
874,0,n1267-1,n1175
875,0,n1271-1,n1183
876,0,n1296-1,n1206
877,0,n1298-1,n1209
878,0,n1425-1,n1340
879,0,n1714-1,n1601
880,0,n1764-1,n1662
881,0,n1825-1,n1717
882,0,n1827-1,n1722
883,0,n1829-1,n1726
884,0,n1980-1,n1854
885,0,n2132-1,n1981
886,0,n2234-1,n2070
887,0,n2389-1,n2220
888,0,n2409-1,n2234
889,0,n2470-1,n2295
890,0,n2492-1,n2307
891,0,n2533-1,n2354
892,0,n2546-1,n2364
893,0,n2620-1,n2442
894,0,n2660-1,n2472
895,0,n2698-1,n2500
896,0,n2880-1,n2637
897,0,n2882-1,n2641
898,0,n2895-1,n2667
899,0,n2914-1,n2673
900,0,n2916-1,n2677
901,0,n2920-1,n2683
902,0,n2947-1,n2702
903,0,n2949-1,n2706
904,0,n2951-1,n2710
905,0,n2953-1,n2712
906,0,n2956-1,n2719
907,0,n2983-1,n2739
908,0,n2987-1,n2748
909,0,n3010-1,n2760
910,0,n3014-1,n2768
911,0,n3016-1,n2770
912,0,n3052-1,n2815
913,0,n3072-1,n2824
914,0,n3078-1,n2837
915,0,n3081-1,n2843
916,0,n3085-1,n2850
917,0,n3283-1,n3045
918,0,n3286-1,n3048
919,0,n3289-1,n3051
920,0,n3292-1,n3054
921,0,n3296-1,n3059
922,0,n3300-1,n3064
923,0,n3304-1,n3068
924,0,n3308-1,n3072
925,0,n3313-1,n3076
926,0,n3319-1,n3079
927,0,n3322-1,n3082
928,0,n3333-1,n3089
929,0,n3337-1,n3095
930,0,n3439-1,n3173
931,0,n3534-1,n3249
932,0,n3560-1,n3278
933,0,n3607-1,n3307
934,0,n3611-1,n3320
935,0,n3614-1,n3323
936,0,n3843-1,n3540
937,0,n3873-1,n3568
938,0,n3897-1,n3599
939,0,n3919-1,n3623
940,0,n3923-1,n3636
941,0,n4046-1,n3744
942,0,n4133-1,n3823
943,0,n4191-1,n3889
944,0,n4194-1,n3894
945,0,n4207-1,n3901
946,0,n4210-1,n3904
947,0,n4223-1,n3911
948,0,n4226-1,n3916
949,0,n4237-1,n3924
950,0,n4240-1,n3929
951,0,n4247-1,n3931
952,0,n4249-1,n3933
953,0,n4254-1,n3941
954,0,n4256-1,n3943
955,0,n4270-1,n3952
956,0,n4272-1,n3954
957,0,n4276-1,n3958
958,0,n4278-1,n3963
959,0,n4280-1,n3965
960,0,n4305-1,n3991
961,0,n4307-1,n3994
962,0,n4320-1,n4003
963,0,n4322-1,n4005
964,0,n4326-1,n4009
965,0,n4328-1,n4014
966,0,n4330-1,n4016
967,0,n4356-1,n4042
968,0,n4358-1,n4044
969,0,n4376-1,n4054
970,0,n4378-1,n4056
971,0,n4382-1,n4059
972,0,n4418-1,n4099
973,0,n4422-1,n4103
974,0,n168-1,n142
975,0,n1215-1,n1135
976,0,n1232-1,n1137
977,0,n1262-1,n1166
978,0,n1264-1,n1170
979,0,n1276-1,n1194
980,0,n1295-1,n1203
981,0,n1428-1,n1343
982,0,n1431-1,n1348
983,0,n1434-1,n1351
984,0,n1437-1,n1353
985,0,n1440-1,n1356
986,0,n1443-1,n1360
987,0,n1446-1,n1363
988,0,n1449-1,n1365
989,0,n1824-1,n1714
990,0,n1828-1,n1723
991,0,n1981-1,n1857
992,0,n1983-1,n1861
993,0,n2443-1,n2268
994,0,n2864-1,n2636
995,0,n2881-1,n2639
996,0,n2911-1,n2668
997,0,n2913-1,n2670
998,0,n2925-1,n2692
999,0,n2946-1,n2701
1000,0,n2948-1,n2705
1001,0,n2952-1,n2711
1002,0,n2980-1,n2732
1003,0,n2982-1,n2737
1004,0,n2984-1,n2742
1005,0,n2986-1,n2746
1006,0,n2989-1,n2752
1007,0,n2991-1,n2757
1008,0,n3011-1,n2762
1009,0,n3013-1,n2766
1010,0,n3015-1,n2769
1011,0,n3045-1,n2801
1012,0,n3556-1,n3272
1013,0,n3558-1,n3274
1014,0,n4248-1,n3932
1015,0,n4255-1,n3942
1016,0,n4271-1,n3953
1017,0,n4279-1,n3964
1018,0,n4306-1,n3993
1019,0,n4321-1,n4004
1020,0,n4329-1,n4015
1021,0,n4357-1,n4043
1022,0,n4377-1,n4055
1023,0,n76-1,n58
1024,0,n334-1,n280
1025,0,n357-1,n286
1026,0,n456-1,n385
1027,0,n484-1,n431
1028,0,n494-1,n447
1029,0,n509-1,n450
1030,0,n512-1,n457
1031,0,n515-1,n465
1032,0,n528-1,n469
1033,0,n565-1,n504
1034,0,n651-1,n595
1035,0,n655-1,n603
1036,0,n671-1,n616
