idx,matchtype,partid,ppartid
87,0,n625-1,n787
88,0,n691-1,n853
89,0,n876-1,n1018
90,0,n907-1,n1046
91,0,n985-1,n1105
92,0,n991-1,n1114
93,0,n1008-1,n1126
94,0,n1041-1,n1155
95,0,n1048-1,n1158
96,0,n396-1,n592
97,0,n442-1,n630
98,0,n7-1,n6
99,0,n48-1,n41
100,0,n58-1,n52
101,0,n61-1,n57
102,0,n7-2,n72
103,0,n48-2,n111
104,0,n58-2,n119
105,0,n61-2,n125
106,0,n227-1,n268
107,0,n252-1,n291
108,0,n227-2,n458
109,0,n252-2,n483
110,0,n627-1,n791
111,0,n668-1,n828
112,0,n678-1,n836
113,0,n681-1,n841
114,0,n693-1,n858
115,0,n734-1,n895
116,0,n744-1,n904
117,0,n747-1,n908
118,0,n913-1,n1052
119,0,n938-1,n1074
120,0,n14-1,n9
121,0,n14-2,n77
122,0,n115-1,n167
123,0,n128-1,n180
124,0,n163-1,n209
125,0,n229-1,n270
126,0,n246-1,n286
127,0,n115-2,n356
128,0,n128-2,n372
129,0,n163-2,n401
130,0,n229-2,n462
131,0,n246-2,n479
132,0,n497-1,n681
133,0,n505-1,n690
134,0,n634-1,n796
135,0,n700-1,n862
136,0,n801-1,n950
137,0,n814-1,n964
138,0,n849-1,n993
139,0,n915-1,n1055
140,0,n932-1,n1070
141,0,n1047-1,n1157
142,0,n1054-1,n1160
143,0,n16-1,n14
144,0,n16-2,n79
145,0,n169-1,n213
146,0,n235-1,n275
147,0,n250-1,n292
148,0,n264-1,n307
149,0,n169-2,n405
150,0,n235-2,n468
151,0,n250-2,n484
152,0,n264-2,n499
153,0,n636-1,n798
154,0,n702-1,n864
155,0,n855-1,n997
156,0,n921-1,n1057
157,0,n936-1,n1075
158,0,n950-1,n1090
159,0,n1017-1,n1133
160,0,n24-1,n20
161,0,n26-1,n21
162,0,n24-2,n85
163,0,n26-2,n90
164,0,n74-1,n139
165,0,n237-1,n277
166,0,n294-1,n328
167,0,n237-2,n469
168,0,n644-1,n804
169,0,n646-1,n807
170,0,n710-1,n872
171,0,n712-1,n876
172,0,n760-1,n924
173,0,n923-1,n1063
174,0,n30-1,n27
175,0,n39-1,n32
176,0,n50-1,n46
177,0,n66-1,n64
178,0,n30-2,n95
179,0,n39-2,n99
180,0,n50-2,n113
181,0,n66-2,n131
182,0,n72-1,n135
183,0,n79-1,n143
184,0,n171-1,n216
185,0,n241-1,n282
186,0,n257-1,n295
187,0,n276-1,n312
188,0,n278-1,n315
189,0,n286-1,n320
190,0,n79-2,n332
191,0,n171-2,n409
192,0,n241-2,n474
193,0,n257-2,n489
194,0,n276-2,n503
195,0,n278-2,n508
196,0,n498-1,n679
197,0,n603-1,n770
198,0,n650-1,n813
199,0,n659-1,n818
200,0,n670-1,n830
201,0,n686-1,n850
202,0,n716-1,n880
203,0,n725-1,n884
204,0,n736-1,n899
205,0,n752-1,n916
206,0,n758-1,n921
207,0,n765-1,n926
208,0,n857-1,n1000
209,0,n927-1,n1066
210,0,n943-1,n1080
211,0,n962-1,n1094
212,0,n964-1,n1099
213,0,n992-1,n1113
214,0,n1000-1,n1120
215,0,n1025-1,n1141
216,0,n1033-1,n1147
217,0,n1049-1,n1159
218,0,n1056-1,n1162
219,0,n87-1,n147
220,0,n123-1,n170
221,0,n177-1,n221
222,0,n262-1,n303
223,0,n87-2,n337
224,0,n123-2,n362
225,0,n177-2,n412
226,0,n262-2,n495
227,0,n506-1,n686
228,0,n598-1,n768
229,0,n605-1,n772
230,0,n773-1,n933
231,0,n809-1,n955
232,0,n863-1,n1002
233,0,n948-1,n1086
234,0,n97-1,n153
235,0,n179-1,n224
236,0,n97-2,n344
237,0,n179-2,n415
238,0,n783-1,n940
239,0,n865-1,n1006
240,0,n106-1,n158
241,0,n125-1,n174
242,0,n185-1,n229
243,0,n106-2,n348
244,0,n125-2,n365
245,0,n185-2,n418
246,0,n595-1,n764
247,0,n604-1,n771
248,0,n792-1,n945
249,0,n811-1,n959
250,0,n871-1,n1012
251,0,n41-1,n37
252,0,n41-2,n105
253,0,n187-1,n232
254,0,n279-1,n314
255,0,n187-2,n423
256,0,n279-2,n506
257,0,n661-1,n822
258,0,n727-1,n889
259,0,n873-1,n1017
260,0,n965-1,n1098
261,0,n1001-1,n1122
262,0,n6-1,n3
263,0,n6-2,n70
264,0,n191-1,n236
265,0,n192-1,n239
266,0,n205-1,n250
267,0,n222-1,n264
268,0,n263-1,n301
269,0,n265-1,n305
270,0,n277-1,n309
271,0,n284-1,n318
272,0,n191-2,n427
273,0,n192-2,n431
274,0,n205-2,n442
275,0,n222-2,n455
276,0,n263-2,n493
277,0,n265-2,n498
278,0,n277-2,n504
279,0,n298-1,n511
280,0,n317-1,n527
281,0,n351-1,n556
282,0,n363-1,n567
283,0,n512-1,n694
284,0,n524-1,n704
285,0,n558-1,n731
286,0,n570-1,n742
287,0,n597-1,n766
288,0,n602-1,n769
289,0,n626-1,n788
290,0,n692-1,n854
291,0,n877-1,n1020
292,0,n878-1,n1023
293,0,n891-1,n1034
294,0,n908-1,n1047
295,0,n949-1,n1083
296,0,n951-1,n1088
297,0,n963-1,n1093
298,0,n986-1,n1102
299,0,n993-1,n1111
300,0,n1009-1,n1128
301,0,n1055-1,n1161
302,0,n1062-1,n1164
303,0,n490-1,n674
304,0,n590-1,n760
305,0,n596-1,n765
306,0,n8-1,n7
307,0,n28-1,n29
308,0,n49-1,n42
309,0,n59-1,n53
310,0,n8-2,n74
311,0,n28-2,n96
312,0,n49-2,n112
313,0,n59-2,n120
314,0,n197-1,n241
315,0,n213-1,n254
316,0,n228-1,n266
317,0,n256-1,n299
318,0,n197-2,n434
319,0,n213-2,n446
320,0,n228-2,n460
321,0,n256-2,n491
322,0,n628-1,n792
323,0,n648-1,n815
324,0,n669-1,n827
325,0,n679-1,n837
326,0,n694-1,n859
327,0,n714-1,n881
328,0,n735-1,n894
329,0,n745-1,n905
330,0,n883-1,n1025
331,0,n899-1,n1038
332,0,n914-1,n1051
333,0,n942-1,n1082
334,0,n15-1,n11
335,0,n18-1,n18
336,0,n21-1,n23
337,0,n15-2,n78
338,0,n18-2,n86
339,0,n21-2,n92
340,0,n129-1,n178
341,0,n133-1,n182
342,0,n146-1,n195
343,0,n193-1,n237
344,0,n206-1,n248
345,0,n230-1,n272
346,0,n247-1,n285
347,0,n255-1,n297
348,0,n129-2,n370
349,0,n133-2,n375
350,0,n146-2,n386
351,0,n193-2,n429
352,0,n206-2,n440
353,0,n230-2,n464
354,0,n247-2,n478
355,0,n255-2,n487
356,0,n311-1,n522
357,0,n323-1,n532
358,0,n357-1,n562
359,0,n369-1,n572
360,0,n518-1,n698
361,0,n530-1,n708
362,0,n564-1,n736
363,0,n576-1,n747
364,0,n586-1,n758
365,0,n592-1,n763
366,0,n635-1,n795
367,0,n638-1,n802
368,0,n641-1,n810
369,0,n701-1,n861
370,0,n704-1,n870
371,0,n707-1,n875
372,0,n815-1,n963
373,0,n819-1,n967
374,0,n832-1,n978
375,0,n879-1,n1021
376,0,n892-1,n1032
377,0,n933-1,n1068
378,0,n941-1,n1079
379,0,n1057-1,n1163
380,0,n1064-1,n1166
381,0,n17-1,n13
382,0,n17-2,n81
383,0,n138-1,n187
384,0,n154-1,n198
385,0,n198-1,n242
386,0,n214-1,n252
387,0,n236-1,n274
388,0,n251-1,n294
389,0,n138-2,n378
390,0,n154-2,n390
391,0,n198-2,n433
392,0,n214-2,n445
393,0,n236-2,n467
394,0,n251-2,n486
395,0,n397-1,n594
396,0,n409-1,n605
397,0,n443-1,n632
398,0,n455-1,n643
399,0,n589-1,n759
400,0,n591-1,n761
401,0,n637-1,n799
402,0,n703-1,n867
403,0,n824-1,n970
404,0,n840-1,n982
405,0,n884-1,n1026
406,0,n900-1,n1037
407,0,n922-1,n1059
408,0,n937-1,n1077
409,0,n25-1,n19
410,0,n27-1,n22
411,0,n25-2,n87
412,0,n27-2,n91
413,0,n238-1,n280
414,0,n238-2,n470
415,0,n583-1,n754
416,0,n645-1,n806
417,0,n647-1,n811
418,0,n711-1,n873
419,0,n713-1,n877
420,0,n924-1,n1062
421,0,n31-1,n28
422,0,n51-1,n48
423,0,n31-2,n94
424,0,n51-2,n115
425,0,n134-1,n184
426,0,n147-1,n194
427,0,n196-1,n244
428,0,n211-1,n258
429,0,n242-1,n284
430,0,n134-2,n376
431,0,n147-2,n387
432,0,n196-2,n436
433,0,n211-2,n450
434,0,n242-2,n476
435,0,n329-1,n537
436,0,n536-1,n714
437,0,n582-1,n751
438,0,n585-1,n757
439,0,n607-1,n774
440,0,n613-1,n778
441,0,n651-1,n814
442,0,n671-1,n833
443,0,n717-1,n882
444,0,n737-1,n900
445,0,n820-1,n968
446,0,n833-1,n979
447,0,n882-1,n1028
448,0,n897-1,n1042
449,0,n928-1,n1067
450,0,n1063-1,n1165
451,0,n11-1,n15
452,0,n11-2,n82
453,0,n139-1,n186
454,0,n155-1,n199
455,0,n139-2,n379
456,0,n155-2,n388
457,0,n403-1,n600
458,0,n415-1,n610
459,0,n449-1,n638
460,0,n461-1,n648
461,0,n574-1,n748
462,0,n584-1,n755
463,0,n609-1,n776
464,0,n615-1,n780
465,0,n631-1,n801
466,0,n697-1,n866
467,0,n825-1,n971
468,0,n841-1,n983
469,0,n19-1,n16
470,0,n22-1,n25
471,0,n19-2,n84
472,0,n22-2,n88
473,0,n195-1,n243
474,0,n209-1,n255
475,0,n195-2,n435
476,0,n209-2,n447
477,0,n578-1,n750
478,0,n639-1,n805
479,0,n642-1,n809
480,0,n705-1,n871
481,0,n708-1,n878
482,0,n881-1,n1027
483,0,n895-1,n1040
484,0,n137-1,n189
485,0,n152-1,n202
486,0,n137-2,n381
487,0,n152-2,n394
488,0,n571-1,n744
489,0,n580-1,n753
490,0,n608-1,n775
491,0,n614-1,n779
492,0,n823-1,n973
493,0,n838-1,n986
494,0,n3-1,n5
495,0,n29-1,n26
496,0,n42-1,n43
497,0,n45-1,n49
498,0,n52-1,n54
499,0,n3-2,n73
500,0,n29-2,n93
501,0,n42-2,n109
502,0,n45-2,n116
503,0,n52-2,n121
504,0,n194-1,n240
505,0,n207-1,n253
506,0,n212-1,n257
507,0,n231-1,n276
508,0,n239-1,n283
509,0,n194-2,n432
510,0,n207-2,n444
511,0,n212-2,n449
512,0,n231-2,n466
513,0,n239-2,n475
514,0,n623-1,n789
515,0,n649-1,n812
516,0,n662-1,n826
517,0,n665-1,n832
518,0,n672-1,n839
519,0,n689-1,n857
520,0,n698-1,n868
521,0,n715-1,n879
522,0,n728-1,n896
523,0,n731-1,n901
524,0,n738-1,n906
525,0,n880-1,n1024
526,0,n893-1,n1036
527,0,n898-1,n1041
528,0,n917-1,n1058
529,0,n925-1,n1065
530,0,n9-1,n10
531,0,n20-1,n17
532,0,n23-1,n24
533,0,n9-2,n76
534,0,n20-2,n83
535,0,n23-2,n89
536,0,n136-1,n188
537,0,n150-1,n201
538,0,n188-1,n235
539,0,n189-1,n238
540,0,n200-1,n245
541,0,n202-1,n249
542,0,n210-1,n256
543,0,n225-1,n271
544,0,n233-1,n279
545,0,n245-1,n288
546,0,n136-2,n380
547,0,n150-2,n393
548,0,n188-2,n428
549,0,n189-2,n430
550,0,n200-2,n437
551,0,n202-2,n441
552,0,n210-2,n448
553,0,n225-2,n463
554,0,n233-2,n472
555,0,n245-2,n480
556,0,n342-1,n549
557,0,n375-1,n577
558,0,n421-1,n615
559,0,n549-1,n727
560,0,n566-1,n740
561,0,n573-1,n746
562,0,n579-1,n752
563,0,n606-1,n773
564,0,n612-1,n777
565,0,n629-1,n794
566,0,n640-1,n803
567,0,n643-1,n808
568,0,n695-1,n863
569,0,n706-1,n869
570,0,n709-1,n874
571,0,n822-1,n972
572,0,n836-1,n985
573,0,n874-1,n1019
574,0,n875-1,n1022
575,0,n886-1,n1030
576,0,n888-1,n1033
577,0,n896-1,n1039
578,0,n911-1,n1054
579,0,n919-1,n1060
580,0,n931-1,n1071
581,0,n1065-1,n1167
582,0,n337-1,n545
583,0,n481-1,n667
584,0,n544-1,n722
585,0,n568-1,n743
586,0,n572-1,n745
587,0,n577-1,n749
588,0,n13-1,n12
589,0,n35-1,n38
590,0,n43-1,n45
591,0,n46-1,n50
592,0,n53-1,n55
593,0,n55-1,n60
594,0,n62-1,n62
595,0,n13-2,n80
596,0,n35-2,n106
597,0,n43-2,n110
598,0,n46-2,n117
599,0,n53-2,n122
600,0,n55-2,n124
601,0,n62-2,n129
602,0,n135-1,n185
603,0,n148-1,n196
604,0,n153-1,n203
605,0,n172-1,n218
606,0,n180-1,n228
607,0,n182-1,n231
608,0,n208-1,n251
609,0,n223-1,n267
610,0,n232-1,n273
611,0,n240-1,n281
612,0,n135-2,n377
613,0,n148-2,n389
614,0,n153-2,n395
615,0,n172-2,n413
616,0,n180-2,n419
617,0,n182-2,n425
618,0,n208-2,n443
619,0,n223-2,n459
620,0,n232-2,n465
621,0,n240-2,n473
622,0,n562-1,n738
623,0,n633-1,n800
624,0,n655-1,n824
625,0,n663-1,n829
626,0,n666-1,n834
627,0,n673-1,n838
628,0,n675-1,n842
629,0,n682-1,n849
630,0,n699-1,n865
631,0,n721-1,n890
632,0,n729-1,n897
633,0,n732-1,n902
634,0,n739-1,n907
635,0,n741-1,n909
636,0,n748-1,n914
637,0,n821-1,n969
638,0,n834-1,n980
639,0,n839-1,n987
640,0,n858-1,n1003
641,0,n866-1,n1011
642,0,n868-1,n1015
643,0,n894-1,n1035
644,0,n909-1,n1050
645,0,n918-1,n1056
646,0,n926-1,n1064
647,0,n996-1,n1116
648,0,n1-1,n2
649,0,n10-1,n8
650,0,n1-2,n69
651,0,n10-2,n75
652,0,n130-1,n181
653,0,n131-1,n183
654,0,n141-1,n191
655,0,n143-1,n193
656,0,n151-1,n200
657,0,n166-1,n215
658,0,n174-1,n223
659,0,n201-1,n246
660,0,n203-1,n247
661,0,n216-1,n260
662,0,n218-1,n262
663,0,n226-1,n269
664,0,n234-1,n278
665,0,n258-1,n302
666,0,n130-2,n373
667,0,n131-2,n374
668,0,n141-2,n383
669,0,n143-2,n385
670,0,n151-2,n392
671,0,n166-2,n406
672,0,n174-2,n416
673,0,n201-2,n438
674,0,n203-2,n439
675,0,n216-2,n452
676,0,n218-2,n454
677,0,n226-2,n461
678,0,n234-2,n471
679,0,n258-2,n494
680,0,n333-1,n543
681,0,n339-1,n547
682,0,n376-1,n579
683,0,n379-1,n583
684,0,n383-1,n585
685,0,n476-1,n661
686,0,n540-1,n720
687,0,n546-1,n725
688,0,n559-1,n734
689,0,n567-1,n741
690,0,n621-1,n786
691,0,n630-1,n793
692,0,n687-1,n855
693,0,n696-1,n860
694,0,n816-1,n965
695,0,n817-1,n966
696,0,n827-1,n975
697,0,n829-1,n976
698,0,n837-1,n984
699,0,n852-1,n998
700,0,n860-1,n1007
701,0,n887-1,n1029
702,0,n889-1,n1031
703,0,n902-1,n1044
704,0,n904-1,n1048
705,0,n912-1,n1053
706,0,n920-1,n1061
707,0,n944-1,n1084
708,0,n981-1,n1103
709,0,n988-1,n1110
710,0,n1004-1,n1124
711,0,n385-1,n588
712,0,n4-1,n4
713,0,n4-2,n71
714,0,n149-1,n197
715,0,n164-1,n210
716,0,n173-1,n219
717,0,n181-1,n226
718,0,n224-1,n265
719,0,n149-2,n391
720,0,n164-2,n402
721,0,n173-2,n410
722,0,n181-2,n420
723,0,n224-2,n457
724,0,n388-1,n590
725,0,n434-1,n628
726,0,n478-1,n666
727,0,n543-1,n721
728,0,n545-1,n723
729,0,n561-1,n737
730,0,n565-1,n739
731,0,n624-1,n790
732,0,n690-1,n856
733,0,n835-1,n981
734,0,n850-1,n995
735,0,n859-1,n1004
736,0,n867-1,n1010
737,0,n910-1,n1049
738,0,n56-1,n58
739,0,n56-2,n127
740,0,n330-1,n539
741,0,n378-1,n582
742,0,n382-1,n584
743,0,n384-1,n586
744,0,n429-1,n623
745,0,n477-1,n662
746,0,n537-1,n716
747,0,n676-1,n844
748,0,n742-1,n912
749,0,n2-1,n0
750,0,n32-1,n31
751,0,n36-1,n39
752,0,n44-1,n40
753,0,n47-1,n47
754,0,n54-1,n51
755,0,n63-1,n63
756,0,n2-2,n67
757,0,n32-2,n100
758,0,n36-2,n104
759,0,n44-2,n108
760,0,n47-2,n114
761,0,n54-2,n118
762,0,n63-2,n130
763,0,n127-1,n179
764,0,n142-1,n190
765,0,n144-1,n192
766,0,n157-1,n205
767,0,n159-1,n208
768,0,n167-1,n214
769,0,n175-1,n222
770,0,n183-1,n230
771,0,n217-1,n259
772,0,n219-1,n261
773,0,n243-1,n287
774,0,n244-1,n289
775,0,n270-1,n310
776,0,n127-2,n371
777,0,n142-2,n382
778,0,n144-2,n384
779,0,n157-2,n396
780,0,n159-2,n400
781,0,n167-2,n407
782,0,n175-2,n414
783,0,n183-2,n422
784,0,n217-2,n451
785,0,n219-2,n453
786,0,n243-2,n477
787,0,n244-2,n481
788,0,n270-2,n501
789,0,n332-1,n541
790,0,n539-1,n718
791,0,n554-1,n730
792,0,n560-1,n735
793,0,n617-1,n782
794,0,n622-1,n785
795,0,n652-1,n819
796,0,n656-1,n820
797,0,n664-1,n825
798,0,n667-1,n831
799,0,n674-1,n835
800,0,n683-1,n848
801,0,n688-1,n852
802,0,n718-1,n886
803,0,n722-1,n892
804,0,n730-1,n893
805,0,n733-1,n898
806,0,n740-1,n903
807,0,n749-1,n915
808,0,n813-1,n962
809,0,n828-1,n974
810,0,n830-1,n977
811,0,n843-1,n988
812,0,n845-1,n990
813,0,n853-1,n999
814,0,n861-1,n1008
815,0,n869-1,n1014
816,0,n903-1,n1043
817,0,n905-1,n1045
818,0,n929-1,n1069
819,0,n930-1,n1072
820,0,n956-1,n1092
821,0,n959-1,n1097
822,0,n982-1,n1101
823,0,n989-1,n1112
824,0,n997-1,n1117
825,0,n1005-1,n1125
826,0,n1020-1,n1138
827,0,n1028-1,n1146
828,0,n1034-1,n1152
829,0,n120-1,n176
830,0,n165-1,n211
831,0,n260-1,n306
832,0,n120-2,n367
833,0,n165-2,n403
834,0,n260-2,n497
835,0,n321-1,n533
836,0,n331-1,n540
837,0,n367-1,n573
838,0,n373-1,n578
839,0,n377-1,n580
840,0,n425-1,n621
841,0,n431-1,n626
842,0,n528-1,n710
843,0,n538-1,n717
844,0,n556-1,n733
845,0,n619-1,n784
846,0,n806-1,n958
847,0,n851-1,n994
848,0,n946-1,n1089
849,0,n1012-1,n1134
850,0,n57-1,n56
851,0,n57-2,n123
852,0,n69-1,n140
853,0,n248-1,n290
854,0,n289-1,n329
855,0,n248-2,n482
856,0,n325-1,n535
857,0,n475-1,n660
858,0,n532-1,n712
859,0,n677-1,n843
860,0,n743-1,n910
861,0,n755-1,n925
862,0,n934-1,n1073
863,0,n102-1,n157
864,0,n158-1,n204
865,0,n160-1,n206
866,0,n102-2,n349
867,0,n158-2,n397
868,0,n160-2,n399
869,0,n318-1,n529
870,0,n327-1,n538
871,0,n335-1,n542
872,0,n364-1,n569
873,0,n372-1,n576
874,0,n428-1,n622
875,0,n430-1,n625
876,0,n472-1,n658
877,0,n525-1,n706
878,0,n534-1,n715
879,0,n542-1,n719
880,0,n555-1,n732
881,0,n588-1,n756
882,0,n618-1,n783
883,0,n788-1,n942
884,0,n844-1,n989
885,0,n846-1,n991
886,0,n33-1,n34
887,0,n37-1,n35
888,0,n64-1,n61
889,0,n33-2,n101
890,0,n37-2,n103
891,0,n64-2,n128
892,0,n67-1,n136
893,0,n77-1,n141
894,0,n254-1,n298
895,0,n281-1,n322
896,0,n77-2,n331
897,0,n254-2,n490
898,0,n422-1,n617
899,0,n657-1,n821
900,0,n684-1,n847
901,0,n719-1,n887
902,0,n723-1,n888
903,0,n750-1,n913
904,0,n753-1,n919
905,0,n763-1,n929
906,0,n940-1,n1081
907,0,n1029-1,n1144
908,0,n83-1,n149
909,0,n92-1,n154
910,0,n118-1,n169
911,0,n253-1,n296
912,0,n259-1,n300
913,0,n271-1,n311
914,0,n280-1,n317
915,0,n83-2,n338
916,0,n92-2,n345
917,0,n118-2,n363
918,0,n253-2,n488
919,0,n259-2,n492
920,0,n271-2,n502
921,0,n295-1,n512
922,0,n313-1,n525
923,0,n320-1,n531
924,0,n326-1,n536
925,0,n359-1,n565
926,0,n366-1,n570
927,0,n370-1,n574
928,0,n381-1,n581
929,0,n424-1,n620
930,0,n469-1,n655
931,0,n499-1,n684
932,0,n500-1,n687
933,0,n520-1,n702
934,0,n527-1,n709
935,0,n533-1,n713
936,0,n550-1,n728
937,0,n616-1,n781
938,0,n769-1,n934
939,0,n778-1,n938
940,0,n804-1,n954
941,0,n939-1,n1078
942,0,n945-1,n1085
943,0,n957-1,n1095
944,0,n983-1,n1104
945,0,n990-1,n1109
946,0,n1006-1,n1129
947,0,n1013-1,n1131
948,0,n1021-1,n1140
949,0,n1035-1,n1151
950,0,n315-1,n528
951,0,n319-1,n530
952,0,n324-1,n534
953,0,n361-1,n568
954,0,n413-1,n611
955,0,n423-1,n618
956,0,n459-1,n649
957,0,n471-1,n656
958,0,n491-1,n676
959,0,n492-1,n680
960,0,n522-1,n705
961,0,n526-1,n707
962,0,n531-1,n711
963,0,n34-1,n30
964,0,n34-2,n97
965,0,n68-1,n134
966,0,n70-1,n138
967,0,n75-1,n142
968,0,n110-1,n161
969,0,n121-1,n162
970,0,n249-1,n293
971,0,n261-1,n304
972,0,n282-1,n323
973,0,n290-1,n327
974,0,n75-2,n330
975,0,n110-2,n351
976,0,n121-2,n354
977,0,n249-2,n485
978,0,n261-2,n496
979,0,n274-2,n507
980,0,n309-1,n523
981,0,n355-1,n563
982,0,n417-1,n613
983,0,n463-1,n651
984,0,n516-1,n700
985,0,n654-1,n816
986,0,n720-1,n883
987,0,n754-1,n918
988,0,n756-1,n922
989,0,n761-1,n927
990,0,n796-1,n946
991,0,n807-1,n948
992,0,n935-1,n1076
993,0,n947-1,n1087
994,0,n960-1,n1100
995,0,n998-1,n1118
996,0,n1030-1,n1143
997,0,n76-1,n145
998,0,n80-1,n146
999,0,n81-1,n150
1000,0,n88-1,n151
1001,0,n111-1,n165
1002,0,n126-1,n177
1003,0,n272-1,n308
1004,0,n76-2,n335
1005,0,n80-2,n336
1006,0,n81-2,n340
1007,0,n91-2,n341
1008,0,n111-2,n358
1009,0,n126-2,n369
1010,0,n272-2,n500
1011,0,n306-1,n519
1012,0,n314-1,n526
1013,0,n352-1,n559
1014,0,n360-1,n566
1015,0,n410-1,n607
1016,0,n419-1,n616
1017,0,n427-1,n619
1018,0,n456-1,n645
1019,0,n465-1,n654
1020,0,n470-1,n659
1021,0,n513-1,n696
1022,0,n521-1,n703
1023,0,n762-1,n930
1024,0,n766-1,n931
1025,0,n767-1,n935
1026,0,n774-1,n936
1027,0,n797-1,n951
1028,0,n812-1,n961
1029,0,n958-1,n1091
1030,0,n1007-1,n1123
1031,0,n1022-1,n1137
1032,0,n1036-1,n1150
1033,0,n89-1,n152
1034,0,n98-1,n156
1035,0,n99-1,n160
1036,0,n107-1,n163
1037,0,n119-1,n172
1038,0,n117-1,n173
1039,0,n89-2,n342
1040,0,n98-2,n346
1041,0,n99-2,n350
1042,0,n107-2,n353
1043,0,n117-2,n364
1044,0,n308-1,n521
1045,0,n312-1,n524
1046,0,n354-1,n561
1047,0,n358-1,n564
1048,0,n405-1,n603
1049,0,n412-1,n609
1050,0,n418-1,n614
1051,0,n451-1,n641
1052,0,n458-1,n647
1053,0,n462-1,n650
1054,0,n464-1,n652
1055,0,n515-1,n699
1056,0,n519-1,n701
1057,0,n775-1,n937
1058,0,n784-1,n941
1059,0,n785-1,n943
1060,0,n793-1,n947
1061,0,n803-1,n957
1062,0,n1014-1,n1132
1063,0,n407-1,n606
1064,0,n411-1,n608
1065,0,n416-1,n612
1066,0,n453-1,n644
1067,0,n457-1,n646
1068,0,n108-1,n164
1069,0,n275-1,n313
1070,0,n108-2,n355
1071,0,n275-2,n505
1072,0,n301-1,n515
1073,0,n307-1,n520
1074,0,n341-1,n546
1075,0,n347-1,n555
1076,0,n353-1,n560
1077,0,n401-1,n601
1078,0,n447-1,n639
1079,0,n508-1,n692
1080,0,n514-1,n697
1081,0,n548-1,n724
1082,0,n594-1,n762
1083,0,n794-1,n949
1084,0,n961-1,n1096
1085,0,n1023-1,n1136
1086,0,n1031-1,n1142
1087,0,n1037-1,n1149
1088,0,n116-1,n168
1089,0,n116-2,n360
1090,0,n303-1,n518
1091,0,n344-1,n550
1092,0,n349-1,n558
1093,0,n398-1,n597
1094,0,n406-1,n604
1095,0,n444-1,n635
1096,0,n452-1,n642
1097,0,n501-1,n688
1098,0,n510-1,n695
1099,0,n551-1,n726
1100,0,n600-1,n767
1101,0,n802-1,n953
1102,0,n1015-1,n1130
1103,0,n480-1,n663
1104,0,n486-1,n672
1105,0,n348-1,n557
1106,0,n400-1,n599
1107,0,n404-1,n602
1108,0,n446-1,n637
1109,0,n450-1,n640
1110,0,n483-1,n668
1111,0,n488-1,n675
1112,0,n493-1,n683
1113,0,n509-1,n693
1114,0,n296-1,n513
1115,0,n343-1,n552
1116,0,n387-1,n587
1117,0,n393-1,n593
1118,0,n399-1,n598
1119,0,n433-1,n624
1120,0,n439-1,n631
1121,0,n445-1,n636
1122,0,n487-1,n673
1123,0,n502-1,n685
1124,0,n390-1,n589
1125,0,n395-1,n596
1126,0,n436-1,n627
1127,0,n441-1,n634
1128,0,n482-1,n669
1129,0,n494-1,n678
1130,0,n394-1,n595
1131,0,n440-1,n633
1132,0,n389-1,n591
1133,0,n435-1,n629
1134,1,n12-1,undefined
