onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id
20.75,0.25,20.75,0.25,332,4,58,1,n115-1
20.75,0.25,20.75,0.25,332,4,61,1,n116-1
21.0,1.0,21.0,1.0,336,16,37,5,n130-1
21.0,1.0,21.0,1.0,336,16,42,5,n131-1
21.0,1.0,21.0,1.0,336,16,49,5,n132-1
21.0,1.0,21.0,1.0,336,16,54,2,n124-1
21.0,0.75,21.0,0.75,336,12,58,1,n117-1
21.0,0.75,21.0,0.75,336,12,61,1,n118-1
21.75,0.25,21.75,0.25,348,4,58,1,n119-1
21.75,0.25,21.75,0.25,348,4,61,1,n120-1
22.0,1.0,22.0,1.0,352,16,34,5,n133-1
22.0,1.0,22.0,1.0,352,16,41,5,n134-1
22.0,1.0,22.0,1.0,352,16,46,5,n135-1
22.0,1.0,22.0,1.0,352,16,53,2,n125-1
22.0,2.0,22.0,2.0,352,32,58,1,n121-1
22.0,2.0,22.0,2.0,352,32,61,1,n122-1
23.0,1.0,23.0,1.0,368,16,37,5,n136-1
23.0,1.0,23.0,1.0,368,16,42,5,n137-1
23.0,1.0,23.0,1.0,368,16,49,5,n138-1
23.0,1.0,23.0,1.0,368,16,54,2,n126-1
24.0,1.0,24.0,1.0,384,16,34,5,n153-1
24.0,1.0,24.0,1.0,384,16,41,5,n154-1
24.0,1.0,24.0,1.0,384,16,46,5,n155-1
24.0,1.0,24.0,1.0,384,16,58,2,n146-1
24.0,1.0,24.0,1.0,384,16,61,2,n147-1
24.0,0.75,24.0,0.75,384,12,70,1,n139-1
24.75,0.25,24.75,0.25,396,4,68,1,n140-1
25.0,1.0,25.0,1.0,400,16,37,5,n156-1
25.0,1.0,25.0,1.0,400,16,42,5,n157-1
25.0,1.0,25.0,1.0,400,16,49,5,n158-1
25.0,1.0,25.0,1.0,400,16,58,2,n148-1
25.0,1.0,25.0,1.0,400,16,61,2,n149-1
25.0,0.75,25.0,0.75,400,12,66,1,n142-1
25.0,0.0,25.0,0.0,400,0,68,1,n141-1
25.75,0.25,25.75,0.25,412,4,65,1,n143-1
26.0,1.0,26.0,1.0,416,16,34,5,n159-1
26.0,1.0,26.0,1.0,416,16,41,5,n160-1
26.0,1.0,26.0,1.0,416,16,46,5,n161-1
26.0,1.0,26.0,1.0,416,16,58,2,n150-1
26.0,1.0,26.0,1.0,416,16,61,2,n151-1
26.0,1.0,26.0,1.0,416,16,65,1,n144-1
27.0,1.0,27.0,1.0,432,16,37,5,n162-1
27.0,1.0,27.0,1.0,432,16,42,5,n163-1
27.0,1.0,27.0,1.0,432,16,49,5,n164-1
27.0,1.0,27.0,1.0,432,16,58,2,n152-1
27.0,1.0,27.0,1.0,432,16,61,1,n145-1
28.0,1.0,28.0,1.0,448,16,34,5,n179-1
28.0,1.0,28.0,1.0,448,16,41,5,n180-1
28.0,1.0,28.0,1.0,448,16,46,5,n181-1
28.0,1.0,28.0,1.0,448,16,58,2,n172-1
28.0,1.0,28.0,1.0,448,16,61,2,n173-1
28.0,0.75,28.0,0.75,448,12,70,1,n165-1
28.75,0.25,28.75,0.25,460,4,68,1,n166-1
29.0,1.0,29.0,1.0,464,16,37,5,n182-1
29.0,1.0,29.0,1.0,464,16,42,5,n183-1
29.0,1.0,29.0,1.0,464,16,49,5,n184-1
29.0,1.0,29.0,1.0,464,16,58,2,n174-1
29.0,1.0,29.0,1.0,464,16,61,2,n175-1
29.0,0.75,29.0,0.75,464,12,66,1,n168-1
29.0,0.0,29.0,0.0,464,0,68,1,n167-1
29.75,0.25,29.75,0.25,476,4,65,1,n169-1
30.0,1.0,30.0,1.0,480,16,34,5,n185-1
30.0,1.0,30.0,1.0,480,16,41,5,n186-1
30.0,1.0,30.0,1.0,480,16,46,5,n187-1
30.0,1.0,30.0,1.0,480,16,58,2,n176-1
30.0,1.0,30.0,1.0,480,16,61,2,n177-1
30.0,1.0,30.0,1.0,480,16,65,1,n170-1
31.0,1.0,31.0,1.0,496,16,37,5,n188-1
31.0,1.0,31.0,1.0,496,16,42,5,n189-1
31.0,1.0,31.0,1.0,496,16,49,5,n190-1
31.0,1.0,31.0,1.0,496,16,58,2,n178-1
31.0,1.0,31.0,1.0,496,16,61,1,n171-1
32.0,1.0,32.0,1.0,512,16,34,5,n201-1
32.0,1.0,32.0,1.0,512,16,41,5,n202-1
32.0,1.0,32.0,1.0,512,16,46,5,n203-1
32.0,1.0,32.0,1.0,512,16,53,2,n197-1
32.0,1.0,32.0,1.0,512,16,58,1,n191-1
33.0,1.0,33.0,1.0,528,16,37,5,n204-1
33.0,1.0,33.0,1.0,528,16,42,5,n205-1
33.0,1.0,33.0,1.0,528,16,49,5,n206-1
33.0,1.0,33.0,1.0,528,16,54,2,n198-1
33.0,0.75,33.0,0.75,528,12,58,1,n192-1
33.75,0.25,33.75,0.25,540,4,58,1,n193-1
34.0,1.0,34.0,1.0,544,16,34,5,n207-1
34.0,1.0,34.0,1.0,544,16,41,5,n208-1
34.0,1.0,34.0,1.0,544,16,46,5,n209-1
34.0,1.0,34.0,1.0,544,16,53,2,n199-1
34.0,1.0,34.0,1.0,544,16,58,1,n194-1
35.0,1.0,35.0,1.0,560,16,37,5,n210-1
35.0,1.0,35.0,1.0,560,16,42,5,n211-1
35.0,1.0,35.0,1.0,560,16,49,5,n212-1
35.0,1.0,35.0,1.0,560,16,54,2,n200-1
35.0,0.75,35.0,0.75,560,12,61,1,n195-1
35.75,0.25,35.75,0.25,572,4,60,1,n196-1
36.0,1.0,36.0,1.0,576,16,34,5,n223-1
36.0,1.0,36.0,1.0,576,16,41,5,n224-1
36.0,1.0,36.0,1.0,576,16,46,5,n225-1
36.0,1.0,36.0,1.0,576,16,53,2,n219-1
36.0,0.75,36.0,0.75,576,12,60,1,n214-1
36.0,0.0,36.0,0.0,576,0,61,1,n213-1
36.75,0.25,36.75,0.25,588,4,58,1,n215-1
37.0,1.0,37.0,1.0,592,16,37,5,n226-1
37.0,1.0,37.0,1.0,592,16,42,5,n227-1
37.0,1.0,37.0,1.0,592,16,49,5,n228-1
37.0,1.0,37.0,1.0,592,16,54,2,n220-1
37.0,0.75,37.0,0.75,592,12,58,1,n216-1
37.75,0.25,37.75,0.25,604,4,58,1,n217-1
38.0,1.0,38.0,1.0,608,16,34,5,n229-1
38.0,1.0,38.0,1.0,608,16,41,5,n230-1
38.0,1.0,38.0,1.0,608,16,46,5,n231-1
38.0,1.0,38.0,1.0,608,16,53,2,n221-1
38.0,2.0,38.0,2.0,608,32,58,1,n218-1
39.0,1.0,39.0,1.0,624,16,37,5,n232-1
39.0,1.0,39.0,1.0,624,16,42,5,n233-1
39.0,1.0,39.0,1.0,624,16,49,5,n234-1
39.0,1.0,39.0,1.0,624,16,54,2,n222-1
40.0,1.0,40.0,1.0,640,16,34,5,n254-1
40.0,1.0,40.0,1.0,640,16,41,5,n255-1
40.0,1.0,40.0,1.0,640,16,46,5,n256-1
40.0,0.5,40.0,0.5,640,8,70,1,n235-1
40.0,1.0,40.0,1.0,640,16,73,2,n252-1
40.0,0.5,40.0,0.5,640,8,82,1,n236-1
40.5,0.5,40.5,0.5,648,8,68,1,n237-1
40.5,0.5,40.5,0.5,648,8,80,1,n238-1
41.0,1.0,41.0,1.0,656,16,37,5,n257-1
41.0,1.0,41.0,1.0,656,16,42,5,n258-1
41.0,1.0,41.0,1.0,656,16,49,5,n259-1
41.0,0.75,41.0,0.75,656,12,66,1,n242-1
41.0,0.0,41.0,0.0,656,0,68,1,n239-1
41.0,1.0,41.0,1.0,656,16,73,2,n253-1
41.0,0.0,41.0,0.0,656,0,73,1,n240-1
41.0,0.75,41.0,0.75,656,12,78,1,n243-1
41.0,0.0,41.0,0.0,656,0,80,1,n241-1
41.75,0.25,41.75,0.25,668,4,65,1,n244-1
41.75,0.25,41.75,0.25,668,4,77,1,n245-1
42.0,1.0,42.0,1.0,672,16,34,5,n260-1
42.0,1.0,42.0,1.0,672,16,41,5,n261-1
42.0,1.0,42.0,1.0,672,16,46,5,n262-1
42.0,1.0,42.0,1.0,672,16,65,1,n246-1
42.0,1.0,42.0,1.0,672,16,73,1,n247-1
42.0,1.0,42.0,1.0,672,16,77,1,n248-1
43.0,1.0,43.0,1.0,688,16,37,5,n263-1
43.0,1.0,43.0,1.0,688,16,42,5,n264-1
43.0,1.0,43.0,1.0,688,16,49,5,n265-1
43.0,1.0,43.0,1.0,688,16,61,1,n249-1
43.0,1.0,43.0,1.0,688,16,70,1,n250-1
43.0,1.0,43.0,1.0,688,16,73,1,n251-1
44.0,1.0,44.0,1.0,704,16,34,5,n285-1
44.0,1.0,44.0,1.0,704,16,41,5,n286-1
44.0,1.0,44.0,1.0,704,16,46,5,n287-1
44.0,0.5,44.0,0.5,704,8,70,1,n266-1
44.0,1.0,44.0,1.0,704,16,73,2,n283-1
44.0,0.5,44.0,0.5,704,8,82,1,n267-1
44.5,0.5,44.5,0.5,712,8,68,1,n268-1
44.5,0.5,44.5,0.5,712,8,80,1,n269-1
45.0,1.0,45.0,1.0,720,16,37,5,n288-1
45.0,1.0,45.0,1.0,720,16,42,5,n289-1
45.0,1.0,45.0,1.0,720,16,49,5,n290-1
45.0,0.75,45.0,0.75,720,12,66,1,n273-1
45.0,0.0,45.0,0.0,720,0,68,1,n270-1
45.0,0.0,45.0,0.0,720,0,73,1,n271-1
45.0,1.0,45.0,1.0,720,16,73,2,n284-1
45.0,0.75,45.0,0.75,720,12,78,1,n274-1
45.0,0.0,45.0,0.0,720,0,80,1,n272-1
45.75,0.25,45.75,0.25,732,4,65,1,n275-1
45.75,0.25,45.75,0.25,732,4,77,1,n276-1
46.0,1.0,46.0,1.0,736,16,34,5,n291-1
46.0,1.0,46.0,1.0,736,16,41,5,n292-1
46.0,1.0,46.0,1.0,736,16,46,5,n293-1
46.0,1.0,46.0,1.0,736,16,65,1,n277-1
46.0,1.0,46.0,1.0,736,16,73,1,n278-1
46.0,1.0,46.0,1.0,736,16,77,1,n279-1
47.0,1.0,47.0,1.0,752,16,37,5,n294-1
47.0,1.0,47.0,1.0,752,16,42,5,n295-1
47.0,1.0,47.0,1.0,752,16,49,5,n296-1
47.0,1.0,47.0,1.0,752,16,61,1,n280-1
47.0,1.0,47.0,1.0,752,16,70,1,n281-1
47.0,1.0,47.0,1.0,752,16,73,1,n282-1
48.0,1.0,48.0,1.0,768,16,34,5,n313-1
48.0,1.0,48.0,1.0,768,16,41,5,n314-1
48.0,1.0,48.0,1.0,768,16,46,5,n315-1
48.0,1.0,48.0,1.0,768,16,58,1,n297-1
48.0,1.0,48.0,1.0,768,16,65,2,n309-1
48.0,1.0,48.0,1.0,768,16,70,1,n298-1
49.0,1.0,49.0,1.0,784,16,37,5,n316-1
49.0,1.0,49.0,1.0,784,16,42,5,n317-1
49.0,1.0,49.0,1.0,784,16,49,5,n318-1
49.0,0.75,49.0,0.75,784,12,58,1,n299-1
49.0,1.0,49.0,1.0,784,16,66,2,n310-1
49.0,0.75,49.0,0.75,784,12,70,1,n300-1
49.75,0.25,49.75,0.25,796,4,58,1,n301-1
49.75,0.25,49.75,0.25,796,4,70,1,n302-1
50.0,1.0,50.0,1.0,800,16,34,5,n319-1
50.0,1.0,50.0,1.0,800,16,41,5,n320-1
50.0,1.0,50.0,1.0,800,16,46,5,n321-1
50.0,1.0,50.0,1.0,800,16,58,1,n303-1
50.0,1.0,50.0,1.0,800,16,65,2,n311-1
50.0,1.0,50.0,1.0,800,16,70,1,n304-1
51.0,1.0,51.0,1.0,816,16,37,5,n322-1
51.0,1.0,51.0,1.0,816,16,42,5,n323-1
51.0,1.0,51.0,1.0,816,16,49,5,n324-1
51.0,0.75,51.0,0.75,816,12,61,1,n305-1
51.0,1.0,51.0,1.0,816,16,66,2,n312-1
51.0,0.75,51.0,0.75,816,12,73,1,n306-1
51.75,0.25,51.75,0.25,828,4,60,1,n307-1
51.75,0.25,51.75,0.25,828,4,72,1,n308-1
52.0,1.0,52.0,1.0,832,16,34,5,n342-1
52.0,1.0,52.0,1.0,832,16,41,5,n343-1
52.0,1.0,52.0,1.0,832,16,46,5,n344-1
52.0,0.75,52.0,0.75,832,12,60,1,n325-1
52.0,1.0,52.0,1.0,832,16,65,2,n339-1
52.0,0.75,52.0,0.75,832,12,72,1,n326-1
52.75,0.25,52.75,0.25,844,4,58,1,n327-1
52.75,0.25,52.75,0.25,844,4,70,1,n328-1
53.0,1.0,53.0,1.0,848,16,37,5,n345-1
53.0,1.0,53.0,1.0,848,16,42,5,n346-1
53.0,1.0,53.0,1.0,848,16,49,5,n347-1
53.0,0.75,53.0,0.75,848,12,58,1,n329-1
53.0,1.0,53.0,1.0,848,16,66,2,n340-1
53.0,0.75,53.0,0.75,848,12,70,1,n330-1
53.75,0.25,53.75,0.25,860,4,58,1,n331-1
53.75,0.25,53.75,0.25,860,4,70,1,n332-1
54.0,1.0,54.0,1.0,864,16,34,5,n348-1
54.0,1.0,54.0,1.0,864,16,41,5,n349-1
54.0,1.0,54.0,1.0,864,16,46,5,n350-1
54.0,1.0,54.0,1.0,864,16,58,1,n333-1
54.0,1.0,54.0,1.0,864,16,65,2,n341-1
54.0,1.0,54.0,1.0,864,16,70,1,n334-1
55.0,1.0,55.0,1.0,880,16,32,5,n351-1
55.0,1.0,55.0,1.0,880,16,44,5,n352-1
55.0,1.0,55.0,1.0,880,16,60,1,n335-1
55.0,1.0,55.0,1.0,880,16,66,1,n336-1
55.0,1.0,55.0,1.0,880,16,68,1,n337-1
55.0,1.0,55.0,1.0,880,16,72,1,n338-1
56.0,1.0,56.0,1.0,896,16,25,5,n371-1
56.0,1.0,56.0,1.0,896,16,37,5,n372-1
56.0,1.0,56.0,1.0,896,16,61,1,n353-1
56.0,1.0,56.0,1.0,896,16,65,1,n354-1
56.0,1.0,56.0,1.0,896,16,73,1,n355-1
57.0,0.75,57.0,0.75,912,12,49,5,n373-1
57.0,0.75,57.0,0.75,912,12,56,5,n374-1
57.0,0.75,57.0,0.75,912,12,61,5,n375-1
57.0,0.75,57.0,0.75,912,12,65,1,n356-1
57.0,0.75,57.0,0.75,912,12,73,1,n357-1
57.0,0.75,57.0,0.75,912,12,77,1,n358-1
57.75,0.25,57.75,0.25,924,4,63,5,n376-1
57.75,0.25,57.75,0.25,924,4,66,1,n359-1
57.75,0.25,57.75,0.25,924,4,78,1,n360-1
58.0,0.75,58.0,0.75,928,12,49,5,n377-1
58.0,0.75,58.0,0.75,928,12,56,5,n378-1
58.0,0.75,58.0,0.75,928,12,65,5,n379-1
58.0,0.75,58.0,0.75,928,12,68,1,n361-1
58.0,0.75,58.0,0.75,928,12,73,1,n362-1
58.0,0.75,58.0,0.75,928,12,80,1,n363-1
58.75,0.25,58.75,0.25,940,4,66,5,n380-1
58.75,0.25,58.75,0.25,940,4,70,1,n364-1
58.75,0.25,58.75,0.25,940,4,82,1,n365-1
59.0,0.75,59.0,0.75,944,12,56,5,n381-1
59.0,0.75,59.0,0.75,944,12,63,5,n382-1
59.0,0.75,59.0,0.75,944,12,68,5,n383-1
59.0,0.75,59.0,0.75,944,12,72,1,n366-1
59.0,0.75,59.0,0.75,944,12,80,1,n367-1
59.0,0.75,59.0,0.75,944,12,84,1,n368-1
59.75,0.25,59.75,0.25,956,4,65,5,n384-1
59.75,0.25,59.75,0.25,956,4,73,1,n369-1
59.75,0.25,59.75,0.25,956,4,85,1,n370-1
60.0,1.0,60.0,1.0,960,16,32,5,n398-1
60.0,1.0,60.0,1.0,960,16,44,5,n399-1
60.0,2.0,60.0,2.0,960,32,77,1,n385-1
60.0,3.5,60.0,3.5,960,56,80,1,n386-1
60.0,3.5,60.0,3.5,960,56,84,1,n387-1
60.0,2.0,60.0,2.0,960,32,89,1,n388-1
61.0,0.75,61.0,0.75,976,12,63,5,n400-1
61.0,0.75,61.0,0.75,976,12,66,5,n401-1
61.0,0.75,61.0,0.75,976,12,72,5,n402-1
61.75,0.25,61.75,0.25,988,4,61,5,n403-1
61.75,0.25,61.75,0.25,988,4,66,5,n404-1
61.75,0.25,61.75,0.25,988,4,70,5,n405-1
62.0,0.75,62.0,0.75,992,12,61,5,n406-1
62.0,0.75,62.0,0.75,992,12,66,5,n407-1
62.0,0.75,62.0,0.75,992,12,70,5,n408-1
62.0,1.5,62.0,1.5,992,24,75,1,n389-1
62.0,1.5,62.0,1.5,992,24,87,1,n392-1
62.75,0.25,62.75,0.25,1004,4,60,5,n409-1
62.75,0.25,62.75,0.25,1004,4,66,5,n410-1
62.75,0.25,62.75,0.25,1004,4,68,5,n411-1
63.0,0.75,63.0,0.75,1008,12,60,5,n412-1
63.0,0.75,63.0,0.75,1008,12,66,5,n413-1
63.0,0.75,63.0,0.75,1008,12,68,5,n414-1
63.75,0.25,63.75,0.25,1020,4,57,5,n415-1
63.75,0.25,63.75,0.25,1020,4,60,5,n416-1
63.75,0.25,63.75,0.25,1020,4,63,5,n417-1
63.75,0.25,63.75,0.25,1020,4,66,1,n394-1
63.75,0.25,63.75,0.25,1020,4,72,1,n395-1
63.75,0.25,63.75,0.25,1020,4,75,1,n396-1
63.75,0.25,63.75,0.25,1020,4,78,1,n397-1
64.0,1.0,64.0,1.0,1024,16,34,5,n439-1
64.0,1.0,64.0,1.0,1024,16,46,5,n440-1
64.0,1.0,64.0,1.0,1024,16,65,1,n418-1
64.0,1.0,64.0,1.0,1024,16,72,1,n419-1
64.0,1.0,64.0,1.0,1024,16,75,1,n420-1
64.0,1.0,64.0,1.0,1024,16,77,1,n421-1
65.0,1.0,65.0,1.0,1040,16,53,5,n441-1
65.0,1.0,65.0,1.0,1040,16,58,5,n442-1
65.0,1.0,65.0,1.0,1040,16,61,5,n443-1
65.0,0.75,65.0,0.75,1040,12,65,1,n422-1
65.0,0.75,65.0,0.75,1040,12,70,1,n423-1
65.0,0.75,65.0,0.75,1040,12,73,1,n424-1
65.0,0.75,65.0,0.75,1040,12,77,1,n425-1
65.75,0.25,65.75,0.25,1052,4,67,1,n426-1
65.75,0.25,65.75,0.25,1052,4,79,1,n427-1
66.0,1.0,66.0,1.0,1056,16,37,5,n444-1
66.0,1.0,66.0,1.0,1056,16,49,5,n445-1
66.0,0.75,66.0,0.75,1056,12,69,1,n428-1
66.0,0.75,66.0,0.75,1056,12,73,1,n429-1
66.0,0.75,66.0,0.75,1056,12,77,1,n430-1
66.0,0.75,66.0,0.75,1056,12,81,1,n431-1
66.75,0.25,66.75,0.25,1068,4,70,1,n432-1
66.75,0.25,66.75,0.25,1068,4,82,1,n433-1
67.0,1.0,67.0,1.0,1072,16,53,5,n446-1
67.0,1.0,67.0,1.0,1072,16,58,5,n447-1
67.0,1.0,67.0,1.0,1072,16,61,5,n448-1
67.0,1.0,67.0,1.0,1072,16,65,5,n449-1
67.0,0.75,67.0,0.75,1072,12,72,1,n434-1
67.0,0.75,67.0,0.75,1072,12,77,1,n435-1
67.0,0.75,67.0,0.75,1072,12,84,1,n436-1
67.75,0.25,67.75,0.25,1084,4,73,1,n437-1
67.75,0.25,67.75,0.25,1084,4,85,1,n438-1
68.0,1.0,68.0,1.0,1088,16,29,5,n458-1
68.0,1.0,68.0,1.0,1088,16,41,5,n459-1
68.0,2.0,68.0,2.0,1088,32,70,1,n450-1
68.0,2.0,68.0,2.0,1088,32,76,1,n451-1
68.0,2.0,68.0,2.0,1088,32,79,1,n452-1
68.0,2.0,68.0,2.0,1088,32,85,1,n453-1
69.0,1.0,69.0,1.0,1104,16,53,5,n460-1
69.0,1.0,69.0,1.0,1104,16,58,5,n461-1
69.0,1.0,69.0,1.0,1104,16,61,5,n462-1
69.0,1.0,69.0,1.0,1104,16,67,5,n463-1
70.0,1.0,70.0,1.0,1120,16,53,5,n464-1
70.0,1.0,70.0,1.0,1120,16,57,5,n465-1
70.0,1.0,70.0,1.0,1120,16,60,5,n466-1
70.0,1.0,70.0,1.0,1120,16,69,5,n467-1
70.0,1.0,70.0,1.0,1120,16,72,1,n454-1
70.0,1.0,70.0,1.0,1120,16,77,1,n455-1
70.0,1.0,70.0,1.0,1120,16,84,1,n456-1
71.0,1.0,71.0,1.0,1136,16,53,5,n468-1
72.0,0.0,72.0,0.0,1152,0,43,6,n488-1
72.0,0.0625,72.0,0.0625,1152,1,43,6,n490-1
72.0,0.0,72.0,0.0,1152,0,44,6,n489-1
72.0,0.0,72.0,0.0,1152,0,44,5,n484-1
72.0,2.0,72.0,2.0,1152,32,44,5,n485-1
72.0,1.0,72.0,1.0,1152,16,54,1,n469-1
72.0,1.0,72.0,1.0,1152,16,56,1,n470-1
72.0,1.0,72.0,1.0,1152,16,60,1,n471-1
72.0,1.0,72.0,1.0,1152,16,65,2,n480-1
72.0,1.0,72.0,1.0,1152,16,68,1,n472-1
72.0625,0.0625,72.0625,0.0625,1153,1,44,6,n491-1
72.125,0.0625,72.125,0.0625,1154,1,46,6,n492-1
