idx,matchtype,partid,ppartid
111,0,n625-1,n544
112,0,n858-1,n735
113,0,n863-1,n745
114,0,n866-1,n751
115,0,n2356-1,n1861
116,0,n2359-1,n1869
117,0,n2362-1,n1872
118,0,n2363-1,n1873
119,0,n5496-1,n4686
120,0,n5684-1,n4913
121,0,n4-1,n0
122,0,n9-1,n5
123,0,n15-1,n8
124,0,n18-1,n11
125,0,n24-1,n14
126,0,n31-1,n21
127,0,n38-1,n25
128,0,n42-1,n29
129,0,n64-1,n47
130,0,n80-1,n55
131,0,n271-1,n227
132,0,n293-1,n236
133,0,n620-1,n530
134,0,n628-1,n548
135,0,n719-1,n619
136,0,n869-1,n757
137,0,n1172-1,n1025
138,0,n1175-1,n1028
139,0,n1180-1,n1032
140,0,n1255-1,n1090
141,0,n1369-1,n1180
142,0,n1863-1,n1512
143,0,n1939-1,n1556
144,0,n2132-1,n1695
145,0,n2353-1,n1852
146,0,n2357-1,n1862
147,0,n2361-1,n1871
148,0,n2398-1,n1888
149,0,n4574-1,n3756
150,0,n4582-1,n3774
151,0,n4702-1,n3889
152,0,n4706-1,n3895
153,0,n5494-1,n4682
154,0,n4576-1,n3761
155,0,n4580-1,n3768
156,0,n4584-1,n3780
157,0,n4700-1,n3884
158,0,n4708-1,n3899
159,0,n4786-1,n3964
160,0,n4790-1,n3969
161,0,n4794-1,n3974
162,0,n4798-1,n3980
163,0,n4802-1,n3987
164,0,n4806-1,n3994
165,0,n4855-1,n4033
166,0,n4859-1,n4037
167,0,n4863-1,n4042
168,0,n4867-1,n4048
169,0,n4871-1,n4054
170,0,n4879-1,n4059
171,0,n4924-1,n4099
172,0,n4932-1,n4104
173,0,n4936-1,n4114
174,0,n4940-1,n4117
175,0,n4948-1,n4124
176,0,n5492-1,n4677
177,0,n5700-1,n4928
178,0,n5727-1,n4957
179,0,n5738-1,n4961
180,0,n198-1,n144
181,0,n220-1,n183
182,0,n428-1,n341
183,0,n455-1,n385
184,0,n623-1,n535
185,0,n626-1,n541
186,0,n654-1,n550
187,0,n864-1,n744
188,0,n867-1,n750
189,0,n895-1,n759
190,0,n1170-1,n1022
191,0,n1173-1,n1026
192,0,n2352-1,n1851
193,0,n2360-1,n1870
194,0,n4578-1,n3764
195,0,n5468-1,n4673
196,0,n2403-1,n1899
197,0,n4601-1,n3782
198,0,n4603-1,n3784
199,0,n4605-1,n3788
200,0,n4607-1,n3791
201,0,n4609-1,n3794
202,0,n4611-1,n3800
203,0,n4613-1,n3803
204,0,n4615-1,n3808
205,0,n4632-1,n3811
206,0,n4646-1,n3840
207,0,n4725-1,n3901
208,0,n4727-1,n3903
209,0,n4729-1,n3907
210,0,n4731-1,n3911
211,0,n4733-1,n3915
212,0,n4737-1,n3919
213,0,n4739-1,n3924
214,0,n4756-1,n3928
215,0,n4766-1,n3952
216,0,n4768-1,n3955
217,0,n5466-1,n4669
218,0,n552-1,n460
219,0,n559-1,n472
220,0,n594-1,n513
221,0,n629-1,n546
222,0,n794-1,n665
223,0,n801-1,n680
224,0,n835-1,n724
225,0,n870-1,n756
226,0,n1804-1,n1477
227,0,n1924-1,n1547
228,0,n1944-1,n1567
229,0,n2041-1,n1628
230,0,n2293-1,n1817
231,0,n2284-1,n1821
232,0,n2315-1,n1842
233,0,n2351-1,n1850
234,0,n2364-1,n1874
235,0,n2386-1,n1875
236,0,n2479-1,n1909
237,0,n4552-1,n3746
238,0,n5252-1,n4425
239,0,n5464-1,n4663
240,0,n5545-1,n4738
241,0,n5660-1,n4895
242,0,n5685-1,n4912
243,0,n5701-1,n4925
244,0,n5728-1,n4956
245,0,n5739-1,n4964
246,0,n326-1,n275
247,0,n348-1,n288
248,0,n496-1,n415
249,0,n500-1,n426
250,0,n532-1,n447
251,0,n596-1,n515
252,0,n655-1,n551
253,0,n732-1,n620
254,0,n739-1,n633
255,0,n771-1,n652
256,0,n837-1,n726
257,0,n896-1,n760
258,0,n1168-1,n1020
259,0,n1171-1,n1023
260,0,n1922-1,n1541
261,0,n2350-1,n1843
262,0,n4634-1,n3813
263,0,n4636-1,n3816
264,0,n4642-1,n3831
265,0,n4644-1,n3834
266,0,n4663-1,n3842
267,0,n4665-1,n3845
268,0,n4667-1,n3848
269,0,n4669-1,n3853
270,0,n4671-1,n3856
271,0,n4673-1,n3864
272,0,n4675-1,n3868
273,0,n4677-1,n3872
274,0,n4696-1,n3876
275,0,n4770-1,n3958
276,0,n4787-1,n3961
277,0,n4791-1,n3967
278,0,n4795-1,n3971
279,0,n4799-1,n3977
280,0,n4803-1,n3985
281,0,n4807-1,n3992
282,0,n4856-1,n4031
283,0,n4860-1,n4034
284,0,n4864-1,n4040
285,0,n4868-1,n4049
286,0,n4872-1,n4053
287,0,n4880-1,n4060
288,0,n4925-1,n4098
289,0,n4929-1,n4101
290,0,n4933-1,n4107
291,0,n4937-1,n4113
292,0,n4941-1,n4119
293,0,n4949-1,n4126
294,0,n5462-1,n4659
295,0,n5543-1,n4723
296,0,n5551-1,n4745
297,0,n5575-1,n4794
298,0,n5597-1,n4818
299,0,n5619-1,n4844
300,0,n5641-1,n4869
301,0,n162-1,n132
302,0,n390-1,n325
303,0,n1921-1,n1538
304,0,n4554-1,n3748
305,0,n4638-1,n3823
306,0,n4640-1,n3826
307,0,n4694-1,n3874
308,0,n5375-1,n4570
309,0,n5460-1,n4655
310,0,n5507-1,n4717
311,0,n5553-1,n4750
312,0,n5579-1,n4805
313,0,n5601-1,n4830
314,0,n5623-1,n4855
315,0,n5645-1,n4880
316,0,n5-1,n1
317,0,n7-1,n3
318,0,n10-1,n6
319,0,n16-1,n10
320,0,n19-1,n12
321,0,n25-1,n15
322,0,n28-1,n19
323,0,n32-1,n24
324,0,n39-1,n27
325,0,n43-1,n30
326,0,n160-1,n123
327,0,n217-1,n175
328,0,n244-1,n208
329,0,n272-1,n224
330,0,n294-1,n237
331,0,n388-1,n318
332,0,n452-1,n377
333,0,n478-1,n412
334,0,n482-1,n413
335,0,n523-1,n441
336,0,n615-1,n520
337,0,n618-1,n522
338,0,n670-1,n557
339,0,n672-1,n572
340,0,n691-1,n593
341,0,n762-1,n646
342,0,n856-1,n731
343,0,n859-1,n733
344,0,n911-1,n766
345,0,n913-1,n782
346,0,n932-1,n803
347,0,n1166-1,n1017
348,0,n1169-1,n1021
349,0,n1181-1,n1036
350,0,n1242-1,n1082
351,0,n1269-1,n1102
352,0,n1306-1,n1130
353,0,n1351-1,n1168
354,0,n1385-1,n1192
355,0,n1433-1,n1232
356,0,n1539-1,n1297
357,0,n1572-1,n1328
358,0,n1575-1,n1329
359,0,n1834-1,n1487
360,0,n1845-1,n1503
361,0,n2095-1,n1641
362,0,n2104-1,n1668
363,0,n5458-1,n4651
364,0,n5505-1,n4709
365,0,n5555-1,n4768
366,0,n1914-1,n1549
367,0,n2927-1,n2330
368,0,n2944-1,n2352
369,0,n2968-1,n2366
370,0,n2987-1,n2386
371,0,n3011-1,n2400
372,0,n3028-1,n2422
373,0,n3052-1,n2436
374,0,n3619-1,n2894
375,0,n3643-1,n2916
376,0,n3670-1,n2941
377,0,n3694-1,n2963
378,0,n3719-1,n2986
379,0,n3743-1,n3008
380,0,n4571-1,n3750
381,0,n4761-1,n3929
382,0,n4762-1,n3934
383,0,n4764-1,n3940
384,0,n4788-1,n3963
385,0,n4792-1,n3966
386,0,n4796-1,n3973
387,0,n4800-1,n3979
388,0,n4804-1,n3986
389,0,n4808-1,n3993
390,0,n4857-1,n4032
391,0,n4861-1,n4035
392,0,n4865-1,n4041
393,0,n4869-1,n4047
394,0,n4873-1,n4052
395,0,n4881-1,n4061
396,0,n4926-1,n4097
397,0,n4930-1,n4102
398,0,n4934-1,n4106
399,0,n4938-1,n4111
400,0,n4942-1,n4118
401,0,n4950-1,n4125
402,0,n5256-1,n4433
403,0,n5264-1,n4451
404,0,n5373-1,n4567
405,0,n5377-1,n4572
406,0,n5456-1,n4648
407,0,n5503-1,n4704
408,0,n5557-1,n4775
409,0,n5661-1,n4896
410,0,n158-1,n116
411,0,n164-1,n139
412,0,n386-1,n311
413,0,n391-1,n337
414,0,n521-1,n435
415,0,n562-1,n475
416,0,n621-1,n525
417,0,n760-1,n641
418,0,n804-1,n690
419,0,n862-1,n736
420,0,n1164-1,n1014
421,0,n1167-1,n1019
422,0,n1906-1,n1531
423,0,n1911-1,n1539
424,0,n1977-1,n1577
425,0,n2010-1,n1594
426,0,n2016-1,n1609
427,0,n2317-1,n1831
428,0,n2309-1,n1835
429,0,n2639-1,n2097
430,0,n2653-1,n2112
431,0,n2669-1,n2122
432,0,n2685-1,n2135
433,0,n2701-1,n2148
434,0,n2715-1,n2162
435,0,n2731-1,n2173
436,0,n2745-1,n2187
437,0,n2769-1,n2196
438,0,n2786-1,n2218
439,0,n2808-1,n2230
440,0,n2825-1,n2250
441,0,n2847-1,n2263
442,0,n2864-1,n2284
443,0,n2886-1,n2297
444,0,n2905-1,n2316
445,0,n3086-1,n2475
446,0,n3119-1,n2496
447,0,n3152-1,n2517
448,0,n3170-1,n2528
449,0,n3188-1,n2539
450,0,n3213-1,n2547
451,0,n3240-1,n2567
452,0,n3264-1,n2590
453,0,n3291-1,n2611
454,0,n3315-1,n2633
455,0,n3342-1,n2655
456,0,n3366-1,n2677
457,0,n3393-1,n2698
458,0,n3417-1,n2720
459,0,n3447-1,n2742
460,0,n3469-1,n2765
461,0,n3499-1,n2786
462,0,n3521-1,n2807
463,0,n3548-1,n2829
464,0,n3570-1,n2851
465,0,n3597-1,n2872
466,0,n3825-1,n3087
467,0,n3873-1,n3134
468,0,n3931-1,n3180
469,0,n3960-1,n3204
470,0,n3984-1,n3229
471,0,n4018-1,n3254
472,0,n4147-1,n3335
473,0,n4174-1,n3365
474,0,n4201-1,n3391
475,0,n4228-1,n3418
476,0,n4255-1,n3445
477,0,n4282-1,n3471
478,0,n4307-1,n3495
479,0,n4332-1,n3518
480,0,n4361-1,n3541
481,0,n4391-1,n3572
482,0,n4416-1,n3599
483,0,n4446-1,n3627
484,0,n4471-1,n3653
485,0,n4501-1,n3680
486,0,n4524-1,n3705
487,0,n4546-1,n3729
488,0,n4573-1,n3752
489,0,n4705-1,n3891
490,0,n4838-1,n4018
491,0,n4907-1,n4084
492,0,n4967-1,n4140
493,0,n4985-1,n4164
494,0,n5003-1,n4185
495,0,n5027-1,n4193
496,0,n5032-1,n4210
497,0,n5055-1,n4223
498,0,n5060-1,n4237
499,0,n5083-1,n4252
500,0,n5088-1,n4267
501,0,n5111-1,n4283
502,0,n5117-1,n4297
503,0,n5141-1,n4311
504,0,n5147-1,n4327
505,0,n5171-1,n4345
506,0,n5176-1,n4359
507,0,n5197-1,n4372
508,0,n5202-1,n4383
509,0,n5223-1,n4396
510,0,n5229-1,n4411
511,0,n5258-1,n4439
512,0,n5262-1,n4447
513,0,n5266-1,n4454
514,0,n5371-1,n4563
515,0,n5379-1,n4581
516,0,n5454-1,n4643
517,0,n5501-1,n4695
518,0,n5573-1,n4786
519,0,n5577-1,n4798
520,0,n5595-1,n4812
521,0,n5599-1,n4825
522,0,n5617-1,n4837
523,0,n5621-1,n4849
524,0,n5639-1,n4862
525,0,n5643-1,n4874
526,0,n5658-1,n4887
527,0,n5677-1,n4908
528,0,n5702-1,n4922
529,0,n5729-1,n4954
530,0,n5740-1,n4962
531,0,n319-1,n260
532,0,n327-1,n274
533,0,n349-1,n287
534,0,n352-1,n310
535,0,n3083-1,n2470
536,0,n3122-1,n2491
537,0,n3155-1,n2512
538,0,n3167-1,n2523
539,0,n3185-1,n2534
540,0,n3822-1,n3076
541,0,n3871-1,n3124
542,0,n3924-1,n3168
543,0,n3953-1,n3193
544,0,n3982-1,n3216
545,0,n4015-1,n3241
546,0,n4833-1,n4002
547,0,n4902-1,n4070
548,0,n4963-1,n4131
549,0,n4981-1,n4151
550,0,n4999-1,n4174
551,0,n5434-1,n4637
552,0,n5499-1,n4691
553,0,n103-1,n74
554,0,n99-1,n87
555,0,n115-1,n95
556,0,n128-1,n107
557,0,n524-1,n442
558,0,n553-1,n461
559,0,n560-1,n473
560,0,n582-1,n491
561,0,n586-1,n501
562,0,n624-1,n533
563,0,n627-1,n540
564,0,n657-1,n555
565,0,n763-1,n647
566,0,n795-1,n666
567,0,n802-1,n681
568,0,n823-1,n704
569,0,n827-1,n714
570,0,n865-1,n742
571,0,n868-1,n749
572,0,n898-1,n765
573,0,n1230-1,n1074
574,0,n1336-1,n1154
575,0,n1541-1,n1301
576,0,n5260-1,n4445
577,0,n5278-1,n4461
578,0,n5280-1,n4464
579,0,n5284-1,n4476
580,0,n5307-1,n4486
581,0,n5323-1,n4518
582,0,n5369-1,n4556
583,0,n5391-1,n4585
584,0,n5393-1,n4589
585,0,n5397-1,n4601
586,0,n5432-1,n4636
587,0,n5497-1,n4685
588,0,n5662-1,n4894
589,0,n6-1,n2
590,0,n8-1,n4
591,0,n11-1,n7
592,0,n17-1,n9
593,0,n20-1,n13
594,0,n26-1,n16
595,0,n29-1,n18
596,0,n33-1,n22
597,0,n40-1,n28
598,0,n44-1,n31
599,0,n58-1,n33
600,0,n54-1,n46
601,0,n70-1,n54
602,0,n81-1,n61
603,0,n83-1,n70
604,0,n265-1,n210
605,0,n273-1,n222
606,0,n295-1,n234
607,0,n298-1,n259
608,0,n497-1,n425
609,0,n501-1,n433
610,0,n526-1,n448
611,0,n528-1,n459
612,0,n630-1,n547
613,0,n688-1,n587
614,0,n716-1,n616
615,0,n733-1,n621
616,0,n735-1,n631
617,0,n740-1,n639
618,0,n765-1,n656
619,0,n767-1,n664
620,0,n871-1,n755
621,0,n900-1,n771
622,0,n929-1,n796
623,0,n1162-1,n1012
624,0,n1165-1,n1015
625,0,n1182-1,n1037
626,0,n1206-1,n1053
627,0,n1219-1,n1064
628,0,n1222-1,n1070
629,0,n1232-1,n1078
630,0,n1246-1,n1089
631,0,n1256-1,n1094
632,0,n1258-1,n1098
633,0,n1322-1,n1143
634,0,n1326-1,n1151
635,0,n1338-1,n1162
636,0,n1357-1,n1176
637,0,n1372-1,n1190
638,0,n1516-1,n1290
639,0,n1544-1,n1308
640,0,n1594-1,n1340
641,0,n2133-1,n1694
642,0,n2288-1,n1808
643,0,n2280-1,n1811
644,0,n4575-1,n3755
645,0,n4583-1,n3773
646,0,n4703-1,n3888
647,0,n4707-1,n3894
648,0,n5430-1,n4630
649,0,n5495-1,n4681
650,0,n3074-1,n2458
651,0,n3101-1,n2481
652,0,n3134-1,n2502
653,0,n3794-1,n3054
654,0,n3847-1,n3099
655,0,n3900-1,n3146
656,0,n4577-1,n3760
657,0,n4581-1,n3772
658,0,n4585-1,n3779
659,0,n4701-1,n3883
660,0,n4709-1,n3897
661,0,n4789-1,n3962
662,0,n4793-1,n3968
663,0,n4797-1,n3972
664,0,n4801-1,n3978
665,0,n4805-1,n3984
666,0,n4809-1,n3991
667,0,n4858-1,n4030
668,0,n4862-1,n4036
669,0,n4866-1,n4039
670,0,n4870-1,n4045
671,0,n4874-1,n4051
672,0,n4882-1,n4058
673,0,n4927-1,n4096
674,0,n4931-1,n4100
675,0,n4935-1,n4105
676,0,n4939-1,n4112
677,0,n4943-1,n4116
678,0,n4951-1,n4123
679,0,n5311-1,n4489
680,0,n5313-1,n4493
681,0,n5319-1,n4508
682,0,n5321-1,n4514
683,0,n5337-1,n4520
684,0,n5339-1,n4530
685,0,n5343-1,n4543
686,0,n5367-1,n4555
687,0,n5428-1,n4626
688,0,n5493-1,n4676
689,0,n5678-1,n4903
690,0,n5717-1,n4953
691,0,n5732-1,n4959
692,0,n106-1,n84
693,0,n110-1,n93
694,0,n126-1,n102
695,0,n130-1,n115
696,0,n161-1,n122
697,0,n163-1,n129
698,0,n165-1,n143
699,0,n199-1,n149
700,0,n201-1,n167
701,0,n221-1,n190
702,0,n242-1,n202
703,0,n245-1,n206
704,0,n313-1,n276
705,0,n333-1,n289
706,0,n389-1,n319
707,0,n380-1,n326
708,0,n429-1,n345
709,0,n431-1,n363
710,0,n476-1,n405
711,0,n479-1,n411
712,0,n529-1,n458
713,0,n656-1,n549
714,0,n658-1,n556
715,0,n661-1,n565
716,0,n667-1,n583
717,0,n768-1,n663
718,0,n897-1,n758
719,0,n899-1,n764
720,0,n902-1,n776
721,0,n908-1,n790
722,0,n1160-1,n1010
723,0,n1163-1,n1013
724,0,n1245-1,n1084
725,0,n1270-1,n1100
726,0,n1271-1,n1104
727,0,n1293-1,n1122
728,0,n1355-1,n1174
729,0,n1415-1,n1222
730,0,n1514-1,n1287
731,0,n1902-1,n1524
732,0,n4579-1,n3763
733,0,n5315-1,n4498
734,0,n5317-1,n4503
735,0,n5365-1,n4550
736,0,n5426-1,n4622
737,0,n5469-1,n4672
738,0,n387-1,n312
739,0,n587-1,n503
740,0,n828-1,n715
741,0,n1907-1,n1533
742,0,n1912-1,n1537
743,0,n4602-1,n3781
744,0,n4604-1,n3783
745,0,n4606-1,n3785
746,0,n4608-1,n3790
747,0,n4610-1,n3793
748,0,n4612-1,n3799
749,0,n4614-1,n3802
750,0,n4616-1,n3807
751,0,n4633-1,n3812
752,0,n4647-1,n3839
753,0,n4726-1,n3900
754,0,n4728-1,n3902
755,0,n4730-1,n3906
756,0,n4732-1,n3909
757,0,n4734-1,n3913
758,0,n4736-1,n3917
759,0,n4740-1,n3923
760,0,n4757-1,n3927
761,0,n4767-1,n3951
762,0,n4769-1,n3954
763,0,n5424-1,n4619
764,0,n5467-1,n4667
765,0,n61-1,n41
766,0,n65-1,n53
767,0,n85-1,n73
768,0,n256-1,n223
769,0,n279-1,n235
770,0,n554-1,n463
771,0,n563-1,n479
772,0,n583-1,n493
773,0,n590-1,n511
774,0,n660-1,n558
775,0,n663-1,n567
776,0,n796-1,n667
777,0,n805-1,n691
778,0,n824-1,n705
779,0,n831-1,n720
780,0,n901-1,n767
781,0,n904-1,n777
782,0,n1183-1,n1038
783,0,n1213-1,n1061
784,0,n1221-1,n1065
785,0,n1247-1,n1087
786,0,n1251-1,n1091
787,0,n1253-1,n1097
788,0,n1324-1,n1145
789,0,n1358-1,n1175
790,0,n1370-1,n1183
791,0,n1493-1,n1282
792,0,n1591-1,n1337
793,0,n1760-1,n1451
794,0,n1761-1,n1452
795,0,n1782-1,n1459
796,0,n1785-1,n1460
797,0,n1915-1,n1548
798,0,n1898-1,n1552
799,0,n1899-1,n1553
800,0,n1950-1,n1558
801,0,n1940-1,n1563
802,0,n2023-1,n1599
803,0,n2011-1,n1601
804,0,n2029-1,n1616
805,0,n2017-1,n1618
806,0,n2254-1,n1794
807,0,n2318-1,n1829
808,0,n2310-1,n1832
809,0,n2382-1,n1884
810,0,n2383-1,n1885
811,0,n2642-1,n2104
812,0,n2656-1,n2117
813,0,n2672-1,n2128
814,0,n2688-1,n2142
815,0,n2704-1,n2156
816,0,n2718-1,n2168
817,0,n2734-1,n2179
818,0,n2748-1,n2192
819,0,n2772-1,n2209
820,0,n2788-1,n2225
821,0,n2811-1,n2239
822,0,n2827-1,n2257
823,0,n2850-1,n2275
824,0,n2866-1,n2292
825,0,n2889-1,n2305
826,0,n2907-1,n2323
827,0,n3092-1,n2476
828,0,n3125-1,n2497
829,0,n3158-1,n2518
830,0,n3176-1,n2529
831,0,n3194-1,n2540
832,0,n3216-1,n2556
833,0,n3243-1,n2578
834,0,n3267-1,n2601
835,0,n3294-1,n2624
836,0,n3318-1,n2646
837,0,n3345-1,n2668
838,0,n3369-1,n2687
839,0,n3396-1,n2709
840,0,n3420-1,n2733
841,0,n3449-1,n2753
842,0,n3472-1,n2777
843,0,n3501-1,n2798
844,0,n3524-1,n2820
845,0,n3550-1,n2840
846,0,n3573-1,n2863
847,0,n3599-1,n2885
848,0,n3821-1,n3088
849,0,n3879-1,n3135
850,0,n3932-1,n3179
851,0,n3961-1,n3203
852,0,n3990-1,n3228
853,0,n4019-1,n3255
854,0,n4151-1,n3352
855,0,n4178-1,n3381
856,0,n4205-1,n3408
857,0,n4232-1,n3432
858,0,n4259-1,n3459
859,0,n4286-1,n3483
860,0,n4311-1,n3508
861,0,n4336-1,n3533
862,0,n4365-1,n3557
863,0,n4394-1,n3588
864,0,n4420-1,n3617
865,0,n4449-1,n3640
866,0,n4475-1,n3668
867,0,n4504-1,n3695
868,0,n4528-1,n3717
869,0,n4547-1,n3740
870,0,n4839-1,n4024
871,0,n4908-1,n4090
872,0,n4968-1,n4148
873,0,n4986-1,n4163
874,0,n5004-1,n4190
875,0,n5028-1,n4206
876,0,n5033-1,n4219
877,0,n5112-1,n4294
878,0,n5118-1,n4308
879,0,n5142-1,n4323
880,0,n5148-1,n4338
881,0,n5224-1,n4407
882,0,n5230-1,n4423
883,0,n5253-1,n4424
884,0,n5308-1,n4481
885,0,n5422-1,n4616
886,0,n5465-1,n4662
887,0,n5663-1,n4892
888,0,n5679-1,n4907
889,0,n5672-1,n4917
890,0,n5689-1,n4927
891,0,n5705-1,n4940
892,0,n5720-1,n4945
893,0,n5718-1,n4951
894,0,n5733-1,n4960
895,0,n156-1,n135
896,0,n320-1,n261
897,0,n322-1,n270
898,0,n328-1,n285
899,0,n334-1,n291
900,0,n350-1,n297
901,0,n351-1,n309
902,0,n498-1,n424
903,0,n491-1,n428
904,0,n502-1,n434
905,0,n662-1,n564
906,0,n665-1,n573
907,0,n736-1,n630
908,0,n728-1,n634
909,0,n741-1,n640
910,0,n903-1,n772
911,0,n906-1,n784
912,0,n1158-1,n1008
913,0,n1161-1,n1011
914,0,n1243-1,n1081
915,0,n1352-1,n1164
916,0,n1489-1,n1272
917,0,n1491-1,n1274
918,0,n2238-1,n1785
919,0,n2329-1,n1846
920,0,n2332-1,n1848
921,0,n2930-1,n2341
922,0,n2990-1,n2394
923,0,n3071-1,n2465
924,0,n3090-1,n2471
925,0,n3104-1,n2486
926,0,n3123-1,n2492
927,0,n3137-1,n2507
928,0,n3156-1,n2513
929,0,n3174-1,n2524
930,0,n3192-1,n2535
931,0,n3622-1,n2905
932,0,n3797-1,n3065
933,0,n3819-1,n3077
934,0,n3850-1,n3110
935,0,n3872-1,n3121
936,0,n3903-1,n3157
937,0,n3925-1,n3169
938,0,n3954-1,n3191
939,0,n3983-1,n3215
940,0,n4012-1,n3240
941,0,n4635-1,n3814
942,0,n4637-1,n3815
943,0,n4643-1,n3830
944,0,n4645-1,n3833
945,0,n4664-1,n3841
946,0,n4666-1,n3844
947,0,n4668-1,n3846
948,0,n4670-1,n3851
949,0,n4672-1,n3855
950,0,n4674-1,n3863
951,0,n4676-1,n3867
952,0,n4678-1,n3871
953,0,n4697-1,n3875
954,0,n4771-1,n3957
955,0,n4834-1,n4010
956,0,n4903-1,n4079
957,0,n4964-1,n4136
958,0,n4982-1,n4158
959,0,n5000-1,n4180
960,0,n5340-1,n4531
961,0,n5420-1,n4608
962,0,n5463-1,n4658
963,0,n159-1,n117
964,0,n155-1,n133
965,0,n157-1,n138
966,0,n186-1,n148
967,0,n376-1,n313
968,0,n384-1,n336
969,0,n416-1,n346
970,0,n1281-1,n1112
971,0,n1400-1,n1206
972,0,n1469-1,n1262
973,0,n1762-1,n1453
974,0,n1908-1,n1532
975,0,n1900-1,n1554
976,0,n2237-1,n1777
977,0,n2384-1,n1886
978,0,n2947-1,n2360
979,0,n2972-1,n2376
980,0,n3031-1,n2430
981,0,n3056-1,n2448
982,0,n3644-1,n2925
983,0,n3648-1,n2933
984,0,n3673-1,n2953
985,0,n3744-1,n3015
986,0,n3748-1,n3027
987,0,n3773-1,n3043
988,0,n4639-1,n3822
989,0,n4641-1,n3825
990,0,n4695-1,n3873
991,0,n5255-1,n4431
992,0,n5281-1,n4465
993,0,n5285-1,n4474
994,0,n5376-1,n4568
995,0,n5394-1,n4591
996,0,n5398-1,n4606
997,0,n5461-1,n4654
998,0,n27-1,n17
999,0,n30-1,n20
1000,0,n34-1,n23
1001,0,n41-1,n26
1002,0,n45-1,n32
1003,0,n59-1,n34
1004,0,n62-1,n43
1005,0,n66-1,n51
1006,0,n82-1,n59
1007,0,n84-1,n71
1008,0,n86-1,n72
1009,0,n104-1,n75
1010,0,n107-1,n85
1011,0,n111-1,n89
1012,0,n127-1,n100
1013,0,n129-1,n113
1014,0,n131-1,n114
1015,0,n154-1,n126
1016,0,n188-1,n153
1017,0,n240-1,n194
1018,0,n246-1,n207
1019,0,n266-1,n211
1020,0,n268-1,n221
1021,0,n257-1,n225
1022,0,n274-1,n233
1023,0,n280-1,n238
1024,0,n296-1,n245
1025,0,n297-1,n253
1026,0,n378-1,n320
1027,0,n418-1,n352
1028,0,n474-1,n396
1029,0,n480-1,n410
1030,0,n664-1,n568
1031,0,n692-1,n601
1032,0,n714-1,n609
1033,0,n717-1,n618
1034,0,n905-1,n778
